country,round,Column1,survey_date,Column2,Column3,enum_sex,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,site_id,site_name,Column28,Column29,site_open,site_date_open,site_date_close,site_location,site_zone,site_district,site_municipality,Column30,site_latitude,site_longitude,Column31,Column32,site_class,site_type,Column33,Column34,site_date_close_exp,Column35,Column36,site_access,Column37,site_owner,site_shelter,Column38,smc_exist,smc_per_female,site_community,Column39,Column40,sma_exist,sma_type,Column41,sma_name,Column42,Column43,regist_activity,origin_zone,origin_district,origin_municipality,Column44,Column45,Column46,Column47,Column48,n_family,n_total,n_infants_male,n_child_male,n_youth_male,n_adult_male,n_elder_male,n_male,n_infants_female,n_infants,n_child_female,n_child,n_youth_female,n_youth,n_adult_female,n_adult,n_elder_female,n_elder,n_female,n_pregnant,n_pregnant_adult,n_pregnant_youth,n_lactating,n_pwd,n_child_sep,n_hoh_female,n_hoh_child,n_hoh_elder,n_min_ethnic,n_chronic_ill,site_dist_origin,site_idp_last,prev_displaced,return_area,Column49,return_prevent,Column50,per_sleep_site,Column51,prev_own,per_hh_outside,per_hh_indoors,per_hh_tents,Column52,per_hh_makeshift,Column53,Column54,per_hh_electricity,per_hh_safecook,nfi_a,Column55,nfi_b,Column56,nfi_c,Column57,water_location,Column58,water_source_np,Column59,water_source_p,Column60,Column61,water_treated,Column62,water_cons,water_remark,Column63,latrine_cond,n_latrine,latrine_gender,n_latrine_male,n_latrine_female,Column64,n_latrine_disable,Column65,latrine_install,Column66,latrine_site,latrine_time,Column67,bathing_gender,latrine_light,latrine_lock,Column68,Column69,hyg_evidence,Column70,hyg_waste,Column71,hyg_open_def,food_access,food_market,Column72,food_source,Column73,Column74,food_fuel,Column75,Column76,Column77,food_sup_lac,food_sup_child,health_issue,Column78,health_issue_b,Column79,health_issue_c,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,health_psych,health_psych_rem,health_antenat,Column90,Column91,health_center_dist,Column92,health_provider,Column93,Column94,edu_access,edu_access_f,edu_access_i,edu_distance,Column95,Column96,Column97,per_sch_female,per_sch_male,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,job_main,job_main_other,n_hh_income,job_access,Column114,job_cattle_site,job_offer,job_offer_how,Column115,job_offer_to,job_abr,Column116,job_abr_in,job_abr_family,job_recruit,Column117,food_land,Column118,Column119,Column120,Column121,sec_provided,sec_reported,sec_provider,Column122,sec_issue,Column123,Column124,Column125,Column126,Column127,Column128,n_space_child,n_space_female,Column129,gbv_report,sec_mens_seg,Column130,sec_min_discriminate,safe_male,site_unsafe_male,Column131,safe_child,site_unsafe_child,Column132,safe_female,site_unsafe_female,Column133,site_lighting,hyg_f_product,Column134,Column135,Column136,Column137,Column138,Column139,Column140,Column141,Column142,Column143,Column144,Column145,Column146,Column147,Column148,Column149,Column150,Column151,Column152,Column153,Column154,Column155,Column156,Column157,Column158,Column159,Column160,Column161,Column162,Column163,Column164,Column165,Column166,Column167,Column168,Column169,support_problem,Column170,info_src_female,Column171,info_src_male,Column172,info_complaint,Column173,info_main,Column174,info_free,Column175,<1500
Nepal,6,,03/03/16,,,male,,female,Sub Health Post Incharge,,Advisor in SMC,All,,female,FCHV,,Advisor for SMC,All,,male,Member,,SMC,All,,,,,,,540,Kiuten,Existing site,,Yes,28/04/15,,Rural,Gandaki,Gorkha,Kerauja,2,28.23468,84.90253,2019.019751,,Spontaneous,Agricultural land,,No,Unknown,Not closing,,"No,  no vehicular access",No,Private,Temporary shelter (CGIs),,Yes,25% to 50%,Yes,,,Yes,International NGO,,People in Need,,,No,Gandaki,Gorkha,Kerauja,4,,,,,104,586,10,47,36,114,31,238,11,21,26,73,135,171,140,254,36,67,348,4,4,0,24,3,0,22,0,16,588,18,10-30 minutes,28/06/15,Yes,None (Stay here),,Fear of landslide/aftershock,,>75%,Unknown,>75%,None,None,None,>75%,<25%,None,,None,>75%,CGIs,,Support in reconstruction,,None,,On-site,No,Piped water supply,,Piped water supply,,,No treatment,,5-10 liters,None,,Good (Hygienic),10,No,0,0,0,0,0,Provided,Oxfam,On-site,Day time,No,Yes,No,Yes,8,Yes,Yes,No,Burning,,No,No,No,More than 10 hours,Own cash,,,Yes,Collect personally,,No,No,No,Diarrhea,,Cough,,Cold,,0,2,1,3,0,0,0,Yes,Yes,Yes,PIN,Yes,,,Off-site (Less than 30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (More than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,2,No,Lower,Yes,Yes,Cash for Work from humanitarian organizations,,Wife,Unknown,,,No,No,,Yes,Kitchen gardening,,Kitchen gardening,,Yes,No,Self organized,,None,,None,,Yes,Unknown,"No one had the general information of the demographic information of the IDP population by gender and age. There is no access of women to registration documents in their name, land ownership document for example. There is insufficient  dialogue with gover",0,0,No,Unknown,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,100,>75%,Yes,Yes,10000,"10,000-24,999",7500,"Less than 10,000",17500,"10,000-24,999",Daily household misc. needs,,100,>75%,"IOM, PIN, Oxfam, CARE",Yes,Yes,Yes,,Yes,,Yes,,,Yes,,,On-site,,,,,,Yes,,,None,,Families & friends,,Families & friends,,Unknown,,Recovery plans,,Yes,Most of the IDPs are from ward number 4. This camp is very close to their place of origin. Almost half of the people living in Kiuten have constructed shelters in their own land. At the flank of this camp there are big landslides caused by earthquake and ,1500 - 2500
Nepal,6,,03/03/16,,,male,,male,Member,,SMC,All,,male,Member,,SMC,All,,female,Member,,SMC,All,,,,,,,541,Panglacho,Existing site,,Yes,26/04/15,,Rural,Gandaki,Gorkha,Kerauja,3,28.23273,84.89742,1994.940258,,Spontaneous,Agricultural land,,No,Unknown,Not closing,,"No,  no vehicular access",No,Private,Temporary shelter (CGIs),,Yes,25% to 50%,Yes,,,Yes,International NGO,,People in Need,,,Yes,Gandaki,Gorkha,Kerauja,3,,,,,22,126,2,10,8,24,7,51,2,4,6,16,29,37,30,54,8,15,75,2,2,0,6,3,0,7,0,7,124,7,30 mins - 1 hour,01/07/15,Yes,None (Stay here),,Fear of landslide/aftershock,,>75%,Unknown,>75%,None,None,None,>75%,<25%,None,,None,>75%,CGIs,,None,,None,,On-site,No,Piped water supply,,Piped water supply,,,Filtered,,5-10 liters,None,,Good (Hygienic),8,No,0,0,0,0,0,Provided,Oxfam,On-site,Day time,Unknown,Yes,No,Yes,1,Yes,Yes,No,Burning,,No,No,No,More than 10 hours,Own cash,,,Yes,Collect personally,,Yes,No,No,Diarrhea,,Cough,,Headache,,0,1,1,2,0,0,0,Yes,Yes,Yes,PIN,Yes,,,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,No,Off-site (More than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,10,No,Lower,Yes,Yes,Cash for Work from humanitarian organizations,,Wife,Unknown,,,No,No,,Yes,Kitchen gardening,,Kitchen gardening,,Yes,No,Self organized,,None,,None,,Yes,Unknown,Most of the shelters needs upgrading as they do not meet the requirements of privacy and safety. The management committee has sufficient information of the demographic profile of the IDPs population by gender and age. There is no access of women to regist,0,0,No,Unknown,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,100,>75%,Yes,Yes,10000,"10,000-24,999",7500,"Less than 10,000",17500,"10,000-24,999",Buy food,,100,>75%,"IOM, PIN, Oxfam, Care",,Yes,Yes,,Yes,,,,,Yes,,,On-site,,,,,,Yes,,,None,,Families & friends,,Radio/Newspaper,,Unknown,,For how long the site will remain active,,Yes,"In this camp site 42 households remained, 10 households have migrated to Kiuten to make a shelter in their own land. Among 42 households, only 22 households are IDPs still living in other people land as they do not have suitable land available to construc",1500 - 2500
Nepal,6,,04/03/16,,,male,,male,Chairman,,SMC,All,,female,Member,,SMC,All,,,,,,,,,,,,,637,Keraujabesi,New Site,Uchet,Yes,26/04/15,,Rural,Gandaki,Gorkha,Kerauja,3,28.241331,84.883746,1116,,Spontaneous,Agricultural land,,No,Unknown,Not closing,,"No,  no vehicular access",No,Private,Temporary shelter (CGIs),,Yes,<25%,Yes,,,Yes,International NGO,,People in Need,,,No,Gandaki,Gorkha,Kerauja,3,Gandaki,Gorkha,Kerauja,3,20,113,2,9,7,22,6,46,2,4,5,14,26,33,27,49,7,13,67,5,5,0,9,5,0,4,0,4,113,2,30 mins - 1 hour,27/04/15,Yes,None (Stay here),,Fear of landslide/aftershock,,>75%,No,>75%,None,None,None,>75%,<25%,None,,None,>75%,CGIs,,Fire wood,,None,,Off-site (More than 20 minutes),No,Spring/river,,Spring/river,,,No treatment,,5-10 liters,None,,Not so good (not hygienic),2,No,0,0,0,0,0,Provided,Oxfam,On-site,Day time,Unknown,No,No,No,0,,,,Burning,,No,No,No,2-6 hours,Own cash,,,Yes,Collect personally,,No,No,No,Diarrhea,,Cough,,Headache,,0,8,0,8,0,0,0,Yes,Yes,Yes,PIN,Yes,,,Off-site (More than 2 hours),,Government,,Yes,Yes,Yes,No,Off-site (More than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,5,No,Lower,Yes,No,,,,No,,,No,Unknown,,Yes,Kitchen gardening,,Kitchen gardening,,Yes,No,Self organized,,None,,None,,Yes,Unknown,The site management committee does not have the sufficient information of the demographic profile of the IDPs population by gender and age. The Site management agency has limited presence in the site. Women living in the site have insufficient access to r,0,0,No,Unknown,No,,No,Yes,,,Yes,,,yes,,,No lighting,No,100,>75%,Yes,Yes,10000,"10,000-24,999",7500,"Less than 10,000",17500,"10,000-24,999",Daily household misc. needs,,100,>75%,"IOM, Oxfam,",,,Yes,,,,,,,Yes,,,On-site,,,,,,Yes,,,None,,Families & friends,,Radio/Newspaper,,Unknown,,For how long the site will remain active,,Yes,"Only 20 households remained at the time of assessment. However, they mentioned that additional 4 households  are planning to return to their previous house. This migration, however is temporary. IDPs mentioned once the monsoon starts people will return to",<1500
Nepal,6,,25/02/16,,,male,,male,president,,,,,female,member,,,,,,,,,,,,,,,,566,Kalanchi toll,Existing site,,Yes,26/04/15,,Rural,Bagmati,Nuwakot,Kimtang,4,28.01839,85.03113,1738.905145,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Unknown,,Yes,Yes,Private,Temporary shelter (CGIs),,Yes,25% to 50%,Yes,,,No,,,,,,No,Bagmati,Nuwakot,Kimtang,5,Bagmati,Nuwakot,Kimtang,6,29,128,4,4,15,40,2,65,2,6,4,8,12,27,42,82,3,5,63,0,0,0,6,1,0,3,0,3,112,5,10-30 minutes,26/04/15,No,Nearest village,,Fear of landslide/aftershock,,>75%,Yes,>75%,None,None,None,>75%,None,None,,>75%,<25%,CGIs,,Tools,,None,,On-site,No,Piped water supply,,Piped water supply,,,Chlorinated,,5-10 liters,None,,Not so good (not hygienic),8,"Yes, next to each other/same HWS",4,4,0,0,0,Provided,samaritan purse,On-site,Day time,Yes,No,No,No,4,Yes,Yes,Yes,Burning,,No,No,Yes,Less than 1 hour,Own/Cultivated,,,Yes,Collect personally,,No,No,No,None,,None,,None,,0,0,0,0,0,0,0,Yes,No,No,,Yes,,,Off-site (1-2 hours),,Government,,No,Yes,Yes,No,Off-site (Less than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,90,Yes,Lower,Yes,No,,,,No,,,No,No,,Yes,Agriculture,,Agriculture,,No,No,,,None,,None,,Yes,Unknown,,0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",No,100,>75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999","Buy clothes, blankets, etc.",,90,>75%,IOM,,,Yes,,,,,,,Yes,,,Off-site (Less than 1 hour),On-foot,,No,Yes,No,Yes,,,Complications by government authorities in receiving support,,Families & friends,,Local leader,,No,,Access to services,,Yes,,1500 - 2500
Nepal,6,,24/02/16,,,female,,male,Site resident,,,,,,,,,,,,,,,,,,,,,,122,Lower Gamcha,Existing site,,Yes,17/05/15,,Peri-Urban,Bagmati,Kathmandu,Kirtipur municipality,7,27.6714,85.26553,1372.53109,,Spontaneous,Agricultural land,,No,Unknown,Unknown,,Yes,Yes,Private,Temporary shelter (CGIs),,Yes,None,No,,,Yes,International NGO,,IOM,,,No,Bagmati,Kathmandu,Kirtipur municipality,7,,,,,36,211,2,6,18,72,8,106,2,4,2,8,19,37,76,148,6,14,105,0,0,0,2,0,0,4,0,1,0,1,<10 mins,17/05/15,No,Place of origin,,House damaged/destroyed,,51% to 75%,No,>75%,None,None,None,>75%,None,None,,51% to 75%,25% to 50%,Blankets,,Tarpaulin,,Cooking gas,,Off-site (Less than 20 minutes),Yes,Protected Well,,Protected Well,,,No treatment,,5-10 liters,None,,Not so good (not hygienic),1,No,0,0,0,0,0,Provided,Lumanti,On-site,Both times,No,No,No,Yes,0,,,,Burning,,No,"Yes, Off-site",Yes,Less than 1 hour,Own cash,,,Yes,Collect personally,,No,No,No,Cold,,Cough,,None,,0,0,0,0,0,0,0,No,No,No,,No,Too expensive,,Off-site (Less than 30 minutes),,None,,Yes,Yes,Yes,No,Off-site (More than 20 minutes),,,,51% to 75%,51% to 75%,None,,,None,,,None,,,None,,,Yes,Yes,Daily wage laborer,,Daily wage laborer,,90,Yes,Similar,Yes,No,,,,No,,,No,No,,Yes,Weaving/knitting,,construction,,No,No,,,None,,None,,Yes,Yes,,0,0,Yes,No,No,,Yes,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",Yes,95,>75%,Yes,Yes,10000,"10,000-24,999",5000,"Less than 10,000",15000,"10,000-24,999","Buy clothes, blankets, etc.",,100,>75%,IOM,,,Yes,,,,,,,,,,On-site,,,,,,Yes,,,None,,Mobile phone,,Mobile phone,,No,,Distribution,,Yes,"Need of water
Light on roads
Lack of toilets",<1500
Nepal,6,,25/02/16,,,female,,male,SMC member,,,,,,,,,,,,,,,,,,,,,,564,Tallo Aahale,Existing site,,Yes,23/06/15,,Rural,Bagmati,Dhading,Dhola,7,27.90623,84.84672,764.7524994,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Not closing,,Yes,Yes,Private,Temporary shelter (CGIs),,Yes,<25%,Yes,,,Yes,International NGO,,ACTED,,,No,Bagmati,Dhading,Lapa,1,Bagmati,Dhading,Lapa,6,26,126,4,7,17,29,5,62,4,8,4,11,23,40,26,55,7,12,64,1,1,0,3,0,0,5,0,2,125,0,Longer than 3 hours,02/07/15,Yes,None (Stay here),,Fear of landslide/aftershock,,>75%,No,>75%,None,None,None,>75%,<25%,None,,None,None,Tools,,CGIs,,None,,On-site,No,Piped water supply,,Piped water supply,,,No treatment,,11-15 liters,None,,Good (Hygienic),12,"Yes, separate entrance/Hand Washing Station",7,5,0,0,0,Provided,NGO,On-site,Day time,Yes,No,No,Yes,3,Yes,Yes,Yes,Garbage pit,,No,No,No,1-2 hours,Own cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,0,0,0,0,0,0,0,Yes,No,No,,Yes,,,On-site,Local NGO,Local NGOs,,No,Yes,Yes,No,Off-site (More than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,None,,0,Yes,Lower,No,No,,,,No,,,No,No,,No,Livestock,,Agriculture,,No,No,,,None,,None,,Yes,Unknown,,1,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,No lighting,Yes,100,>75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999",Repair damaged houses,,100,>75%,IOM,,,,,,,,,,Yes,Yes,"Tarpaulin, ropes",On-site,,,,,,Yes,,,None,,Families & friends,,Local leader,,Unknown,,Work opportunities,,Yes,This is a site where IDPS are busy on building own house in donated land by a Canadian lady.,<1500
Nepal,6,,25/02/16,,,female,,male,,,,,,,,,,,,,,,,,,,,,,,565,Bhuwale Pani,Existing site,,Yes,23/06/15,,Rural,Bagmati,Dhading,Dhola,7,27.90456,84.83822,858.3272373,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Not closing,,Yes,Yes,Private,Tent,,Yes,<25%,Yes,,,Yes,International NGO,,ACTED,,,Yes,Bagmati,Dhading,Lapa,1,,,,,29,138,4,7,19,32,6,68,4,8,4,11,26,45,29,61,7,13,70,1,1,0,7,3,0,14,0,3,139,0,Longer than 3 hours,02/07/15,Yes,None (Stay here),,Fear of landslide/aftershock,,>75%,No,>75%,None,None,51% to 75%,<25%,<25%,None,,None,None,Tools,,CGIs,,None,,On-site,No,Piped water supply,,Piped water supply,,,No treatment,,11-15 liters,None,,Good (Hygienic),10,"Yes, separate entrance/Hand Washing Station",5,5,0,0,0,Provided,NGO,On-site,Day time,Yes,No,No,Yes,4,Yes,Yes,No,Garbage pit,,No,"Yes, Off-site",Yes,1-2 hours,Own cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,0,4,0,4,0,0,0,Yes,No,No,,Yes,,,Off-site (Less than 30 minutes),,Local NGOs,,Yes,Yes,Yes,No,Off-site (More than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,None,,5,Yes,Lower,No,No,,,,No,,,No,No,,No,Agriculture,,Livestock,,No,No,,,None,,None,,Yes,Unknown,,0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,No lighting,Yes,100,>75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999",Repair damaged houses,,100,>75%,IOM,,,,,,,,,,Yes,Yes,"Tarpaulin, ropes",On-site,,,,,,Yes,,,None,,Families & friends,,Local leader,,Unknown,,Work opportunities,,Yes,This is also a site which is going to be settle permanent. IDPs are busy on construction.,<1500
Nepal,6,,24/02/16,,,female,,male,SMC member,,,,,female,,,,,,,,,,,,,,,,,484,Dhansakharka,Existing site,,Yes,08/05/15,,Urban,Bagmati,Dhading,Nilkantha,12,27.91584,84.88896,644.6598391,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Unknown,,Yes,Yes,Private,Temporary shelter (CGIs),,Yes,<25%,Yes,,,Yes,International NGO,,ACTED,,,Yes,Bagmati,Dhading,Lapa,2,Bagmati,Dhading,Jharlang,1,115,500,12,17,63,109,17,218,12,24,35,52,69,132,104,213,62,79,282,6,6,0,53,5,0,22,0,15,0,0,Longer than 3 hours,22/07/15,Yes,Don't know,,Fear of landslide/aftershock,,>75%,No,>75%,None,None,None,>75%,<25%,None,,None,None,Fire wood,,Water supply,,Improved stove,,On-site,No,Spring/river,,Piped water supply,,,No treatment,,5-10 liters,Suspended solids,,Not so good (not hygienic),7,No,0,0,0,0,1,Provided,ACTED,On-site,Both times,No,No,No,No,0,,,,Garbage pit,,No,No,Yes,Less than 1 hour,Own cash,,,No,,,No,No,Yes,Diarrhea,,Cold,,None,,1,1,1,2,2,1,3,Yes,Yes,Yes,Focus Nepal,Yes,,,Off-site (Less than 30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (Less than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily wage laborer,,2,Yes,Lower,No,Yes,Recruitment agency,,Husband,No,,,No,Yes,Same city,No,Weaving/knitting,,construction,,No,Yes,,,None,,None,,Yes,Unknown,,1,1,Yes,No,No,,No,Yes,,,Yes,,,No,Toilet,,No lighting,Yes,100,>75%,Yes,Yes,10000,"10,000-24,999",7500,"Less than 10,000",17500,"10,000-24,999","Buy clothes, blankets, etc.",,100,>75%,IOM,Yes,,Yes,,,,,,,,Yes,,On-site,,,,,,Yes,,,None,,Families & friends,,Local leader,,Yes,Local authorities,Situation in areas of origin,,Yes,,<1500
Nepal,6,,26/02/16,,,female,,female,,,,,,female,,,,,,,,,,,,,,,,,604,Pandhare/ Paula Dil,Existing site,Pandhare,Yes,21/07/15,,Rural,Bagmati,Dhading,Salyantar,1,27.9962,84.82361,647.7,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Unknown,,Yes,Yes,Public/Government,Tent,,Yes,<25%,Yes,,,Yes,International NGO,,ACTED,,,Yes,Bagmati,Dhading,Lapa,1,Bagmati,Dhading,Lapa,6,46,183,9,2,30,37,2,80,7,16,18,20,32,62,44,81,2,4,103,1,1,0,13,2,0,12,0,9,184,0,Longer than 3 hours,01/08/15,Yes,Don't know,,Fear of landslide/aftershock,,>75%,No,>75%,None,None,>75%,<25%,None,None,,None,<25%,Fire wood,,Cooking gas,,Water supply,,Off-site (More than 20 minutes),Yes,Spring/river,,Spring/river,,,No treatment,,5-10 liters,None,,Not so good (not hygienic),3,No,0,0,0,0,0,Provided,NA,On-site,Day time,No,No,No,No,0,,,,Burning,,Yes,No,Yes,Less than 1 hour,Own cash,,,No,,,No,No,No,Diarrhea,,None,,None,,0,1,1,2,0,0,0,No,No,No,,Yes,,,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,No,Off-site (More than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,None,,5,No,Lower,No,Yes,Other,Host community,Husband,No,,,No,No,,No,Tailoring,,construction,,No,No,,,None,,None,,Yes,Unknown,,1,1,Yes,Unknown,No,,No,Yes,,,No,Toilet,,No,Toilet,,No lighting,No,95,>75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999",Buy food,,100,>75%,IOM,,,,,,,,,,,Yes,,On-site,,,,,,Yes,,,None,,Families & friends,,Local leader,,Unknown,,Recovery plans,,Yes,Very poor sanitation condition,<1500
Nepal,6,,24/02/16,,,male,,male,Advisor,,,,,female,SMC member,,,,,female,FCHV,,,,,,,,,,494,Gupse Pakha,Existing site,,Yes,25/04/15,,Rural,Gandaki,Gorkha,Laprak,6,28.20671,84.78496,2727.993172,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Not closing,,Yes,Yes,Public/Government,Temporary shelter (CGIs),,Yes,<25%,Yes,,,Yes,International NGO,,People in Need,,,Yes,Gandaki,Gorkha,Laprak,9,Gandaki,Gorkha,Laprak,8,605,2845,61,151,393,666,121,1392,61,122,91,242,545,938,605,1271,151,272,1453,7,7,0,30,7,1,30,0,5,2844,12,1-3 hours,07/11/15,Yes,None (Stay here),,Fear of landslide/aftershock,,25% to 50%,Yes,>75%,None,None,<25%,>75%,None,None,,None,>75%,CGIs,,None,,None,,Off-site (More than 20 minutes),Yes,Piped water supply,,Piped water supply,,,No treatment,,<5 liters,None,,Not so good (not hygienic),43,No,0,0,0,0,3,Provided,Oxfam,On-site,Day time,No,Yes,No,Yes,13,Yes,No,No,Burning,,No,"Yes, On-Site",No,1-2 hours,Own cash,,,Yes,Collect personally,,No,Yes,Yes,Skin infections,,None,,None,,1,1,0,1,0,0,0,Yes,No,Unknown,,Yes,,,On-site,Government,Government,,Yes,Yes,Yes,No,On-site (Less than 20 minutes),Government,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily wage laborer,,25,Yes,Similar,No,Yes,Cash for Work from humanitarian organizations,,Husband,No,,,No,Unknown,,Yes,Weaving/knitting,,construction,,Yes,No,Self organized,,Alcohol/drug-related disturbance,,None,,Yes,Unknown,,0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",Yes,95,>75%,Yes,Yes,10000,"10,000-24,999",10000,"10,000-24,999",20000,"10,000-24,999",Repair damaged houses,,95,>75%,"IOM, PIN, CARE, UNICEF",Yes,,,,Yes,,,,,Yes,,,On-site,,,,,,Yes,,,None,,Families & friends,,Families & friends,,No,,Recovery plans,,Yes,,> 2500
Nepal,6,,22/02/16,,,female,,male,SMC member,,,,,female,Site resident,,,,,,,,,,,,,,,,509,Dannchi,Existing site,,Yes,20/05/15,,Rural,Bagmati,Kathmandu,Kageswori manahara,7,27.726267,85.409894,1352.414045,,Spontaneous,"Collective centre  (schools, offices, religious, hospital, other)",,No,More than 2 months,Voluntary return to the place of origin,,Yes,Yes,Private,Temporary shelter (CGIs),,Yes,<25%,Yes,,,Yes,International NGO,,IOM,,,Yes,Bagmati,Sindhupalchok,Listhi,1,Bagmati,Sindhupalchok,Tatopani,9,20,225,1,1,20,79,11,112,1,2,1,2,18,38,80,159,13,24,113,0,0,0,2,0,20,0,29,0,0,0,Longer than 3 hours,22/02/16,No,Place of origin,,Other,Children's education,51% to 75%,No,51% to 75%,None,None,None,None,>75%,None,,>75%,<25%,School supplies,,Mosquito net,,None,,On-site,Yes,Protected Well,,Water truck,,"NCV, UNICEF",No treatment,,>15 liters,None,,Good (Hygienic),12,No,0,0,0,0,0,Already on site,,On-site,Both times,Yes,Yes,Yes,Yes,2,Yes,Yes,Yes,Garbage pit,,No,No,Yes,Less than 1 hour,Own cash,,,Yes,Available for purchase from market,,No,No,No,None,,None,,None,,1,0,0,0,0,0,0,Yes,Yes,No,,Yes,,,Off-site (Less than 30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (More than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily wage laborer,,10,No,Lower,No,No,,,,No,,,No,No,,No,Store/small business,,Driving,,No,No,,,None,,None,,Yes,No,,1,1,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,50,25%-50%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999","Buy clothes, blankets, etc.",,100,>75%,IOM,,,Yes,,Yes,,,,,,,,On-site,,,,,,Yes,,,None,,Social Media,,Social Media,,Yes,Police,Recovery plans,,Yes,"Kids exam ends on chaitra 21st everyone intends to return by then.
SOS ended mangsir 10",<1500
