country,round,Column1,survey_date,Column2,Column3,enum_sex,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,site_id,site_name,Column28,Column29,site_open,site_date_open,site_date_close,site_location,site_zone,site_district,site_municipality,Column30,site_latitude,site_longitude,Column31,Column32,site_class,site_type,Column33,Column34,site_date_close_exp,Column35,Column36,site_access,Column37,site_owner,site_shelter,Column38,smc_exist,smc_per_female,site_community,Column39,Column40,sma_exist,sma_type,Column41,sma_name,Column42,Column43,regist_activity,origin_zone,origin_district,origin_municipality,Column44,Column45,Column46,Column47,Column48,n_family,n_total,n_infants_male,n_child_male,n_youth_male,n_adult_male,n_elder_male,n_male,n_infants_female,n_infants,n_child_female,n_child,n_youth_female,n_youth,n_adult_female,n_adult,n_elder_female,n_elder,n_female,n_pregnant,n_pregnant_adult,n_pregnant_youth,n_lactating,n_pwd,n_child_sep,n_hoh_female,n_hoh_child,n_hoh_elder,n_min_ethnic,n_chronic_ill,site_dist_origin,site_idp_last,prev_displaced,return_area,Column49,return_prevent,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,per_sleep_site,Column65,Column66,Column67,Column68,prev_own,per_hh_outside,per_hh_indoors,per_hh_tents,Column69,per_hh_makeshift,Column70,Column71,per_hh_eletricity,per_hh_safecook,nfi_a,Column72,nfi_b,Column73,nfi_c,Column74,water_location,Column75,water_source_np,Column76,water_source_p,Column77,Column78,water_treated,Column79,water_cons,water_remark,Column80,latrine_cond,n_latrine,latrine_gender,n_latrine_male,n_latrine_female,Column81,n_latrine_disable,Column82,latrine_install,Column83,latrine_site,latrine_time,Column84,bathing_gender,latrine_light,latrine_lock,hyg_station,Column85,hyg_evidence,Column86,hyg_waste,Column87,hyg_open_def,food_access,food_market,Column88,food_source,Column89,Column90,food_fuel,Column91,Column92,Column93,food_sup_lac,food_sup_child,health_issue,Column94,health_issue_b,Column95,health_issue_c,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,health_psych,health_psych_rem,health_antenat,Column110,Column111,health_center_dist,Column112,health_provider,Column113,Column114,edu_access,edu_access_f,edu_access_i,edu_distance,Column115,Column116,Column117,per_sch_female,per_sch_male,Column118,Column119,Column120,Column121,Column122,Column123,Column124,Column125,Column126,Column127,Column128,Column129,Column130,Column131,Column132,Column133,job_main,job_main_other,n_hh_income,job_access,Column134,job_cattle_site,job_offer,job_offer_how,Column135,job_offer_to,job_abr,Column136,job_abr_in,job_abr_family,job_recruit,Column137,food_land,Column138,Column139,Column140,Column141,sec_provided,sec_reported,sec_provider,Column142,sec_issue,Column143,Column144,Column145,Column146,Column147,Column148,n_space_child,n_space_female,Column149,gbv_report,sec_mens_seg,Column150,sec_min_discriminate,safe_male,site_unsafe_male,Column151,safe_child,site_unsafe_child,Column152,safe_female,site_unsafe_female,Column153,site_lighting,hyg_f_product,Column154,Column155,Column156,Column157,Column158,Column159,Column160,Column161,Column162,Column163,Column164,Column165,Column166,Column167,Column168,Column169,Column170,Column171,Column172,Column173,Column174,Column175,Column176,Column177,info_src_female,Column178,info_src_male,Column179,info_complaint,Column180,Column181,Column182,info_main,Column183,info_free,Column184,Column185,Column186,Column187,Column188,Column189,Column190,Column191,Column192,Column193,Column194,Column195,Column196
Nepal,8,,06/07/16,,,Female,,Male,Business,,,,,Male,,,,,,Female,,,,,,Female,,,,,621,Bramhayanipeeth Chokha,Existed in R7,,Open,28/04/2015,,Peri-Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,1,27.6757333,85.44355,1333.5,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Unknown,,Yes,Yes,Public/Government,Makeshift/tarpaulin shelter,,Yes,< 50%,Yes,,,Yes,International Organization,,IOM,,,Yes,Bagmati,,BHAKTAPUR,1247,Bagmati,Bhaktapur,,,59,240,0,0,38,76,12,126,0,0,9,9,15,53,81,157,9,21,114,0,0,0,2,1,1,1,0,2,0,1,<10 mins,6-May-16,Yes,Nearest Village,,House damaged/destroyed   ,,Yes,1,Yes,Yes,No,No,No,No,No,No,No,,Construct/repair shelter at the place of origin/habitual residence,,> 75%,No,Other,Other,No,> 75%,None,None,None,> 75%,None,None,,> 75%,> 75%,Cooking Gas,,Kitchen sets,,CGIs,,On-site (>20 minutes),No,Protected Well,,Piped water supply,,,No treatment,,<5 liters,Odor/smell,,Not so good (not hygienic),11,"Yes, next to each other/same HWS",6,5,0,0,2,Provided,UnHabitat,On-site,Day time,No,No,No,Yes,0,,,,Municipal collection,,No,"Yes, On Site",Yes,< 1 hour,Own Cash,,,No,,,No,No,No,Cough,,None,,None,,Mosquito net,,0,0,2,2,0,0,0,,,No,No,No,,No,No pregnant women,,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,No,Off-site (>20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,100,Yes,Lower,No,No,,,,No,,,No,No,,Yes,Weaving/knitting,,Construction/daily labour,,No,No,,,None,,None,,Yes,Yes,,1,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,No lighting,Yes,Yes,,,< 25%,> 75%,> 75%,> 75%,> 75%,> 75%,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Government,,Radio / News,,Radio / News,,No,,Yes,Already done,Recovery plans,,Yes,,<1500,5900%,0%,0%,100%,0,0,0,59,0,59,59
Nepal,8,,01/08/16,,,Female,,Male,SCM,,,,,Female,SCM,,,,,Male,IDP,,,,,Female,IDP,,,,624,Bhedichaur,Existed in R7,,Open,27/04/2015,,Rural,Bagmati,Sindhupalchok,Nawalpur,9,27.813627,85.640363,1556.9,,Spontaneous,Other,Community forest,No,Don't know,Unknown,,"No,  no vehicular access",No,Public/Government,Temporary Shelter (CGIs),,Yes,< 50%,Yes,,,No,,,,,,Yes,Bagmati,Sindhupalchok,Simpal kavre,2,Bagmati,Sindhupalchok,Nawalpur,9,36,176,0,3,29,51,7,90,1,1,3,6,15,44,58,109,9,16,86,2,2,0,5,1,0,2,0,3,60,0,30 mins - 1 hour,1-Jun-15,No,Place of origin,,House damaged/destroyed   ,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,No,Other,None,Yes,> 75%,None,None,None,> 75%,< 25%,None,,> 75%,< 75%,Cooking Gas,,CGIs,,None,,Off-site (>20 minutes),Yes,Spring/river,,Spring/river,,,No treatment,,>15 liters,Suspended solids,,Not so good (not hygienic),14,No,0,0,0,0,0,Built by displaced communities,,On-site,Both times,Yes,No,No,Yes,5,Yes,No,No,Garbage pit,,No,"Yes, offsite",Yes,< 1 hour,Own/Cultivated,,,Yes,Collect personally,,No,No,No,None,,None,,None,,Mosquito net,,1,0,0,0,0,0,0,,,No,No,No,,Yes,,,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,No,Off-site (>20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,60,Yes,Lower,Yes,No,,,,No,,,No,No,,Yes,Agriculture,,Agriculture,,No,No,,,None,,None,,Yes,Unknown,,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",No,"No,  no vehicular access",Muddy path to the site,,< 25%,< 75%,< 75%,< 75%,< 75%,< 50%,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,No,,,Families & friends,,Families & friends,,Unknown,,Yes,Don't know,Work opportunities,,Yes,,1500 - 2500,3600%,0%,0%,80%,0,0,0,29,7,36,27
Nepal,8,,01/08/16,,,Female,,Male,Secretary,,,,,Female,IDP,,,,,Male,IDP,,,,,Female,IDP,,,,625,Korthali Naya Basti,Existed in R7,,Open,28/04/2015,,Rural,Bagmati,Sindhupalchok,Tatopaani,9,27.932864,85.948535,2068.4,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Other,None,"No,  no vehicular access",No,Public/Government,Makeshift/tarpaulin shelter,,Yes,< 50%,Yes,,,No,,,,,,Yes,Bagmati,Sindhupalchok,Tatopaani,9,Bagmati,Sindhupalchok,Tatopaani,3,46,162,4,5,15,45,6,75,4,8,8,13,25,40,42,87,8,14,87,2,2,0,10,3,0,2,0,3,95,4,30 mins - 1 hour,28-Apr-15,No,Place of origin,,Fear of landslide/aftershock,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,No,Government ownership,,No,< 75%,None,> 75%,None,None,None,None,,< 75%,< 75%,CGIs,,Mosquito net,,None,,Off-site (>20 minutes),No,Piped water supply,,Piped water supply,,,No treatment,,10-15 liters,None,,Not so good (not hygienic),25,No,0,0,0,0,0,Provided,Oxfam,On-site,Both times,Yes,No,No,Yes,5,No,No,No,Garbage pit,,No,No,No,2-6 hours,Own/Cultivated,,,Yes,Collect personally,,No,No,No,Cough,,Cold,,None,,Mosquito coil,,0,0,0,0,0,0,0,,,No,No,No,,Yes,,,Off-site (<30 minutes),,Government,,No,Yes,Yes,No,Off-site (>20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,60,No,Lower,Yes,No,,,,No,,,No,No,,No,Art/Craft,,Construction/daily labour,,No,No,,,None,,None,,Yes,Yes,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",No,"No,  no vehicular access",Land-sliding,,< 25%,< 50%,< 50%,< 50%,< 75%,< 50%,Yes,,Yes,,Yes,,No,Far from the site,No,Site remains unaccessible,Yes,,No,,,Radio / News,,Radio / News,,Unknown,,Yes,Don't know,Shelter,,Yes,,1500 - 2500,3500%,100%,0%,0%,0,46,0,0,0,35,35
Nepal,8,,29/07/16,,,Male,,Male,,,,,,Female,,,,,,Female,,,,,,,,,,,628,Jholunge,Existed in R7,,Open,26/04/2015,,Rural,Gandaki,Gorkha,Simjung,9,28.16897,84.70477,793.6,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,Yes,Yes,Private,Temporary Shelter (CGIs),,Yes,< 50%,Yes,,,No,,,,,,No,Gandaki,Gorkha,Saurpani,8,,,,,25,114,1,9,19,26,5,60,1,2,8,17,10,29,30,56,5,10,54,2,2,0,5,0,0,9,0,3,114,1,<10 mins,16-Nov-15,Yes,Place of origin,,Fear of landslide/aftershock,,Yes,5,Yes,Yes,No,Yes,No,No,No,No,No,,Household registration for reconstruction operation,,> 75%,No,Other,Not planned,No,> 75%,None,None,None,> 75%,None,None,,> 75%,< 25%,Cooking Gas,,CGIs,,Mosquito net,,On-site (<20 minutes),Yes,Spring/river,,Piped water supply,,,Filtered,,10-15 liters,None,,Not so good (not hygienic),3,No,2,1,0,0,1,Provided,PIN,On-site,Day time,No,Yes,No,Yes,1,No,No,No,Burning,,No,No,Yes,< 1 hour,Own Cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,None,,0,0,0,0,0,0,0,,,Yes,No,No,,Yes,,,On-site,Clinic,Local Clinic/med practitioners,,Yes,Yes,Yes,No,On-site (>20 minutes),Government,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,10,Yes,Lower,Yes,No,,,,No,,,No,No,,Yes,Weaving/knitting,,Construction/daily labour,,Yes,No,Police,,None,,None,,Yes,Unknown,,0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",Yes,Yes,,,< 25%,< 25%,< 25%,< 75%,< 50%,< 75%,Yes,,Yes,,Unknown,,Yes,,Yes,,Yes,,Yes,Armed Forces,,Families & friends,,Local leader,,Unknown,,Yes,Don't know,Situation in areas of origin,,Yes,Requesting for a common space for them.,<1500,2500%,0%,0%,100%,0,0,0,25,0,25,6
Nepal,8,,25/04/15,,,Female,,Female,,,,,,Female,,,,,,,,,,,,,,,,,629,Makwa tole,Existed in R7,,Open,12/05/2015,,Peri-Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,3,27.670551,85.435632,1310.7,,Spontaneous,Private land,,Yes,More than 2 months,Private lease is ending,,Yes,Yes,Private,Temporary Shelter (CGIs),,No,,,,,Yes,International Organization,,IOM,,,Yes,Bagmati,Bhaktapur,Bhaktapur municipality,3,Bagmati,,,,25,105,2,0,18,25,5,50,0,2,2,2,14,32,30,55,9,14,55,0,0,0,2,1,0,0,0,0,0,0,<10 mins,12-Jun-15,No,Place of origin,,No livelihood   ,,No,,,No,No,No,No,No,No,No,No,,,,< 25%,No,Other,No,No,> 75%,None,None,None,> 75%,None,None,,> 75%,> 75%,Cooking Gas,,Kitchen sets,,CGIs,,On-site (<20 minutes),No,Piped water supply,,Piped water supply,,,No treatment,,>15 liters,None,,Not so good (not hygienic),25,"Yes, separate entrance/HWS",0,0,0,0,0,Already on site,,On-site,Both times,Yes,Yes,Yes,Yes,0,,,,Municipal collection,,No,"Yes, On Site",Yes,< 1 hour,Own Cash,,,Yes,Available for purchase from market,,No,No,Yes,Cough,,None,,None,,Mosquito net,,0,1,0,1,0,0,0,,,No,No,No,,No,No pregnant women,,On-site,Healthpost,Government,,Yes,Yes,Yes,No,Off-site (<20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,100,Yes,Lower,No,No,,,,No,,,No,No,,No,Weaving/knitting,,Construction/daily labour,,Yes,No,Self organized,,None,,None,,No,No,No,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",No,Yes,,,< 50%,< 50%,< 25%,< 25%,< 50%,< 25%,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,No,,,Radio / News,,Radio / News,,No,,No,,Shelter,,Yes,,<1500,2500%,0%,0%,100%,0,0,0,25,0,25,25
Nepal,8,,28/07/16,,,Male,,Male,,,Smc head,,,,,,,,,,,,,,,,,,,,630,Golmadi,Existed in R7,Khasibazar,Open,25/04/2015,,Peri-Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,7,27.66998,85.43233,1311.8,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,Yes,Don't know,Not closing,,Yes,Yes,Public/Government,Temporary Shelter (CGIs),,Yes,< 25%,Yes,,,Yes,International Organization,,IOM,,,Yes,Bagmati,Bhaktapur,Bhaktapur municipality,7,,,,,43,189,0,2,24,54,13,93,0,0,6,8,15,39,60,114,15,28,96,2,2,0,1,0,0,0,0,1,0,0,<10 mins,25-Apr-15,No,Place of Habitual residence,,House damaged/destroyed   ,,Yes,30,Yes,No,No,Yes,No,No,No,No,No,,Poor shelter conditions at the site,,> 75%,No,Other,No,No,> 75%,None,< 25%,None,< 75%,None,None,,> 75%,> 75%,Water filter,,Cooking Gas,,None,,On-site (>20 minutes),No,Piped water supply,,Surface Water,,,No treatment,,>15 liters,None,,Good (Hygienic),6,"Yes, separate entrance/HWS",2,2,2,0,0,Provided,IOM,On-site,Both times,Yes,Yes,No,Yes,0,,,,Municipal collection,,No,No,Yes,< 1 hour,Own Cash,,,Yes,Available for purchase from market,,Yes,No,No,None,,None,,None,,Mosquito net,,0,1,0,1,0,0,0,,,No,No,No,,No,No pregnant women,,Off-site (<30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (<20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,80,Yes,Similar,No,No,,,,No,,,No,No,,Yes,Weaving/knitting,,Store/small business,,Yes,No,Self organized,,None,,None,,No,No,No any case,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",No,Yes,,,> 75%,> 75%,> 75%,> 75%,> 75%,None,No,Due to muddy surface,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,SMA,,Families & friends,,Families & friends,,No,,No,,Recovery plans,,Yes,"Drinking water
Cooking gas",<1500,4300%,25%,0%,75%,0,11,0,32,0,43,43
Nepal,8,,29/07/16,,,Male,,Male,,,,,,,,,,,,,,,,,,,,,,,631,Katangal,Existed in R7,,Open,12/05/2015,,Peri-Urban,Bagmati,Lalitpur,Karyabinayak Municipality,9,27.63709,85.29614,1301,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,Yes,More than 2 months,Private lease is ending,,Yes,Yes,Private,Temporary Shelter (CGIs),,No,,,,,Yes,International Organization,,IOM,,,Yes,Bagmati,Lalitpur,Karyabinayak municipality,9,Bagmati,Lalitpur,Karyabinayak municipality,6,54,218,0,3,16,73,18,110,3,3,0,3,5,21,86,159,14,32,108,0,0,0,5,1,0,1,0,0,0,0,<10 mins,2-May-16,No,Place of Habitual residence,,House damaged/destroyed   ,,Yes,2,Yes,No,Yes,No,No,No,No,No,No,,Resume livelihood at the place of origin/habitual residence,,> 75%,No,Purchased by IDPs,,Yes,> 75%,None,None,None,> 75%,None,None,,> 75%,> 75%,Water filter,,Cooking Gas,,Solar lamp,,Off-site (<20 minutes),No,Unprotected Well,,Piped water supply,,,No treatment,,>15 liters,None,,Not so good (not hygienic),5,No,3,2,0,0,5,Provided,NGO,Off-site,Both times,No,No,No,Yes,0,,,,Garbage pit,,No,No,Yes,< 1 hour,Own Cash,,,Yes,Collect personally,,No,No,No,Cough,,Cold,,Diarrhea,,Mosquito net,,0,1,0,1,0,0,0,,,No,No,No,,No,No pregnant women,,Off-site (<30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (<20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,80,Yes,Similar,No,No,,,,No,,,No,No,,Yes,Weaving/knitting,,Store/small business,,Yes,No,Self organized,,None,,None,,Yes,No,No any,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",No,Yes,,,> 75%,< 75%,< 50%,< 50%,< 75%,None,No,No proper wash facilities,Yes,,No,Poor drainage system,Yes,,Yes,,Yes,,Yes,SMA,,Radio / News,,Radio / News,,No,,Yes,Don't know,Work opportunities,,Yes,"No proper drainage
Water filter
Solar lamps
Pesticides for toilets",<1500,5400%,0%,0%,100%,0,0,0,54,0,54,54
Nepal,8,,29/06/16,,,Male,,Male,,,,,,,,,,,,,,,,,,,,,,,632,Bakha-2,Existed in R7,,Open,25/04/2015,,Peri-Urban,Bagmati,Lalitpur,Karyabinayak Municipality,9,27.6352,85.29568,1300,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,Yes,More than 2 months,Private lease is ending,,"No,  no vehicular access",Yes,Private,Temporary Shelter (CGIs),,No,,,,,Yes,International Organization,,IOM,,,Yes,Bagmati,Lalitpur,Karyabinayek municipality,6,Bagmati,Lalitpur,Karyabinayek municipality,9,25,101,2,0,13,28,5,48,0,2,2,2,16,29,31,59,4,9,53,0,0,0,2,1,1,0,0,1,0,0,<10 mins,19-Feb-16,No,Place of Habitual residence,,House damaged/destroyed   ,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,No,Purchased by IDPs,,Yes,> 75%,None,None,None,> 75%,None,None,,> 75%,> 75%,Water filter,,Other,Construction material,Other,Cash assistance,Off-site (<20 minutes),No,Piped water supply,,Unprotected Well,,,Chlorinated,,>15 liters,None,,Not so good (not hygienic),4,No,4,4,0,0,4,Provided,IsraAid,On-site,Both times,Yes,No,No,Yes,0,,,,Garbage pit,,No,No,Yes,< 1 hour,Own Cash,,,Yes,Collect personally,,No,No,No,Diarrhea,,Cough,,None,,Mosquito net,,0,1,0,1,0,0,0,,,No,No,No,,No,No pregnant women,,Off-site (<30 minutes),,Government,,Yes,Yes,Yes,Yes,Off-site (<20 minutes),,On-site (>20 minutes),IsraAid,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,90,Yes,Lower,No,No,,,,No,,,No,No,,Yes,Weaving/knitting,,Art/Craft,,Yes,No,Self organized,,None,,None,,No,No,No,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,"No,  no vehicular access",Muddy path to the site,,None,None,< 50%,< 50%,None,< 75%,Yes,,No,Far from site,No,Poor drainage system,No,Far from the site,Yes,,Yes,,Yes,Other,Self manitained,Radio / News,,Radio / News,,No,,Yes,Don't know,Access to services ,,Yes,"Muddy path 
Drinkind water",<1500,2500%,0%,0%,100%,0,0,0,25,0,25,25
Nepal,8,,09/07/16,,,Male,,Male,,,,,,,,,,,,,,,,,,,,,,,633,Bakha,Existed in R7,,Open,25/04/2015,,Peri-Urban,Bagmati,Lalitpur,Karyabinayak Municipality,8,27.63586,85.29533,1300,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,Yes,Don't know,Not closing,,Yes,Yes,Public/Government,Temporary Shelter (CGIs),,No,,,,,Yes,International Organization,,IOM,,,Yes,Bagmati,Lalitpur,Karyabinayak,1,Bagmati,Lalitpur,Karyabinayak,7,45,177,2,5,20,45,7,79,2,4,7,12,20,40,55,100,14,21,98,0,0,0,4,2,1,0,0,3,0,0,<10 mins,9-May-15,No,Place of Habitual residence,,House damaged/destroyed   ,,Yes,2,Yes,No,Yes,No,No,No,No,No,No,,Resume livelihood at the place of origin/habitual residence,,> 75%,No,Government ownership,,No,> 75%,None,< 25%,None,> 75%,None,None,,> 75%,> 75%,Water filter,,Solar lamp,,Other,Construction material,Off-site (>20 minutes),No,Piped water supply,,Piped water supply,,,No treatment,,>15 liters,None,,Not so good (not hygienic),6,"Yes, separate entrance/HWS",3,3,0,0,6,Provided,NGO,On-site,Both times,No,No,No,Yes,0,,,,Garbage pit,,No,No,Yes,< 1 hour,Own Cash,,,Yes,Collect personally,,No,No,No,Cough,,Skin Infections,,None,,Mosquito net,,0,2,0,2,0,0,0,,,No,No,No,,No,No pregnant women,,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,No,Off-site (>20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,No,No,Agriculture/Livestock,,Agriculture/Livestock,,100,Yes,Lower,No,No,,,,No,,,No,No,,No,Art/Craft,,Agriculture,,Yes,No,Self organized,,None,,None,,No,No,"Water filter  
Solar lamps
Proper drainage through providing useful materials",0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",No,"No,  no vehicular access",Muddy path to the site,,None,< 25%,< 25%,< 25%,None,> 75%,Yes,,Yes,,No,Poor drainage system,Yes,,Yes,,Yes,,No,,,Families & friends,,Radio / News,,No,,Yes,Already done,Access to services ,,Yes,,<1500,4500%,20%,0%,80%,0,9,0,36,0,45,45
Nepal,8,,28/07/16,,,Male,,Male,,,Volunteer,All,,Female,,,Social Works,All,,Male,,,,All,,,,,,,637,Keraujabesi,Existed in R7,Uchet,Open,26/04/2015,,Rural,Gandaki,Gorkha,Kerauja,3,28.241331,84.883746,1116,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,"No,  no vehicular access",No,Private,Temporary Shelter (CGIs),,No,,,,,No,,,,,,No,Gandaki,Gorkha,Kerauja,3,,,,,44,212,2,14,35,39,14,104,5,7,16,30,32,67,39,78,16,30,108,2,1,1,13,3,0,5,0,4,213,2,30 mins - 1 hour,20-Apr-15,Yes,None (Stay here),,Fear of landslide/aftershock,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,No,Other,No,Yes,> 75%,None,None,None,> 75%,None,None,,None,> 75%,Cooking Gas,,Kitchen sets,,None,,On-site (<20 minutes),No,Piped water supply,,Piped water supply,,,Filtered,,10-15 liters,None,,Not so good (not hygienic),4,No,0,0,0,0,0,Provided,Oxfam,On-site,Day time,No,No,No,No,2,No,No,No,Burning,,No,No,No,6-10 hours,Own Cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,Mosquito net,,0,5,0,5,0,0,0,,,Yes,No,No,,Yes,,,Off-site (>2 hours),,Government,,No,Yes,Yes,No,Off-site (>20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,0,No,Lower,Yes,No,,,,No,,,No,No,,Yes,Weaving/knitting,,Construction/daily labour,,Yes,No,Self organized,,None,,None,,Yes,Unknown,,0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,"No,  no vehicular access",No roads up to camp site,,< 75%,< 25%,< 25%,< 50%,< 50%,Unknown,Yes,,Yes,,Yes,,Yes,,Unknown,,Yes,,Yes,Government,,Radio / News,,Radio / News,,No,,Yes,More than 2 months,Recovery plans,,Yes,,<1500,4400%,0%,0%,100%,0,0,0,44,0,0,44
Nepal,8,,28/07/16,,,Male,,Male,,,,,,,,,,,,,,,,,,,,,,,646,Tripura sundari,Existed in R7,,Open,25/04/2015,,Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,8,27.672239,85.430644,1333,,Spontaneous,"Collective Centre  (schools, offices, religious, hospital, other)",,Yes,Don't know,Not closing,,Yes,Yes,Public/Government,Temporary Shelter (CGIs),,No,,,,,Yes,Individual/Private,,Local Youth Club,,,Yes,Bagmati,Bhaktapur,Bhaktapur municipality,8,Bagmati,Bhaktapur,Bhaktapur municipality,10,31,147,0,6,21,39,12,78,0,0,4,10,14,35,37,76,14,26,69,0,0,0,1,0,0,5,0,0,0,1,<10 mins,18-Jul-16,No,Place of Habitual residence,,House damaged/destroyed   ,,Yes,0,Yes,No,Yes,No,No,No,No,No,No,,Resume livelihood at the place of origin/habitual residence,,> 75%,No,Government ownership,,Yes,> 75%,None,None,None,> 75%,None,None,,> 75%,> 75%,Solar lamp,,Other,Construction material,Water filter,,Off-site (<20 minutes),No,Piped water supply,,Piped water supply,,,No treatment,,>15 liters,Suspended solids,,Not so good (not hygienic),7,"Yes, separate entrance/HWS",3,4,0,0,4,Provided,Patan collage,On-site,Both times,Yes,No,No,Yes,0,,,,Municipal collection,,No,No,Yes,< 1 hour,Own Cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,Mosquito net,,0,0,0,0,0,0,0,,,No,No,No,,Yes,,,On-site,Healthpost,Government,,Yes,Yes,Yes,No,Off-site (<20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,35,Yes,Lower,No,No,,,,No,,,No,No,,Yes,Art/Craft,,Construction/daily labour,,Yes,No,Self organized,,None,,None,,No,No,No,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,Yes,,,< 50%,> 75%,> 75%,> 75%,> 75%,< 25%,No,No proper wash facilities,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,SMA,,Mobile Phone,,Mobile Phone,,No,,No,,Work opportunities,,Yes,"Solar lamp
Water filter",<1500,3100%,0%,0%,100%,0,0,0,31,0,31,31
