country,round,Column1,survey_date,Column2,Column3,enum_sex,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,site_id,site_name,Column28,Column29,site_open,site_date_open,site_date_close,site_location,site_zone,site_district,site_municipality,Column30,site_latitude,site_longitude,Column31,Column32,site_class,site_type,Column33,Column34,site_date_close_exp,site_access,site_owner,site_shelter,Column35,smc_exist,smc_per_female,smc_community,Column36,Column37,sma_exist,sma_type,Column38,sma_name,Column39,Column40,regist_activity,origin_zone,origin_district,origin_municipality,Column41,Column42,Column43,Column44,Column45,n_family,n_total,n_infants_male,n_child_male,n_youth_male,n_adult_male,n_elder_male,n_male,n_infants_female,n_infants,n_child_female,n_child,n_youth_female,n_youth,n_adult_female,n_elder_female,n_elder,n_female,n_pregnant,n_pregnant_adult,n_pregnant_youth,n_lactating,n_pwd,n_child_sep,n_hoh_female,n_hoh_child,n_hoh_elder,n_min_ethnic,n_chronic_ill,site_dist_origin,site_idp_last,prev_displaced,return_area,return_prevent,Column46,per_sleep_site,Column47,prev_own,per_hh_outside,per_hh_indoors,per_hh_tents,Column48,per_hh_makeshift,Column49,Column50,per_hh_electricity,per_hh_safecook,nfi_a,nfi_b,nfi_c,water_location,water_source_np,water_source_p,Column51,water_treated,water_cons,water_remark,latrine_cond,n_latrine,latrine_gender,latrine_install,Column52,latrine_light,latrine_site,latrine_lock,bathing_gender,hyg_waste,hyg_open_def,hyg_station,hyg_evidence,food_access,food_market,food_source,Column53,Column54,Column55,food_sup_lac,food_sup_child,health_issue,health_issue_b,health_issue_c,Column56,Column57,Column58,Column59,Column60,Column61,health_psych,health_antenat,Column62,health_center_dist,Column63,health_provider,edu_access,edu_access_f,edu_access_i,edu_distance,Column64,Column65,Column66,per_sch_female,per_sch_male,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,job_main,job_main_other,per_hh_income,job_access,job_cattle_site,job_offer,job_offer_how,job_offer_to,job_abr,Column75,job_abr_in,job_abr_family,Column76,job_recruit,Column77,Column78,Column79,Column80,Column81,sec_provided,sec_reported,sec_provider,sec_issue,Column82,Column83,Column84,support_problem,Column85,n_space_child,n_space_female,Column86,gbv_report,sec_mens_seg,Column87,sec_min_discriminate,safe_male,site_unsafe_male,Column88,safe_child,site_unsafe_child,Column89,safe_female,site_unsafe_female,Column90,site_lighting,hyg_f_product,winter_move,Column91,Column92,Column93,winter_shelter,Column94,Column95,winter_a,Column96,winter_b,Column97,winter_c,Column98,Column99,Column100,Column101,Column102,info_src_female,nfo_src_male,info_complaint,Column103,info_main,info_free,Column104,<1500
Nepal,4,,08/10/15,,,,,male,,,,,,female,,,,,,,,,,,,,,,,,506,Koldanda,Existed in previous rounds,Bhujee,Yes,08/06/15,,Rural,Janakpur,Ramechhap,Bhujee,5,27.473433,86.279421,1534.077054,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,"No, no vehicular access",Private,Makeshift,,No,,,,,No,,,,,,Yes,Janakpur,Ramechhap,Bhujee,,,,,,37,187,2,9,18,54,14,97,2,4,10,19,17,35,47,14,28,90,3,3,0,4,1,4,7,0,5,29,1,< 30 mins,25/04/15,No,None (Stay here),House damaged/destroyed,,>75%,No,Own,None,None,None,<25%,>75%,None,,None,<25%,Cooking gas,CGIs,Kitchen sets,Off-site (>20 minutes),Unprotected Well,Unprotected Well,,No treatment,5-10 liters,Suspended solids,Not so good (not hygienic),2,No,Provided,Sabal Nepal,No,On-site,No,No,No System,Yes,None,No,"Yes, Off-site",Yes,Own cultivated,,,No,No,No,Diarrhea,Skin infections,None,None,1,0,1,No,No,No,Yes,,Off-site (1 - 2 hours),,Government,Yes,Yes,No,Off site <20,,,,<75%,<75%,Fees or costs,Lack of space in local schools,,Fees or costs,Lack of space in local schools,,Agriculture/Livestock,,Agriculture/Livestock,,15,No,Yes,No,,,No,,,No,Yes,No,,Weaving / knitting,,Agriculture,,No,No,,Alcohol/drug-related disturbance,None,No,,Not enough assistance for all entitled,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,No,,No limitation,,No,Does not protect from cold,,Heater,,Blanket,,Winter clothes,,In the open,No,,,Radio / News,Local leader,No,,Recovery plans,Yes,IDPs are living in a public open space due to fear of landslide in their place of origin. The site does not have enough latrines and drinking water source is about an hour away from the site.,1500 - 2500
Nepal,4,,16/12/15,,,,,male,,,,,,female,,,,,,,,,,,,,,,,,609,Uni Danda,Newly emerged,,Yes,16/08/15,,Rural,Janakpur,Ramechhap,Bhujee,2,27.4789889,86.2728861,1968.117532,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,"No, no vehicular access",Private,Temporary shelter,,No,,,,,No,,,,,,Yes,Janakpur,Ramechhap,Bhujee,2,,,,,42,200,0,3,24,58,6,91,1,1,4,7,33,57,61,10,16,109,2,2,0,1,4,0,7,0,5,0,0,< 10 mins,26/04/15,No,Place of origin,Fear of landslide/aftershock,,>75%,No,Own,None,None,None,>75%,None,None,,<75%,<25%,CGIs,Tools,None,Off-site (<20 minutes),Unprotected Well,Unprotected Well,,No treatment,5-10 liters,Suspended solids,Not so good (not hygienic),20,No,Already on site,,No,On-site,No,No,Garbage pit,No,None,Yes,No,No,Own cash,,,No,No,No,Diarrhea,Malnutrition,None,None,2,0,2,No,No,No,Yes,,off-site (< 30 mins),,Government,Yes,Yes,No,Off site >20,,,,<50%,<75%,Working,None,Housework,Working,None,Housework,Agriculture/Livestock,,Agriculture/Livestock,,10,No,Yes,No,,,No,,,Yes,Yes,No,,Weaving / knitting,,Construction,,No,Yes,,Alcohol/drug-related disturbance,None,Yes,Police,Assistance did not respond to the actual need,,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",Yes,No,,No limitation,,No,Does not protect from cold,,Winter clothes,,Fuel,,Blanket,,In the open,Yes,Move animal to valley,,Radio / News,Radio / News,No,,Recovery plans,Yes,"The site has higher risk of landslide. People has huge problem of shelter and are asking for CGIs sheet. With winter approaching, people will need wooden ply to keep their shelter warm.",1500 - 2500
Nepal,4,,01/12/15,,,,,male,,,,KI,,female,,,,KI,,male,,,,FGD,,female,,,,FGD,588,Pakherabaari,Newly emerged,,Yes,01/08/15,Unknown,Urban,Bagmati,Sindhupalchok,C-BAG-23-014 sindhupalchok,7,27.77158,85.71899,1418.55645,,Spontaneous,Other,Private land,No,Unknown,Yes,Private,Temporary shelter,,No,,,,,No,,,,,,No,Bagmati,Sindhupalchok,C-BAG-23-014 sindhupalchok,7,Bagmati,,,,30,175,4,3,9,75,0,91,2,6,2,5,6,15,63,11,11,84,1,1,0,6,1,0,0,5,4,171,12,< 10 mins,28/05/15,Yes,Place of origin,House damaged/destroyed,,>75%,No,Own,None,None,<25%,<50%,<25%,None,,<50%,<50%,CGIs,Electricity / Solar system,None,Off-site (<20 minutes),Spring,Piped water (taps),,No treatment,10-15 liters,None,Not so good (not hygienic),10,No,Provided,Red Cross,No,On-site,No,No,Garbage pit,No,Yes but no soap/water inside ,No,"Yes, Off-site",Yes,Own cash,,,No,No,Yes,None,None,None,None,1,0,1,Yes,No,No,Yes,,off-site (< 30 mins),,Government,Yes,Yes,No,On site <20,Government,,,>75%,>75%,,,,,,,Agriculture/Livestock,,Agriculture/Livestock,,90,Yes,Yes,No,,,No,,,No,Yes,No,,Other,None,Art / Craft,,No,Yes,,Family dispute,None,Yes,Police,Not enough assistance for all entitled,Family dispute,0,0,Yes,Yes,No,,No,Yes,,,No,,,No,,,No lighting,Yes,No,,No limitation,,Yes,,,Blanket,,Heater,,Nothing,,In shelter where people sleep,No,,,Social Media,Social Media,Yes,Local leaders,Relocation plan,Yes,,<1500
Nepal,4,,03/09/15,,,,,male,,,,KI,,female,,,,KI,,male,,,,FGD,,female,,,,FGD,152,Lamoshangu,Existed in previous rounds,,Yes,04/05/15,Unknown,Urban,Bagmati,Sindhupalchok,C-BAG-23-046 sindhupalchok,1,27.75619,85.85563,776.0302365,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Yes,Public/Government,Makeshift,,No,,,,,No,,,,,,No,Bagmati,Sindhupalchok,C-BAG-23-046 sindhupalchok,1,,,,,130,618,0,0,75,209,37,321,0,0,0,0,67,142,193,37,74,297,6,6,0,20,15,1,15,1,18,606,50,< 10 mins,03/09/15,No,Place of origin,House damaged/destroyed,,>75%,No,Own,None,None,<25%,<25%,<50%,None,,<75%,<50%,CGIs,Tools,Electricity / Solar system,Off-site (<20 minutes),Spring,Spring,,No treatment,10-15 liters,Suspended solids,Not so good (not hygienic),15,No,Provided,Self made,No,On-site,Yes,No,Throw in the river,No,Yes,Yes,"Yes, On-Site",Yes,Own cash,,,No,No,Yes,Diarrhea,Skin infections,Common cold,None,30,1,31,No,No,No,Yes,,On-site,Dhulikhel hospital,INGO,Yes,Yes,Yes,Off site >20,,On site <20,Save the children,>75%,>75%,,,,,,,Agriculture/Livestock,,Agriculture/Livestock,,16,No,Yes,No,,,No,,,No,No,No,,Art / Craft,,Store / small business,,No,No,,Alcohol/drug-related disturbance,None,Yes,Police,Fighting between recipients at distribution points,Problem with safety and need skill training,1,1,Yes,Yes,No,,Unknown,Yes,,,No,,,Yes,,,No lighting,No,No,,School,,No,Does not protect from rain,,Blanket,,Winter clothes,,Heater,,In shelter where people sleep,No,,,Families & friends,Families & friends,No,,Situation in areas of origin,No,"Job oppertunity, skill based traning and loan for new business and relocation to the place of origin.",<1500
Nepal,4,,26/10/15,,,,,male,,,,KI,,female,,,,KI,,male,,,,FGD,,female,,,,FGD,531,Melamchi Pul Bazaar,Existed in previous rounds,,Yes,26/06/15,Unknown,Urban,Bagmati,Sindhupalchok,C-BAG-23-048 sindhupalchok,6,27.829595,85.577029,815.0451109,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Yes,Private,Temporary shelter,,No,,,,,No,,,,,,No,Bagmati,Sindhupalchok,C-BAG-23-048 sindhupalchok,6,,,,,25,119,0,1,13,39,3,56,0,0,16,17,14,27,30,3,6,63,0,0,0,10,6,0,4,0,1,107,7,< 10 mins,25/04/15,No,Place of origin,House damaged/destroyed,,>75%,No,Own,None,None,<25%,>75%,None,None,,>75%,<50%,Cooking gas,Tools,Kitchen sets,On-site (<20 minutes),Piped water (taps),Surface water,,No treatment,>15 liters,None,Not so good (not hygienic),16,No,Provided,Unknown,No,On-site,Yes,No,Burning,No,None,No,"Yes, Off-site",Yes,Own cash,,,No,No,No,None,None,None,None,5,1,6,Yes,No,No,Yes,,off-site (< 30 mins),,"Local clinic, medical practitioners",Yes,Yes,No,Off site <20,,,,>75%,>75%,,,,,,,Trade,,Trade,,60,Yes,Yes,No,,,No,,,No,Yes,No,,Livestock,,Other,Don’t know,No,Unknown,,Unknown,None,Yes,Police,Unknown,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,No,,No limitation,,Yes,,,Blanket,,Winter clothes,,Fuel,,In shelter where people sleep,No,,,Authorities,Authorities,Yes,VDC officials,Situation in areas of origin,Yes,"VDC-rice 33kg,dal 5kg,oil 1lit.,cgi 2bundel,rs 15000",<1500
Nepal,4,,20/09/15,,,,,male,,,Teacher,,,female,,,FCHV,,,,,,,,,,,,,,280,Majhigau,Existed in previous rounds,,Yes,21/05/15,,Rural,Bagmati,Kavrepalanchok,Chandeni Mandan,2,27.71564888,85.65485124,711.1070471,4,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,"No, no vehicular access",Private,Makeshift,,No,,,,,No,,,,,,Yes,Bagmati,Kavrepalanchok,Chandeni,2,,,,,70,382,0,18,29,122,7,176,4,4,13,31,43,72,139,7,14,206,8,7,1,3,5,3,5,0,5,0,10,< 10 mins,25/04/15,No,Place of origin,House damaged/destroyed,,>75%,No,Own,None,None,None,<25%,>75%,None,,>75%,<25%,Kitchen sets,Cooking gas,Blankets,Off-site (>20 minutes),Unprotected Well,Unprotected Well,,No treatment,5-10 liters,Suspended solids,Not so good (not hygienic),5,No,Already on site,,No,On-site,No,No,Burning,Yes,None,No,"Yes, Off-site",Yes,Borrowed cash,,,No,No,No,Diarrhea,Measles,Skin infections,None,1,2,3,Yes,No,No,No,Too far,Off-site (< 30 mins),,Government,Yes,Yes,No,Off site <20,,,,<75%,<50%,Fees or costs,Working,Housework,Fees or costs,Working,Housework,Other,Fishing,Other,Fishing,2,No,Yes,No,,,No,,,No,Yes,No,,Weaving / knitting,,Construction,,No,No,,None,Denial resources opportunities,Yes,Police,Not enough assistance for all entitled,Women requestd for Safe space or community building for women and a playground  or learning center for children. Most common  types of GBVs are denial of services and they are not being reported.,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,No,,Main access road,,No,Does not protect from cold,,Foam mat (floor),,Blanket,,Winter footwear,,In the open,Yes,Improve animal shelter,,Radio / News,Radio / News,No,,Other relief assistance,Yes,IDPs have moved to an open space very close to their place of origin in makeshift shelters. There are not enough latrines on site. IDPS are drinking water out of an unprotected well.,<1500
Nepal,4,,08/11/15,,,,,male,Teacher,,,,,female,Inhabitant,,,,,,,,,,,,,,,,546,Chandeni,Existed in previous rounds,,Yes,09/07/15,,Peri-Urban,Bagmati,Kavrepalanchok,Chandeni Mandan,5,27.69377383,85.6400465,1295.110949,4,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Yes,Private,Makeshift,,No,,,,,No,,,,,,No,Bagmati,Kavrepalanchok,Chandeni Mandan,5,,,,,40,198,2,12,22,60,2,98,0,2,10,22,22,44,60,8,10,100,2,2,0,3,3,0,2,0,3,0,2,< 30 mins,25/04/15,No,None (Stay here),House damaged/destroyed,,>75%,No,Own,None,None,None,<25%,>75%,None,,<75%,<50%,Blankets,Kitchen sets,None,Off-site (>20 minutes),Piped water (taps),Unprotected Well,,No treatment,5-10 liters,Suspended solids,Not so good (not hygienic),6,No,Provided,Nepal Red Cross,No,On-site,No,No,No System,Yes,None,Yes,"Yes, Off-site",Yes,Borrowed cash,,,No,No,No,Diarrhea,Measles,None,None,3,3,6,No,No,No,No,Too far,Off-site (1 - 2 hours),,Government,Yes,Yes,No,Off site <20,,,,<75%,<75%,Fees or costs,Lack of space in local schools,,Fees or costs,Lack of space in local schools,,Agriculture/Livestock,,Agriculture/Livestock,,15,No,Yes,No,,,No,,,No,Yes,No,,Store / small business,,Livestock,,No,No,,Alcohol/drug-related disturbance,Denial resources opportunities,No,,Not enough assistance for all entitled,Some cases of GBV discussed are denial of services. Women asking for skill training and safe building for women.,0,0,Yes,No,No,,No,Yes,,,Yes,,,No,Latrine,,No lighting,No,No,,School,,Yes,,,Foam mat (floor),,Heater,,Fuel,,In the open,No,,,Radio / News,Radio / News,No,,Access to services ,Yes,"There is problem with drinking water on site, the residents have to walk for two hours to go and collect water. The main sources of income are day labour and construction work.",<1500
Nepal,4,,18/10/15,,,,,male,,,,Ki,,female,,,,Ki,,male,,,,FGD,,female,,,,FGD,520,Jalbire Bazaar(Valley campus),Existed in previous rounds,,Yes,18/06/15,,Urban,Bagmati,Sindhupalchok,Jalbiri,"4,5",27.81103,85.76803,814.7403072,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Yes,Private,Makeshift,,No,,,,,No,,,,,,No,Bagmati,Sindhupalchok,Jalbire,"4,5",,,,,50,237,3,3,29,53,19,107,5,8,13,16,53,82,41,18,37,130,0,0,0,12,1,0,0,0,8,225,20,< 10 mins,13/05/15,No,Place of origin,House damaged/destroyed,,>75%,No,Own,None,None,<25%,>75%,None,None,,<25%,<50%,Tarpaulin,CGIs,Tools,Off-site (>20 minutes),Spring,Surface water,,No treatment,>15 liters,None,Not so good (not hygienic),8,"Yes, next to each other/same HWS",Provided,OXFAM,No,On-site,Yes,No,Throw in the river,No,None,No,"Yes, Off-site",Yes,Own cash,,,No,Yes,Yes,Common cold,Common cold,Common cold,None,1,0,1,Yes,No,No,Yes,,off-site (< 30 mins),,Government,Yes,Yes,No,On site <20,Government,,,>75%,>75%,Fees or costs,Lack of space in local schools,,Fees or costs,Lack of space in local schools,,Trade,,Trade,,60,Yes,Yes,No,,,No,,,Yes,No,No,,Art / Craft,,Store / small business,,No,No,,None,None,Yes,Women group,Unknown,,1,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,No lighting,Yes,No,,School,,No,Does not protect from cold,,Winter clothes,,Food stock,,Heater,,In shelter where people sleep,Yes,Improve animal shelter,,Families & friends,Families & friends,No,,Situation in areas of origin,No,"Recently oxfam distribute cass for labour for making toilet .
Recently women welfare community distribute cloth  for pregnant, elder women and single headed women.",<1500
Nepal,4,,17/09/15,,,,,male,,,,Ki,,female,,,,Ki,,male,,,,Fgd,,female,,,,Fgd,233,20 Kilo,Existed in previous rounds,,Yes,18/05/15,,Urban,Bagmati,Sindhupalchok,Jethal,"4, 5, 6",27.69958,85.89528,2029.992685,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Yes,Public/Government,Makeshift,,No,,,,,No,,,,,,Unknown,Bagmati,Sindhupalchok,Jethal,"4,5,6",Bagmati,,,,245,1115,2,49,171,279,62,563,1,3,25,74,85,256,392,49,111,552,7,4,3,3,5,0,18,0,22,1104,25,< 10 mins,04/09/15,No,Place of origin,House damaged/destroyed,,>75%,No,Own,None,None,None,>75%,None,Unknown,,<25%,<50%,CGIs,Tools,Cooking gas,On-site (<20 minutes),Surface water,Surface water,,No treatment,10-15 liters,None,Not so good (not hygienic),15,No,Provided,Save the Children,No,On-site,Yes,No,No System,No,None,No,"Yes, On-Site",Yes,Own cash,,,No,No,Yes,Diarrhea,Skin infections,Jaundice,Some,50,0,50,Yes,No,No,Yes,,off-site (< 30 mins),,Government,Yes,Yes,No,Off site <20,,,,>75%,>75%,Fees or costs,Lack of gendered facilities,,Fees or costs,Lack of space in local schools,,Agriculture/Livestock,,Agriculture/Livestock,,60,Yes,Yes,No,,,Unknown,,,Yes,No,No,,Art / Craft,,Store / small business,,No,No,,Alcohol/drug-related disturbance,Forced marriage,Unknown,,Some specific groups are excluded,School is far from camp and men are in search of job,1,1,Yes,Unknown,Unknown,,No,Yes,,,No,Latrine,,No,Washing areas,,No lighting,Yes,No,,Main access road,,No,Does not protect from cold,,Winter clothes,,Blanket,,Heater,,In shelter where people sleep,No,,,Local leader,Local leader,No,,Shelter,Unknown,"Not enough toilets, problem of water, need of relocation because of landslide,",1500 - 2500
Nepal,4,,03/11/15,,,,,male,Volunteer,,,,,female,,,Volunteer,,,female,AHW,,,,,,,,,,540,Kiuten,Existed in previous rounds,,Yes,04/07/15,,Rural,Gandaki,Gorkha,Kerauja,2,28.23348,84.90236,2019.019751,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,"No, no vehicular access",Private,Makeshift,,No,,,,,No,,,,,,No,Gandaki,Gorkha,Kerauja,2,,,,,40,202,4,16,30,44,8,102,2,6,12,28,28,58,46,12,20,100,1,1,0,6,0,1,4,0,2,202,3,< 10 mins,06/06/15,No,Other in the Country,Fear of landslide/aftershock,,>75%,Yes,Own,None,None,None,<25%,>75%,None,,None,None,CGIs,Cooking gas,Building materials for toilet,On-site (<20 minutes),Surface water,Surface water,,Filtered,10-15 liters,Suspended solids,Non usable,0,No,Provided,Self made,No,On-site,No,No,Garbage pit,Yes,None,Yes,No,No,Borrowed cash,,,Yes,No,No,Skin infections,Diarrhea,Conjunctivitis,Some,0,0,0,Yes,No,No,Yes,,off-site (< 30 mins),,"Governement, Local NGO",Yes,Yes,Yes,On site <20,Government,On site <20,UNICEF,>75%,>75%,Working,None,Housework,Working,None,"Housework, Agriculture",Agriculture/Livestock,,Agriculture/Livestock,,10,No,Yes,No,,,No,,,No,Yes,No,,Weaving / knitting,,Construction,,No,No,,None,None,Yes,VDC office,None,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,Don't know,,Access to supplies/water,,No,The shelter has holes and cracks,,CGIs,,Food stock,,Winter clothes,,In other structures nearby ,Yes,Move animal to valley,,Families & friends,Radio / News,No,,None,Yes,They will have to leave the currently living land but they have not option the next place to move.,1500 - 2500
Nepal,4,,04/11/15,,,,,male,,,,,,female,AHW,,,,,male,,,,,,,,,,,541,Panglacho,Existed in previous rounds,,Yes,05/07/15,,Rural,Gandaki,Gorkha,Kerauja,2,28.23273,84.89742,1994.940258,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,"No, no vehicular access",Private,Makeshift,,No,,,,,No,,,,,,No,Gandaki,Gorkha,Kerauja,2,Gandaki,,,,35,166,5,12,27,38,2,84,5,10,11,23,23,50,38,5,7,82,2,2,0,18,0,0,4,0,5,152,1,< 30 mins,01/07/15,No,None (Stay here),Fear of landslide/aftershock,,>75%,Yes,Own,None,None,None,<25%,>75%,None,,None,None,Water supply / Filter,Building materials for toilet,Cooking gas,On-site (<20 minutes),Piped water (taps),Piped water (taps),,Filtered,>15 liters,Suspended solids,Non usable,0,No,Provided,Self made,No,On-site,No,No,Garbage pit,Yes,Yes but no soap/water inside ,Yes,"Yes, Off-site",No,Food distribution,,,Yes,No,No,Skin infections,Diarrhea,Conjunctivitis,None,0,0,0,Yes,No,No,Yes,,off-site (< 30 mins),,"Governement, Local NGO",Yes,Yes,Yes,Off site <20,,Off site <20,,>75%,>75%,Working,"Social issues, cultural restrictions",Housework,Working,"Social issues, cultural restrictions","Housework, Agriculture",Agriculture/Livestock,,Agriculture/Livestock,,5,No,Yes,No,,,No,,,No,Yes,No,,Livestock,,Construction,,No,No,,None,None,Yes,VDC office,None,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,No,,Access to supplies/water,,No,Does not protect from cold,,CGIs,,Mattress / Bed,,Food stock,,In shelter separate for cooking,Yes,Move animal to valley,,Families & friends,Local leader,No,,None,Yes,,1500 - 2500
Nepal,4,,20/12/15,,,,,male,,,,,,male,,,,,,female,,,,,,,,,,,614,Uchet,Newly emerged,,Yes,20/08/15,,Rural,Gandaki,Gorkha,Kerauja,3,28.24123,84.8836,1115.276762,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,"No, no vehicular access",Private,Makeshift,,No,,,,,No,,,,,,No,Gandaki,Gorkha,Kerauja,3,,,,,20,107,3,10,14,23,5,55,2,5,12,22,12,26,21,5,10,52,1,1,0,5,1,0,3,0,1,107,0,< 10 mins,25/04/15,No,Nearest Village,Fear of landslide/aftershock,,>75%,Yes,Own,None,None,None,None,>75%,None,,None,None,Water supply / Filter,CGIs,Cooking gas,On-site (<20 minutes),Surface water,Surface water,,Filtered,>15 liters,Suspended solids,Not so good (not hygienic),0,No,Provided,Self made,No,On-site,No,No,Burning,No,None,Yes,"Yes, Off-site",No,Borrowed cash,,,Yes,No,No,Malnutrition,None,None,None,0,0,0,Yes,No,Yes,Yes,,off-site (> 2 hours),,Government,Yes,Yes,No,On site >20,Government,,,<75%,<75%,Distance to school,Lack of access,,Distance to school,Lack of access,,Agriculture/Livestock,,Agriculture/Livestock,,0,No,Yes,No,,,No,,,No,Yes,No,,Livestock,,Construction,,No,No,,None,None,Yes,Police,None,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,Yes,No,Access to supplies/water,,No,The shelter has holes and cracks,,Other,Shelter support,Other,Shelter support,Mattress / Bed,,In other structures nearby ,Yes,Improve animal shelter,,Families & friends,Mobile Phone,No,,None,Yes,The total HHs are 20 but this site has very limited access. They have not enough food of nutrition  for children. On one kid has found malnutrition problem when conducting the program. I saw some kids have not growing physical body as their age and health,<1500
Nepal,4,,21/12/15,,,,,female,,,,,,male,,,,,,female,Member of women group,,,,,,,,,,615,Kolchet,Newly emerged,,Yes,21/08/15,,Rural,Gandaki,Gorkha,Kerauja,3,28.24494,84.88504,1196.659351,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,"No, no vehicular access",Private,Makeshift,,No,,,,,No,,,,,,No,Gandaki,Gorkha,Kerauja,3,,,,,31,150,3,3,31,34,3,74,0,3,11,14,23,54,34,8,11,76,1,1,0,5,5,0,2,0,1,149,2,< 10 mins,25/04/15,No,Other in the Country,Fear of landslide/aftershock,,>75%,Yes,Own,None,None,None,None,>75%,None,,None,None,CGIs,Cooking gas,Blankets,On-site (<20 minutes),Piped water (taps),Piped water (taps),,Filtered,>15 liters,Suspended solids,Not so good (not hygienic),1,No,Provided,Self made,No,On-site,No,No,Burning,No,Yes but no soap/water inside ,Yes,"Yes, Off-site",No,Food distribution,,,Yes,No,No,Skin infections,Common cold,Diarrhea,None,0,0,0,Yes,No,No,Yes,,off-site (> 2 hours),,Government,Yes,Yes,No,On site <20,Government,,,>75%,>75%,Working,"Social issues, cultural restrictions",Housework,Working,"Social issues, cultural restrictions",Housework,Agriculture/Livestock,,Agriculture/Livestock,,5,No,Yes,No,,,No,,,No,Yes,No,,Weaving / knitting,,Tourism,,No,No,,None,None,No,,None,Women needed soap and sanitary pads.,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,Don't know,,Access to supplies/water,,No,Does not protect from cold,,Food stock,,Fuel,,Mattress / Bed,,In shelter separate for cooking,Yes,Improve animal shelter,,Mobile Phone,Mobile Phone,No,,None,Yes,,<1500
Nepal,4,,18/11/15,,,,,female,,,Key informant,,,female,,,Key informant,,,male,,,Key informant,,,male,,,Key informant,,566,Kalanchi toll,Newly emerged,,Yes,19/07/15,,Rural,Bagmati,Nuwakot,Kimtang,5,28.01839,85.03113,1738.905145,,Spontaneous,Other,Agricultural land,No,>2 months,Yes,Private,Temporary shelter,,No,,,,,No,,,,,,No,Bagmati,Nuwakot,Kimtang,5,,,,,188,893,1,28,101,253,13,396,4,5,28,56,189,290,230,46,59,497,3,0,3,5,2,2,3,0,4,188,0,< 10 mins,25/04/15,No,None (Stay here),Fear of landslide/aftershock,,>75%,No,Own,None,None,None,>75%,None,None,,>75%,None,Safer housing / Shelter material,Support for livelihood,None,On-site (<20 minutes),Piped water (taps),Piped water (taps),,Chlorinated,>15 liters,None,Good (Hygienic),7,No,Provided,"3 already on site, 4 provided by Samaritan Purse",No,On-site,Yes,No,Burning,No,None,No,No,Yes,Food distribution,,,Yes,No,No,Common cold,None,None,Some,0,1,1,No,No,No,No,Too far,Off-site (< 30 mins),,Government,Yes,Yes,No,Off site <20,,,,>75%,>75%,Lack of gendered facilities,None,,Lack of gendered facilities,None,,Agriculture/Livestock,,Agriculture/Livestock,,5,No,Yes,No,,,No,,,No,Yes,No,,Agriculture,,Agriculture,,No,No,,None,Unknown,Yes,Police,Fighting between recipients at distribution points,This seems like a very rural yet traditional and peaceful community.,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,Yes,No,No limitation,,No,Does not protect from cold,,Blanket,,Mattress / Bed,,Winter clothes,,In shelter where people sleep,Yes,Improve animal shelter,,Families & friends,Radio / News,Yes,VDC officials,Recovery plans,Yes,"IDPs had most of their belongings buried under rubble. They will need supplies for winter, and also land for relocation or for permanent settlement elsewhere.",1500 - 2500
