country,round,site_id,survey_date,,site_name,,site_open,site_date_open,site_date_close,site_region,site_zone,site_district,site_munipality,,site_latitude,site_longitude,,,site_class,site_type,,,site_owner,,site_date_close_exp,site_access,site_shelter,,smc_exist,smc_per_female,site_community,,,sma_exist,sma_type,,sma_name,,,regist_activity,origin_region,origin_zone,origin_district,origin_municipality,,,,,,n_family,n_total,n_infants_male,n_child_male,n_youth_male,n_adult_male,n_elder_male,n_male,n_infants_female,n_infants,n_child_female,n_child,n_youth_female,n_youth,n_adult_female,n_adult,n_elder_female,n_elder,n_female,n_pregnant,n_lactating,n_pwd,n_chronic_ill,n_hoh_elder,site_dist_origin,site_idp_last,return_area,prev_displaced,return_prevent,,per_sleep_site,,prev_own,per_hh_outside,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safecook,nfi_a,,nfi_b,,nfi_c,,water_location,water_source_np,,water_source_p,,,water_cons,,,latrine_cond,,n_latrine,latrine_gender,latrine_install,,latrine_light,latrine_site,latrine_lock,bathing_gender,hyg_waste,,hyg_open_def,hyg_station,hyg_evidence,food_access,food_market,food_source,,,,food_sup_lac,food_sup_child,health_issue,,health_issue_b,,health_issue_c,,,,,health_center_dist,,health_provider,,health_psych,,edu_access,edu_distance,,per_sch_female,per_sch_male,job_main,,per_hh_income,job_access,job_cattle_site,job_offer,job_offer_how,,job_offer_to,,food_land,sec_provided,sec_provider,,,sec_mens_seg,,site_lighting,info_src,,info_complaint,,info_main,,info_free,
Nepal,3,38,7-Aug-2015,,Saraswati Vidyagriha,,Yes,25-Apr-2015,,Central Development Region,Bagmati,Bhaktapur,Kathmandu Municipality ,3,27.6756,85.4368,,,Spontaneous,"Collective Centre  (schools, offices, religious, hospital, other)",,Schools,Public/Government,No,Unknown,Yes,Tent,,Yes,<25%,Yes,,,Yes,Armed Forces,,,,,Yes,Central Development Region,Bagmati,Bhaktapur,Kathmandu Municipality ,4,Bagmati,Bhaktapur,Kathmandu Municipality ,3,160,815,31,16,48,192,64,351,0,31,32,48,32,80,320,512,80,144,464,0,4,2,2,0,< 10 mins,17/05/2015,None (Stay here),No,House damaged/destroyed,,> 75%,Yes,Own,None,< 75%,< 25%,None,< 25%,< 50%,CGIs,,Mosquito nets,,Plastic sheeting,,On-site (<20 minutes),Water truck,,Water truck,,Municipality,10-15 ltr,None,,Not so good (not hygienic),No,6,"Yes, separate entrance/Hand Washing Station",Provided / Installed,Save the children,Yes,On-site,Yes,No,Other,Municipality comes and collects,No,Yes,Yes,"Yes, On-Site",Yes,Food Distribution/Donation,,Tata company,No,Yes,Yes,Diarrhea,,Conjunctivitis,,None,,Yes,Yes,,On-site,,Government,,Yes,Koshis,Yes,On-site (<20 minutes),,>75%,>75%,Agriculture/Livestock,,50,Yes,No,No,,,,No,Yes,Yes,Police,,Yes,No,,No lighting,Mobile Phone,,No,,Shelter,,No,
Nepal,3,41,29-Jun-2015,,Bagmati Corridor 1,,Yes,25-Apr-2015,,Central Development Region,Bagmati,Lalitpur,Kathmandu Municipality ,2,27.6757,85.2946,,,Spontaneous,"Open ground (park, playground, sports ground, other)",,,Public/Government,No,Unknown,Yes,Tent,,No,,,,,No,,,,,,No,Central Development Region,Bagmati,Sindhupalchok,,,Bagmati,Nuwakot,,,30,150,9,8,17,30,9,73,4,13,9,17,30,47,30,60,4,13,77,0,13,0,0,6,< 30 mins,25/04/2015,Place of Habitual residence,Unknown,Fear of Landslide/aftershock ,,> 75%,No,Unknown,None,more than 75%,more than 75%,None,< 50%,< 50%,Other,Water treatment,Other,Food,Plastic sheeting,,On-site (<20 minutes),Protected Well,,Water truck,,Self/ Nepal drinking water supply,5-10 ltr,Odor/smell,,Non usable,No,4,No,Already on site,,Yes,On-site,Yes,No,Garbage pit,,No,Yes,Yes,"Yes, Off-site",Yes,Own cash,,,No,No,No,Other,Common cold,None,,None,,Unknown,Yes,,Off-site (< 30 minutes) ,,Other,Self,No,,Yes,On-site (>20 minutes) ,Government,<50%,< 50%,Daily Wage laborer,,25,No,No,No,,,,No,No,Yes,Self organized,,Yes,No,,"Yes, there is lighting and it is adequate",Local leader,,No,,Distribution,,Yes,"Drinking water, medicines, tents"
Nepal,3,42,29-Jun-2015,,Jawalakhel ground,,Yes,25-Apr-2015,,Central Development Region,Bagmati,Lalitpur,Kathmandu Municipality ,4,27.6725,85.3126,,,Spontaneous,"Open ground (park, playground, sports ground, other)",,,Public/Government,Yes,Unknown,Yes,Tent,,Yes,None,No,,,No,,,,,,Yes,Central Development Region,Bagmati,Lalitpur,Lalitpur municipality,4,,,,,80,250,7,4,73,33,0,117,0,7,7,11,33,106,80,113,13,13,133,5,13,0,1,8,< 30 mins,17/06/2015,Place of Habitual residence,No,House damaged/destroyed,,> 75%,No,Rent,None,more than 75%,more than 75%,None,< 50%,< 75%,Other,Water treatment,Other,Latrine,Tools,,On-site (<20 minutes),Water truck,,Water truck,,Kathmandu drinking water supply,5-10 ltr,None,,Not so good (not hygienic),Yes,4,"Yes, separate entrance/Hand Washing Station",Provided / Installed,Government,No,On-site,No,No,Garbage pit,,No,Yes,Yes,"Yes, Off-site",Yes,Food Distribution/Donation,,NGO,No,No,No,Other,Common cold,Skin infections,,None,,Yes,Unknown,,Off-site (< 30 minutes) ,,INGO,,No,,No,,,,,Other,,25,No,No,No,,,,No,No,Yes,Police,,Yes,No,,"Yes, there is lighting and it is adequate",Local leader,,No,,Distribution,,Yes,"Women materials, blankets, mattress, mosquito coil, nets"
Nepal,3,118,29-Jun-2015,,Chapagaon,,Yes,25-Apr-2015,,Central Development Region,Bagmati,Lalitpur,Kathmandu Municipality ,2,27.60583,85.32528,,,Spontaneous,"Open ground (park, playground, sports ground, other)",,,Unknown,Unknown,Unknown,Yes,Tent,,No,,,,,No,,,,,,Yes,Central Development Region,Bagmati,Lalitpur,Ekhatol,2,,,,,60,480,20,20,60,120,40,260,5,25,25,45,40,100,120,240,30,70,220,6,3,0,0,30,< 10 mins,25/04/2015,Place of origin,No,House damaged/destroyed,,> 75%,No,Own,None,more than 75%,more than 75%,None,< 75%,< 25%,Plastic sheeting,,Kitchen sets,,Mosquito nets,,Off-site (<20 minutes),Piped water (taps),,Piped water (taps),,,5-10 ltr,None,,Not so good (not hygienic),No,2,"Yes, separate entrance/Hand Washing Station",Already on site,,No,Off-site,No,No,No Waste Disposal System,,No,None,No,"Yes, Off-site",Yes,Own cash,,,No,No,No,Diarrhea,,Skin infections,,Malnutrition,,No,Yes,,Off-site (1-2 hours) ,,None,,No,,Yes,Off-site (>20 minutes) ,,>75%,>75%,Agriculture/Livestock,,50,No,Yes,No,,,,No,Yes,No,,,Yes,No,,"Yes, there is lighting but it is NOT adequate",Radio / News,,No,,Other relief assistance,,Yes,"No tents, no donation till date, critical condition, conflict among residents"
Nepal,3,122,29-Jun-2015,,Lower gamcha,,Yes,25-Apr-2015,,Central Development Region,Bagmati,Kathmandu,Kathmandu Municipality ,7,27.67104,85.26553,,,Spontaneous,Other,Farmland,,Private,No,Unknown,Yes,Makeshift/tarpaulin shelter,,No,,,,,No,,,,,,No,Central Development Region,Bagmati,Kathmandu,Kritipur municipality,7,,,,,36,160,0,8,25,45,3,81,1,1,3,11,15,40,58,103,2,5,79,0,1,0,0,0,< 10 mins,25/04/2015,Place of Habitual residence,No,House damaged/destroyed,,> 75%,No,Unknown,None,None,more than 75%,None,more than 75%,more than 75%,CGIs,,Mosquito nets,,Plastic sheeting,,Off-site (<20 minutes),Water truck,,Water truck,,Community,>15 ltr,Odor/smell,,Good (Hygienic),Yes,2,No,Provided / Installed,NGO,No,On-site,No,No,No Waste Disposal System,,No,Yes,Yes,No,Yes,Own cash,,,No,No,No,Diarrhea,,Other,Common cold,Conjunctivitis,,No,Unknown,,Off-site (< 30 minutes) ,,Government,,No,,No,,,,,Agriculture/Livestock,,100,Yes,Yes,No,,,,No,Yes,No,,,Yes,No,,No lighting,Radio / News,,Yes,Ward office,Shelter,,Yes,Water
Nepal,3,139,29-Jun-2015,,Lubhu Newa School,,Yes,25-Apr-2015,,Central Development Region,Bagmati,Lalitpur,Kathmandu Municipality ,8,27.64608,85.37215,,,Spontaneous,"Open ground (park, playground, sports ground, other)",,,Public/Government,No,Unknown,Yes,Tent,,No,,,,,No,,,,,,No,Central Development Region,Bagmati,Lalitpur,Lalitpur municipality,8,,,,,35,176,0,6,18,64,0,88,6,6,6,12,29,47,47,111,0,0,88,0,8,0,0,12,< 30 mins,29/06/2015,Place of Habitual residence,No,House damaged/destroyed,,> 75%,No,Rent,None,more than 75%,more than 75%,None,< 75%,< 50%,Plastic sheeting,,Tools,,Plastic sheeting,,Off-site (>20 minutes),None,,Other,Jars,,<5 ltr,None,,Not so good (not hygienic),No,2,No,Provided / Installed,NGO,No,On-site,Yes,Yes,Garbage pit,,No,Unknown,No,No,Yes,Own cash,,,No,No,No,Diarrhea,,Malnutrition,,Skin infections,,No,Unknown,,Off-site (< 30 minutes) ,,Local Clinic/med practitioners,,No,,Yes,Off-site (>20 minutes) ,,>75%,>75%,Other,Craftsman,20,Yes,No,No,,,,No,Yes,Yes,Self organized,,Yes,No,,"Yes, there is lighting but it is NOT adequate",Radio / News,,No,,Other relief assistance,,Yes,"Tins for house, tools"
Nepal,3,151,9-Jul-2015,,Tudikhel,,Yes,25-Apr-2015,,Central Development Region,Bagmati,Sindhupalchok,Chautara municipality,3,27.777778,85.712222,,,Spontaneous,"Open ground (park, playground, sports ground, other)",,,Public/Government,No,Unknown,Yes,Tent,,No,,,,,Yes,International NGO,,Iom red cross acted,,,Yes,Central Development Region,Bagmati,Sindhupalchok,Chautara municipality,3,,,,,60,279,6,13,25,75,19,138,3,9,16,29,25,50,75,150,22,41,141,1,0,0,30,15,< 10 mins,6/6/15,Place of origin,No,Basic infrastructures damaged,,> 75%,No,Own,None,more than 75%,None,None,None,< 25%,Kitchen sets,,Mosquito nets,,Other,Electric lamp,On-site (<20 minutes),Piped water (taps),,Piped water (taps),,,Unknown,None,,Good (Hygienic),Yes,12,"Yes, separate entrance/Hand Washing Station",Provided / Installed,Red cross,No,On-site,Yes,Yes,Other,Collection,No,Yes,Yes,"Yes, Off-site",Yes,Own cash,,,Unknown,Unknown,Yes,None,,None,,None,,Yes,Yes,,On-site,Government,Government,,Unknown,,Yes,On-site (<20 minutes),,>75%,>75%,Employed,,70,Yes,No,Yes,Friends,,Boy,No,No,Yes,Military,,Unknown,No,,No lighting,Families & friends,,No,,Recovery plans,,Yes,Well managed
Nepal,3,152,1-Jul-2015,,Lamoshangu,,Yes,25-Apr-2015,,Central Development Region,Bagmati,Sindhupalchok,Mankha,1,27.75667,85.85167,,,Spontaneous,"Open ground (park, playground, sports ground, other)",,,Public/Government,No,Unknown,Yes,Makeshift/tarpaulin shelter,,No,,,,,No,,,,,,No,Central Development Region,Bagmati,Sindhupalchok,Mankha,1,Bagmati,Sindhupalchok,Ramche,5,140,602,7,21,56,182,21,287,14,21,28,49,70,126,182,364,21,42,315,6,20,10,50,50,< 30 mins,14/07/2015,None (Stay here),No,House damaged/destroyed,,> 75%,Unknown,Own,None,< 25%,more than 75%,None,< 50%,< 75%,CGIs,,Blankets,,Other,Toilet,Off-site (<20 minutes),Spring/River,,Spring/River,,,Unknown,All of the above,,Not so good (not hygienic),No,9,No,Provided / Installed,"Personal(4) ,for jure landslide people already",No,Off-site,No,No,Garbage pit,,Yes,None,No,"Yes, On-Site",Yes,Food Distribution/Donation,,,No,No,No,Diarrhea,,Other,Fever,Other,Eye problem,Yes,Yes,,On-site,,Other,Dhulikhel hospital and malteser international,No,,Yes,Off-site (>20 minutes) ,,>75%,>75%,Agriculture/Livestock,,5,No,No,No,,,,No,No,Yes,Other,Armed police force,No,No,,"Yes, there is lighting but it is NOT adequate",Authorities,,No,,Shelter,,Yes,#NAME?
Nepal,3,159,7-Jul-2015,,Pokharebesi,,Yes,25-Apr-2015,,Central Development Region,Bagmati,Sindhupalchok,Choutara,7,27.668333,85.701111,,,Spontaneous,Other,Private land,,Private,No,Unknown,Yes,Tent,,No,,,,,No,,,,,,No,Central Development Region,Bagmati,Sindhupalchok,Chautara,7,,,,,20,115,3,7,8,36,7,61,1,4,3,10,8,16,36,72,6,13,54,4,5,1,3,15,< 10 mins,27/06/2015,Nearest Village,No,House damaged/destroyed,,< 75%,No,Own,None,< 25%,< 75%,None,< 75%,< 75%,Kitchen sets,,Plastic sheeting,,CGIs,,Off-site (<20 minutes),Water truck,,Piped water (taps),,Red cross,10-15 ltr,None,,Not so good (not hygienic),Yes,4,"Yes, separate entrance/Hand Washing Station",Provided / Installed,Not mentioned,No,On-site,No,No,unkown,,Yes,None,No,No,Yes,Food Distribution/Donation,,Not mentioned,No,No,No,Measles,,RTI,,None,,Yes,Yes,,Off-site (< 30 minutes) ,,Local Clinic/med practitioners,,No,,Yes,On-site (<20 minutes),Unknown,<75%,<75%,None,,0,No,No,Unknown,,,,No,Yes,No,,,No,No,,No lighting,Radio / News,,No,,Shelter,,Yes,Living in makeshift shelters displaced from nearby places.
Nepal,3,175,7-Jul-2015,,Mahatar,,No,,31-May-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,176,7-Jul-2015,,Bhalusawara,,No,,31-May-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,178,9-Jul-2015,,Captain tole,,No,,1-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,179,9-Jul-2015,,Gairigaun,,No,,6-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,180,26-Jun-2015,,Mandre,,Yes,26-Apr-2015,,Western Development Region,Gandaki,Gorkha,Barpak,2,28.19543,84.72601,,,Spontaneous,"Open ground (park, playground, sports ground, other)",,,Private,Yes,Unknown,Yes,Other,Temporary metal shelter,Yes,<25%,Yes,,,No,,,,,,Yes,Western Development Region,Gandaki,Gorkha,Barpak,2,,,,,60,345,3,21,42,108,15,189,0,3,15,36,30,72,96,204,15,30,156,4,5,3,1,2,< 30 mins,15/05/2015,None (Stay here),No,House damaged/destroyed,,> 75%,No,Own,None,None,more than 75%,< 25%,more than 75%,None,CGIs,,Kitchen sets,,Blankets,,On-site (<20 minutes),None,,Piped water (taps),,,5-10 ltr,None,,Not so good (not hygienic),Yes,9,No,Provided / Installed,Save the children,No,On-site,No,No,Burning,,No,None,No,"Yes, Off-site",No,Food Distribution/Donation,,"Kodiak organization, Hong hang gil (korean organization)",No,No,No,Other,Coughing,Skin infections,,None,,No,Yes,,Off-site (1-2 hours) ,,Government,,No,,Yes,On-site (<20 minutes),Government,>75%,>75%,Agriculture/Livestock,,25,No,Yes,No,,,,Yes,Yes,No,,,Yes,No,,"Yes, there is lighting and it is adequate",Mobile Phone,,No,,None,,Yes,
Nepal,3,181,9-Jul-2015,,Jaljale,,No,,4-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,185,9-Jul-2015,,Ghyampesal 1,,No,,5-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,186,9-Jul-2015,,Ghyampesal 2,,No,,31-May-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,187,1-Jul-2015,,Arughat,Arughat,Yes,26-Apr-2015,,Western Development Region,Gandaki,Gorkha,Tandrang,1,28.038611,84.808056,,,Spontaneous,"Collective Centre  (schools, offices, religious, hospital, other)",,Offices,Public/Government,No,Unknown,Yes,Other,Make shift / CGI Shelter,Yes,<25%,Yes,,,No,,,,,,Yes,Western Development Region,Gandaki,Gorkha,Aruchanaute,2,Gandaki,Gorkha,Aruchanaute,1,32,151,4,4,2,57,4,71,4,8,7,11,9,11,53,110,7,11,80,0,4,0,0,15,< 10 mins,25/04/2015,Place of origin,No,House damaged/destroyed,,> 75%,No,Own,None,None,< 75%,< 25%,more than 75%,more than 75%,None,,None,,None,,On-site (<20 minutes),Piped water (taps),,Piped water (taps),,,>15 ltr,None,,Not so good (not hygienic),Yes,4,"Yes, next to each other/same Hand Washing Station",Provided / Installed,Old Age home,Yes,On-site,Yes,No,Garbage pit,,No,None,No,"Yes, On-Site",Yes,Food Distribution/Donation,,Self-connection,Yes,No,No,None,,None,,None,,Unknown,Yes,,Off-site (< 30 minutes) ,,Government,,Yes,(One time ) CMC,Yes,Off-site (>20 minutes) ,,>75%,>75%,Daily Wage laborer,,40,Yes,No,No,,,,No,No,Yes,Police,,Yes,No,,"Yes, there is lighting and it is adequate",Radio / News,,Unknown,,Situation in areas of origin,,Unknown,Budhi Gandaki bank settlement Geologist say this settlement is in brine of drawing.
Nepal,3,189,9-Jul-2015,,Nimel,,No,,31-May-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,190,24-Jun-2015,,Betrawati 1,Satbise,Yes,29-Apr-2015,,Central Development Region,Bagmati,Nuwakot,Gerkhu,4,27.96925,85.18352,,,Spontaneous,"Open ground (park, playground, sports ground, other)",,,Private,No,Unknown,Yes,Makeshift/tarpaulin shelter,,Yes,<50%,No,,,No,,,,,,Yes,Central Development Region,Bagmati,Rasuwa,Haku,8,Bagmati,Rasuwa,Haku,9,133,800,19,57,76,227,19,398,19,38,29,86,35,111,280,507,39,58,402,5,12,4,0,0,Longer,21/06/2015,Nearest Village,No,Lack of Access from landslide,,> 75%,No,Own,None,None,more than 75%,None,< 75%,< 25%,CGIs,,Other,drinking water pipelines,Other,toilet,Off-site (<20 minutes),Spring/River,,Spring/River,,,>15 ltr,Odor/smell,,Not so good (not hygienic),No,9,No,Provided / Installed,Sahara,No,On-site,No,No,Garbage pit,,Yes,None,No,"Yes, On-Site",Yes,Food Distribution/Donation,,"Lama society, Korean company",No,No,No,Diarrhea,,Other,Dysentary,Other,Common cold,Yes,No,No access,Off-site (< 30 minutes) ,,Local Clinic/med practitioners,,No,,No,,,,,Agriculture/Livestock,,5,No,No,No,,,,No,No,Yes,Police,,No,No,,"Yes, there is lighting but it is NOT adequate",Radio / News,,No,,Shelter,,No,Lack of coordination between state and local level. Health clinic at the site is needed.
Nepal,3,192,29-Jun-2015,,Bode Mulpani,,Yes,19-May-2015,,Central Development Region,Bagmati,Bhaktapur,Madhyapur Thimi N.P.,3,27.69903,85.39395,,,Spontaneous,"Open ground (park, playground, sports ground, other)",,,Private,Yes,Unknown,Yes,Tent,,Yes,<50%,Yes,,,Yes,International NGO,,"China Foundation for Proverty Alleviation, Prakirtiko ghar Nepal",,,Yes,Central Development Region,Bagmati,Sindhupalchok,Tatopani,"4,7",Bagmati,Sindhupalchok,Listi,"5,9",242,1087,12,24,157,314,12,519,24,36,72,96,133,290,339,653,0,12,568,7,25,5,0,1,Longer,20/05/2015,Place of Habitual residence,No,House damaged/destroyed,,> 75%,No,Unknown,None,more than 75%,None,None,more than 75%,more than 75%,Blankets,,Plastic sheeting,,Mosquito nets,,On-site (<20 minutes),Piped water (taps),,Water truck,,OXFAM and Enpho,>15 ltr,None,,Not so good (not hygienic),Yes,11,No,Provided / Installed,SMA,Yes,On-site,Yes,No,Garbage pit,,No,None,No,"Yes, On-Site",Yes,Food Distribution/Donation,,"Monasteries, local NGO",No,Yes,Yes,Diarrhea,,Skin infections,,None,,Yes,Yes,,Off-site (< 30 minutes) ,,Local Clinic/med practitioners,,Yes,Art lab,Yes,Off-site (>20 minutes) ,,>75%,>75%,Daily Wage laborer,,5,No,No,No,,,,Yes,No,Yes,Police,,No,No,,"Yes, there is lighting but it is NOT adequate",Site management,,Yes,Site management,Recovery plans,,Yes,"Well organised, well managed, lack of basic needs for women"
Nepal,3,195,7-Jun-2015,,Sangkos,,Yes,5-May-2015,,Central Development Region,Bagmati,Dhading,Nilkantha,12,27.91839,84.89041,,,Spontaneous,"Open ground (park, playground, sports ground, other)",,,Private,Unknown,Unknown,Yes,Makeshift/tarpaulin shelter,,Yes,<25%,Yes,,,No,,,,,,No,Central Development Region,Bagmati,Dhading,Lapa,3,Bagmati,Dhading,Lapa,1,160,672,16,40,80,120,48,304,24,40,56,96,152,232,104,224,32,80,368,7,25,6,5,4,Longer,23/06/2015,None (Stay here),Unknown,House damaged/destroyed,,> 75%,No,Own,None,None,more than 75%,None,None,None,CGIs,,Kitchen sets,,Blankets,,Unknown,Other,Buying from neighbours.,None,,,<5 ltr,None,,Not so good (not hygienic),Yes,5,No,Provided / Installed,"UNICEF, Forest office",No,On-site,No,No,Garbage pit,,No,None,No,"Yes, On-Site",Yes,Food Distribution/Donation,,Volunteer,No,No,No,Other,Dysentary,Diarrhea,,None,,Unknown,Yes,,Unknown,,Government,,No,,Yes,Off-site (>20 minutes) ,,>75%,>75%,None,,0,No,No,No,,,,No,No,No,,,No,No,,No lighting,Mobile Phone,,No,,Recovery plans,,Yes,"CGI is desperate, shelter management necessary, water, food and health check up  (camp)"
Nepal,3,196,9-Jul-2015,,Charighyang,,Yes,25-Apr-2015,,Central Development Region,Janakpur,Dolakha,Bhimeswor Municipality,1,27.661594,86.048493,,,Spontaneous,Other,Slope land,,Private,Yes,<2 months,Yes,Makeshift/tarpaulin shelter,,No,,,,,Unknown,,,,,,No,Central Development Region,Janakpur,Dolakha,Bhimeshwor Municipality,10,Janakpur,Dolakha,Bhimeshwor Municipality,1,75,322,6,11,45,78,6,146,0,6,4,15,67,112,86,164,19,25,176,10,15,5,100,20,< 10 mins,12/5/15,Place of Habitual residence,No,House damaged/destroyed,,> 75%,No,Rent,None,< 25%,< 75%,None,< 50%,None,CGIs,,Kitchen sets,,Other,Water Filter,On-site (<20 minutes),Piped water (taps),,Piped water (taps),,,5-10 ltr,None,,Not so good (not hygienic),Yes,7,No,Provided / Installed,"Samaritan's Purse-3
Municipality- 4",No,On-site,No,No,Other,Collection by Municipality,No,None,No,"Yes, Off-site",Yes,Own cash,,,Unknown,Unknown,Unknown,Diarrhea,,Other,Dysentary,Other,Psychosocial problem,Yes,Yes,,Off-site (< 30 minutes) ,,Local Clinic/med practitioners,,Unknown,,Yes,Off-site (>20 minutes) ,,>75%,>75%,Trade,,5,No,No,Unknown,,,,No,No,Yes,Police,,No,No,,"Yes, there is lighting but it is NOT adequate",Mobile Phone,,Yes,CDO office,Work opportunities,,Yes,"Living in around 2-3 family eavh in 25 makeshift shelter in slope private land mostly from local nearby and people living in rent.
Increasing trend of leaving site and making self temporary shelter in private or rented land decresing in no. Of family comp"
Nepal,3,198,9-Jul-2015,,Singati,,Yes,13-May-2015,,Central Development Region,Janakpur,Dolakha,Lamidada,6,27.735697,86.163715,,,Spontaneous,Other,Cultivated land,,Private,Yes,<2 months,Yes,Other,CGI shelter,No,,,,,No,,,,,,No,Central Development Region,Janakpur,Dolakha,Lamidanda,6,,,,,120,492,0,12,78,120,12,222,6,6,24,36,84,162,126,246,30,42,270,5,25,3,50,5,< 10 mins,3/7/15,Place of Habitual residence,No,House damaged/destroyed,,> 75%,No,Rent,None,< 25%,more than 75%,None,< 75%,< 25%,CGIs,,None,,None,,On-site (<20 minutes),Spring/River,,Surface water,,,<5 ltr,All of the above,,Not so good (not hygienic),No,6,No,Provided / Installed,"1- Nepal Army
5- Personal",No,Off-site,No,No,Other,Threw in river,Yes,None,No,"Yes, On-Site",Yes,Food Distribution/Donation,,Udhyog Banijya Sangh dolakha,No,No,No,Diarrhea,,None,,None,,Yes,Yes,,On-site,Red Cross/ private clinic,Local Clinic/med practitioners,,No,,Yes,On-site (<20 minutes),SAVE and RED CROSS,>75%,>75%,Trade,,95,Yes,No,No,,,,No,No,Yes,Police,,Yes,No,,"Yes, there is lighting but it is NOT adequate",Mobile Phone,,Yes,CDO office,Other,Geographical study of the land they living currently.,Yes,"Living in makeshift (CGI) in private land nearby rivet displaced from market place mostly people living in rent.
There are two CFS run by SCI and Red Cross and lack of toilet compare to IDP Population.No. of IDPs increasing as people are returning back to"
Nepal,3,199,4-Jul-2015,,Dolalghat - 2 bagar,Bagar,Yes,25-Apr-2015,,Central Development Region,Bagmati,Kabhrepalanchok,Dolalghat,2,27.64234,85.7048,580.2068099,6,Spontaneous,"Open ground (park, playground, sports ground, other)",,,Public/Government,No,Unknown,Yes,Makeshift/tarpaulin shelter,,No,,,,,No,,,,,,Yes,Central Development Region,Bagmati,Kabhrepalanchok,Dolalghat,2,Bagmati,Kabhrepalanchok,,,78,353,0,0,107,75,12,194,4,4,16,16,52,159,75,150,12,24,159,4,9,4,5,4,< 10 mins,25/04/2015,None (Stay here),No,House damaged/destroyed,,> 75%,No,Own,None,< 25%,more than 75%,None,more than 75%,< 25%,CGIs,,Mosquito nets,,Tools,,Off-site (>20 minutes),Piped water (taps),,Piped water (taps),,,5-10 ltr,Suspended solids,,Not so good (not hygienic),No,3,No,Already on site,,Yes,On-site,Yes,No,No Waste Disposal System,,Yes,None,Yes,"Yes, On-Site",Yes,Own cash,,,No,No,No,Diarrhea,,Skin infections,,RTI,,No,Yes,,Off-site (1-2 hours) ,,Local Clinic/med practitioners,,No,,Yes,Off-site (>20 minutes) ,,>75%,>75%,Trade,,35,Yes,Yes,No,,,,No,No,No,,,Yes,No,,"Yes, there is lighting but it is NOT adequate",Radio / News,,No,,Recovery plans,,Yes,"No drinking water available on site, not enough latrines and no availability of safe cooking facilities for all."
Nepal,3,200,9-Jul-2015,,Chhap,,No,,30-May-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
