country,round,site_id,site_name,,survey_date,site_zone,site_district,site_municipality,site_latitude,site_longitude,site_open,site_date_close,site_class,site_type,,site_date_open,site_date_close_exp,site_access,site_owner,site_shelter,,smc_exist,smc_per_female,site_community,,,sma_exist,sma_type,,sma_name,,,regist_activity,,,,,,,,,,,,,,,origin_zone,origin_district,origin_municipality,,,,,,n_family,n_infants_male,n_child_male,n_youth_male,n_adult_male,n_elder_male,n_male,n_infants_female,n_infants,n_child_female,n_child,n_youth_female,n_youth,n_adult_female,n_adult,n_elder_female,n_elder,n_female,n_total,n_pregnant,n_lactating,n_pwd,n_chronic_ill,n_hoh_female,n_hoh_child,n_hoh_elder,n_min_ethnic,,site_idp_last,return_area,prev_displaced,return_prevent,,per_sleep_site,,per_hh_outside,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safecook,,,nfi_a,,nfi_b,,nfi_c,,,,water_location,water_source_np,,water_source_p,,water_avg,,,latrine_cond,n_latrine,latrine_lock,,latrine_gender,bathing_gender,hyg_waste,,hyg_open_def,hyg_station,hyg_evidence,food_access,food_market,food_source,,,food_sup_lac,food_sup_child,health_issue,,health_issue_b,,health_issue_c,,health_center,,health_center_dist,health_provider,,health_medicine,edu_access,edu_distance,per_sch_female,per_sch_male,,job_main,,per_hh_income,job_access,,job_cattle_site,food_land,job_recruit,,sec_provided,,sec_provider,,,,sec_reported,support_problem,,n_space_child,n_space_female,,,sec_mens_seg,,sec_min_discriminate,safe_male,safe_child,safe_female,site_lighting,info_src,,info_complaint,,info_main,,info_free,
Nepal,2,16,National Academy,,21-May-2015,Bagmati,Kathmandu ,Kathmandu Municipality ,27.7089000,85.3208000,Yes,,Spontaneous,Collective Settlement / Centre,,12-May-2015,<2 weeks,Yes,Public / Government,Tents / Temporary shelter,,Yes,<25%,No,,,No,Local NGO,,,,,No,Yes,NGO,Yes,NGO,Yes,NGO,Yes,NGO,Yes,Police,Yes,NGO,Unknown,,Bagmati,Kathmandu,,,,,,,15,2,4,0,17,4,27,2,4,2,6,0,0,24,41,6,10,34,61,2,22,1,25,0,0,15,0,12/5/15,12/5/15,Place of origin,Unknown,Lack of safety,,> 75%,Yes,None,None,More than 75%,None,More than 75%,More than 75%,< 50%,More than 75%,Soap,,None,,None,Indoor games for kids,Yes,Yes,On-site (<20 minutes),Water truck,,Water truck,,>15 liters,None,,No latrines,0,No,Yes,No,Unknown,Burning,,No,Yes,No,"Yes, on-site",Yes,Distribution,,Yes,Yes,Yes,None,,None,,None,,Yes,Yes,On-site (<3 km),NGOs,,Yes,Yes,On-site (<20minutes),<50%,>75%,Onsite,Employed,,50.00%,Yes,No,No,No,No,,Yes,No,Police,,None,,No,None,,1,1,Yes,No,No,,No,Yes,Yes,Yes,"Yes, there is lighting but it is not adequate",Radio / News,,Unknown,,Unknown,,Yes,Site
Nepal,2,17,Election Commision Office,,22-May-2015,Bagmati,Kathmandu ,Kathmandu Municipality ,27.7121000,85.3145000,Yes,,Spontaneous,Collective Settlement / Centre,,25/04/2015,Unknown,Yes,Public / Government,Tents / Temporary shelter,,Yes,None,Yes,,,No,Government,,,,,Yes,Yes,Municipalities,Yes,INGO NGO,No,,No,,Yes,Unknown,No,,No,,Bagmati,Kathmandu,Kathmandu Municipality ,Kathmandu Municipality ,Bagmati,Kathmandu,Kathmandu Municipality ,29,97,8,36,24,138,20,226,4,12,22,58,32,56,156,294,16,36,230,456,10,0,3,30,0,0,0,0,25/04/2014,12/5/15,Place of origin,Unknown,Unknown,,> 75%,Unknown,None,More than 75%,< 25%,None,< 25%,< 75%,None,None,None,,None,,Soap,,No,Yes,On-site (<20 minutes),None,,Water truck,,>15 liters,None,,Good,6,Yes,Yes,Yes,No,Garbage pit,,No,Yes,No,No,Yes,Cash,,Unknown,No,No,None,,None,,None,,Yes,No,Off-site (<3 km),Local clinic,,No,No,Unknown,,,,None,,0.00%,Yes,No,No,No,No,,Yes,No,Other,Armed Police Force,,,No,None,,0,0,Yes,No,No,,No,Yes,Yes,Yes,"Yes, there is lighting but it is not adequate",Radio / News,,No,,None,,Yes,Site
Nepal,2,18,Social Welfare Council,,21-May-2015,Bagmati,Kathmandu ,Kathmandu Municipality ,27.7166000,85.3153000,Yes,,Pre identified site / Open Space,Collective Settlement / Centre,,25/04/2015,Unknown,Yes,Public / Government,Tents / Temporary shelter,,No,,,,,No,,,,,,No,No,,Yes,"Ward,police",Yes,"Ward,police",No,,Yes,Na,No,,No,,Bagmati,Kathmandu,Kathmandu Municipality ,27,Bagmati,Kathmandu,Kathmandu Municipality ,Na,91,0,4,16,31,9,60,1,1,4,8,19,35,32,63,7,16,63,123,0,0,0,0,0,0,0,0,25/05/2015,24/05/2015,Habitual resident,Unknown,Basic infrastructures damage,,Unknown,Unknown,< 75%,< 75%,< 75%,< 75%,Unknown,None,None,Unknown,Plastic sheeting,,None,,None,,Yes,Unknown,On-site (<20 minutes),Water truck,,Water truck,,Unknown,None,,Not so good,4,No,No,No,No,Garbage pit,,No,None,No,No,Yes,Cultivated,,No,No,No,None,,None,,None,,No,,Unknown,Unknown,,No,No,Unknown,,,,Employed,,0.00%,No,No,No,No,No,,Yes,No,Police,,,,Unknown,None,,0,0,No,No,No,,Unknown,Yes,Yes,Yes,No lighting,Families & friends,,Yes,Ward office,Unknown,,Unknown,Site
Nepal,2,20,Sallaghari Tinkune,,21-May-2015,Bagmati,Bhaktapur,Katunje,27.6732000,85.4073000,Yes,,Pre identified site / Open Space,Collective Settlement / Centre,,25/04/2015,<2 weeks,Yes,Public / Government,Tents / Temporary shelter,,No,,,,,No,,,,,,No,No,,No,,No,,No,,No,,No,,No,,Bagmati,Sindhupalchok,Gati,"8,9",Bagmati,Sindhupalchok,Mangkha,1,20,2,8,10,50,2,72,0,2,2,10,24,34,50,100,6,8,82,154,1,1,2,0,0,0,0,0,25/04/2015,29/04/2015,Place of origin,No,House damaged / destroyed,,> 75%,No,None,None,More than 75%,None,None,None,None,None,Plastic sheeting,,Kitchen sets,,Blankets,,Yes,No,Off-site (<20 minutes),None,,Bottled water,,10-15 liters,None,,No latrines,0,No,No,No,No,Burning,,No,Unknown,No,No,Yes,Cash,,No,No,No,Diarrhea,,RTI,,Other,Stomach pain,No,,Unknown,Unknown,,No,No,Unknown,,,,None,,0.00%,No,No,No,No,No,,No,No,,,None,,No,None,,0,0,No,No,Unknown,,No,Yes,Yes,Yes,No lighting,Mobile phone,,Yes,Local Leaders,Shelter,,Yes,Site
Nepal,2,21,Padma High School,,25-May-2015,Bagmati,Bhaktapur,Bhaktapur Municipality,27.6721000,85.4284000,Yes,,Pre identified site / Open Space,Transitional Centre,,25/04/2015,Unknown,No physical access,Public / Government,School,,Yes,<50%,Unknown,,,No,,,,,,No,Yes,Local people,No,,Yes,Self,Yes,Self,Yes,Police,No,,Yes,Self,Bagmati,Bhaktapur,Bhaktapur Municipality,,Bagmati,Bhaktapur,Bhaktapur Municipality,,75,5,5,15,20,5,50,5,10,25,30,5,20,30,50,5,10,70,120,2,5,1,2,0,0,0,0,25/04/2015,12/5/15,Place of origin,No,Lack of food,,None,No,None,< 50%,< 25%,None,< 25%,< 25%,< 25%,None,Blankets,,Kitchen sets,,Plastic sheeting,,Yes,No,Off-site (<20 minutes),Water truck,,Water truck,,5-10 liters,None,,Not so good,2,No,No,Yes,No,Garbage pit,,Yes,Yes,No,"Yes, on-site",Yes,Cultivated,,No,Yes,Unknown,Diarrhea,,Diarrhea,,Diarrhea,,No,,Unknown,Unknown,,No,No,Unknown,,,,Craftsman,,0.00%,No,No,No,Yes,No,,No,Yes,,,Alcohol / Drug-related disturb,,No,None,,5,2,Yes,No,No,,Yes,Yes,Yes,Yes,"Yes, there is lighting and it is adequate",Social media,,No,,Shelter,,Yes,Priority site
Nepal,2,22,Kamal Binayak (Sarswoti English School),,23-May-2015,Bagmati,Bhaktapur,Bhaktapur Municipality,27.6756000,85.4367000,Yes,,Pre identified site / Open Space,Transitional Centre,,25/04/2015,Unknown,Yes,Public / Government,Tents / Temporary shelter,,Yes,<25%,Yes,,,No,,,,,,Unknown,Unknown,,Unknown,,Unknown,,No,,Unknown,,Unknown,,Unknown,,Bagmati,Bhaktapur,Bhaktapur Municipality,"1,2,3,4",,,,,180,0,48,60,360,12,480,24,24,48,96,156,216,384,744,24,36,636,1116,10,4,2,1,20,0,6,0,25/04/2015,20/05/2015,None (stay here),Yes,House damaged / destroyed,,> 75%,Unknown,None,None,< 25%,None,< 25%,< 50%,< 25%,None,Mosquito nets,,Blankets,,Bucket,,Yes,Yes,Off-site (<20 minutes),Water truck,,Water truck,,5-10 liters,taste,,Not so good,7,Yes,Yes,Yes,No,Burning,,Yes,None,Yes,"Yes, on-site",Yes,Distribution,,Yes,Yes,Yes,Diarrhea,,RTI,,Dysentery,,Yes,Yes,On-site (>3 km),Government,,Yes,Yes,On-site (>20 minutes),<50%,< 25%,Onsite,Agro-pastoralism,,0.00%,No,No,No,No,No,,Yes,Yes,Local authorities,,None,,Unknown,None,,0,0,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Local leader,,No,,Distribution,,Yes,Site
Nepal,2,23,Adarsa Azad Higher Secondary School,,22-May-2015,Bagmati,Bhaktapur,Bhaktapur Municipality,27.6677000,85.4320000,Yes,,Pre identified site / Open Space,Collective Settlement / Centre,,24/04/2015,Unknown,Yes,Public / Government,School,,No,,,,,No,,,,,,No,No,,No,,No,,No,,No,,No,,No,,Bagmati,Bhaktapur,Bhaktapur Municipality,,,,,,22,0,15,30,125,5,175,15,15,20,35,40,70,135,260,10,15,220,395,0,1,3,1,1,0,5,0,25/04/2015,12/5/15,Habitual resident,No,House damaged / destroyed,,> 75%,No,None,None,< 25%,< 75%,More than 75%,More than 75%,None,None,Mosquito nets,,Blankets,,Kitchen sets,,No,No,On-site (<20 minutes),unprotected well,,Water truck,,>15 liters,None,,Not so good,8,Yes,Yes,Yes,No,Other,Municipality,No,"Yes, but no soap / water inside",No,"Yes, off-site",Yes,Cash,,No,No,No,None,,None,,None,,Yes,Yes,On-site (<3 km),Local clinic,,Yes,No,Unknown,,,,Agro-pastoralism,,0.00%,No,No,No,Yes,No,,No,No,,,,,No,Not enough assistance for all entitled,,1,1,No,No,No,,No,Yes,Yes,Yes,No lighting,Radio / News,,Yes,Local Leaders,Distribution,,Yes,Site
Nepal,2,24,Basu School,,21-May-2015,Bagmati,Bhaktapur,Jhaukhel,27.6784000,85.4293000,Yes,,Spontaneous,Collective Settlement / Centre,,25/04/2015,Unknown,Yes,Public / Government,Tents / Temporary shelter,,No,,,,,No,,,,,,No,No,,No,,No,,No,,No,,No,,No,,Bagmati,Bhaktapur,Bhaktapur Municipality,10,,,,,7,1,2,9,15,7,34,5,6,11,13,4,13,11,26,4,11,35,69,0,0,0,0,0,0,0,0,25/04/2015,24/05/2015,Habitual resident,Unknown,House damaged / destroyed,,< 50%,No,None,< 75%,< 75%,None,None,None,None,None,Plastic sheeting,,Blankets,,Kitchen sets,,No,No,On-site (<20 minutes),Other,Tap,Piped water supply,,no answer,odor/smell,,Not so good,1,Yes,Yes,No,No,Garbage pit,,Yes,"Yes, but no soap / water inside",No,"Yes, on-site",No,Cash,,No,No,No,Diarrhea,,RTI,,None,,No,,Unknown,Unknown,,No,No,Unknown,,,,None,,0.00%,No,No,No,No,No,,No,No,,,None,,No,Unknown,,0,0,No,No,No,,Unknown,Yes,Yes,Yes,No lighting,Radio / News,,No,,Distribution,,Yes,Site
Nepal,2,25,Bhaktapur Bahumukhi Campus,,22-May-2015,Bagmati,Bhaktapur,Bhaktapur Municipality,27.6700000,85.4217000,Yes,,Spontaneous,Collective Settlement / Centre,,14/05/2015,Unknown,Yes,Public / Government,Community Center,,Yes,<25%,Yes,,,No,Individual / Private,,,,,Yes,Yes,Leader,No,,Yes,Red cross society,No,,Yes,Leader,Yes,Leader,No,,Bagmati,Bhaktapur,Bhaktapur Municipality,"15,16,17",,,,,30,25,10,5,60,0,100,32,57,5,15,23,28,65,125,10,10,135,235,2,6,0,5,5,0,25,12,25/04/2015,15/05/2015,None (stay here),Yes,Lack of safety,,< 50%,No,None,< 50%,< 50%,None,None,None,None,None,Kitchen sets,,Blankets,,Mosquito nets,,Yes,Yes,Off-site (<20 minutes),Water truck,,Water truck,,5-10 liters,Odor / smell,,Good,3,Yes,Yes,No,No,Other,Co ordination with municipality,No,Yes,No,"Yes, off-site",Yes,Cash,,No,No,No,None,,None,,None,,No,,Unknown,Unknown,,No,No,Unknown,,,,Agro-pastoralism,,0.00%,No,No,No,Yes,Yes,Kathmandu for daily wage labour,Yes,No,Local authorities,,,,Yes,Not enough assistance for all entitled,,2,2,Yes,No,No,,Yes,Yes,Yes,Yes,No lighting,Radio / News,,No,,Recovery plans,,Yes,Site
Nepal,2,26,Bhelukhel,,22-May-2015,Bagmati,Bhaktapur,Bhaktapur Municipality,27.6690000,85.4302000,Yes,,Spontaneous,Collective Settlement / Centre,,25/04/2015,Unknown,Yes,Public / Government,Tents / Temporary shelter,,Yes,<25%,Yes,,,No,Individual / Private,,,,,Yes,Unknown,,No,,No,,No,,No,,No,,No,,Bagmati,Bhaktapur,Bhaktapur Municipality,11/12/15,Bagmati,Sindhupalchok,,,50,25,50,25,25,50,175,0,25,25,75,25,50,50,75,25,75,125,300,2,10,1,5,0,0,0,0,25/04/2015,25/05/2015,Habitual resident,Unknown,House damaged / destroyed,,> 75%,Yes,None,More than 75%,More than 75%,None,More than 75%,More than 75%,None,None,Plastic sheeting,,Kitchen sets,,Blankets,,No,Yes,On-site (<20 minutes),None,,Water truck,,10-15 liters,odor/smell,,Not so good,2,Yes,Yes,Yes,No,Garbage pit,,No,"Yes, but no soap / water inside",Yes,"Yes, on-site",Yes,Cash,,No,No,No,Diarrhea,,RTI,,Dysentery,,No,,Unknown,Unknown,,No,No,Unknown,,,,Agro-pastoralism,,0.00%,No,No,No,No,No,,No,No,,,,,Yes,Fighting between recipients,,3,2,No,No,Unknown,,Unknown,Yes,Yes,Yes,"Yes, there is lighting but it is not adequate",Local leader,,No,,Distribution,,No,Priority site
Nepal,2,29,Khwopa College,,24-May-2015,Bagmati,Bhaktapur,Jhaukhel,27.6775000,85.4324000,Yes,,Spontaneous,Collective Settlement / Centre,,25/04/2015,Unknown,Yes,Public / Government,Tents / Temporary shelter,,No,,,,,No,,,,,,No,No,,No,,No,,No,,No,,No,,No,,Bagmati,Bhaktapur,Bhaktapur Municipality,"5,9,10",Bagmati,Bhaktapur,Bhaktapur Municipality,5,90,75,78,76,103,201,533,88,163,95,173,48,124,106,209,79,280,416,949,1,0,1,0,0,0,0,0,25/04/2015,26/04/2015,Habitual resident,No,House damaged / destroyed,,> 75%,No,None,More than 75%,More than 75%,None,None,None,None,None,Plastic sheeting,,Kitchen sets,,Blankets,,No,No,Off-site (>20 minutes),Other,Lake,Water truck,,10-15 liters,odor/smell,,Good,20,Yes,No,Yes,No,Garbage pit,,No,Yes,Yes,No,Yes,Cash,,No,No,No,Diarrhea,,RTI,,Dysentery,,Yes,Unknown,Off-site (>3 km),Government,,No,No,Unknown,,,,None,,0.00%,No,No,No,No,No,,No,No,,,,,No,Unknown,,0,0,No,No,No,,No,Yes,Yes,Yes,"Yes, there is lighting but it is not adequate",Mobile phone,,,,Other,"Distribution, shelter",Yes,Priority site
Nepal,2,30,Khwopa Engineering College,,22-May-2015,Bagmati,Bhaktapur,Bhaktapur Municipality,27.6709000,85.4398000,Yes,,Pre identified site / Open Space,Collective Settlement / Centre,,25/04/2015,Unknown,Yes,Public / Government,Tents / Temporary shelter,,Yes,<25%,Yes,,,No,,,,,,No,Yes,Community leader,Yes,Red cross society,Yes,Red cross society,No,,No,,No,,No,,Bagmati,Bhaktapur,Bhaktapur Municipality,"6 ,5",,,,,90,0,50,30,80,0,160,0,0,20,70,60,90,100,180,0,0,180,340,7,7,3,2,14,0,0,0,25/04/2015,12/5/15,Habitual resident,No,House damaged / destroyed,,> 75%,No,None,None,< 25%,None,< 25%,None,None,<25%,Blankets,,Plastic sheeting,,Bucket,,Yes,Yes,On-site (<20 minutes),Other,Boring,Water truck,,>15 liters,None,,Good,7,Yes,Yes,Yes,No,Other,Pickup,No,"Yes, but no soap / water inside",No,No,Yes,Cash,,No,No,Yes,Other,Heart problem,Other,Injury,None,Stress,Yes,No,Off-site (<3 km),Local clinic,,No,No,Unknown,,,,Agro-pastoralism,,0.00%,No,No,No,No,No,,Yes,No,Community leaders,,,,Yes,None,,3,6,No,Unknown,No,,No,Yes,Yes,Yes,"Yes, there is lighting but it is not adequate",Mobile phone,,No,,Work opportunities,,Yes,Priority site
Nepal,2,32,Maheshwori Football Ground,,24-May-2015,Bagmati,Bhaktapur,Bhaktapur Municipality,27.6699000,85.4361000,Yes,,Spontaneous,Collective Settlement / Centre,,25/04/2015,Unknown,Yes,Public / Government,Tents / Temporary shelter,,Yes,None,Yes,,,No,Individual / Private,,Maheshori keel maidan,No,No,No,Yes,Government,Yes,Government,Yes,China red cross,Yes,Leder,Yes,Government,Yes,Leder,No,,Bagmati,Bhaktapur,Bhaktapur Municipality,"6,2,7,",Bagmati,Bhaktapur,Bhaktapur Municipality,8,300,30,165,300,480,105,1080,30,60,60,225,195,495,600,1080,75,180,960,2040,25,10,12,16,0,0,0,50,25/04/2015,5/5/15,Habitual resident,Unknown,House damaged / destroyed,,> 75%,No,None,More than 75%,None,None,More than 75%,More than 75%,None,None,Plastic sheeting,,Blankets,,Kitchen sets,,Yes,Yes,On-site (<20 minutes),Other,Lake,Water truck,,Unknown,odor/smell,,Not so good,12,Yes,Yes,Yes,No,Garbage pit,,No,"Yes, but no soap / water inside",No,No,No,Cash,,No,No,No,Diarrhea,,RTI,,Dysentery,,Yes,Yes,On-site (<3 km),International Organisation,,Yes,Yes,On-site (<20minutes),<50%,< 50%,Onsite,Agro-pastoralism,,0.00%,No,No,No,No,Unknown,,Yes,No,Police,,,,Yes,None,,5,0,No,No,No,,No,Yes,Yes,Yes,"Yes, there is lighting but it is not adequate",Local leader,,No,,Distribution,,Yes,Priority site
Nepal,2,33,Nasamana,,24-May-2015,Bagmati,Bhaktapur,Bhaktapur Municipality,27.6706000,85.4273000,Yes,,Spontaneous,Transitional Centre,,25/04/2015,Unknown,No physical access,Public / Government,Tents / Temporary shelter,,No,,,,,No,,,,,,No,Yes,Government,No,,Yes,Own self,No,,No,,No,,No,,Bagmati,Bhaktapur,Bhaktapur Municipality,13,Bagmati,Bhaktapur,Bhaktapur Municipality,12,14,8,12,15,11,9,55,12,20,18,30,20,35,21,32,16,25,87,142,0,0,0,0,0,0,0,0,25/04/2015,27/04/2015,Habitual resident,No,House damaged / destroyed,,< 25%,No,None,< 50%,< 50%,None,None,< 75%,None,None,Plastic sheeting,,Kitchen sets,,Blankets,,No,No,On-site (<20 minutes),Other,Lake,Water truck,,Unknown,odor/smell,,Not so good,2,No,No,No,No,Garbage pit,,Yes,"Yes, but no soap / water inside",No,"Yes, on-site",No,Cash,,No,No,No,Diarrhea,,RTI,,Dysentery,,Yes,No,Off-site (>3 km),Government,,No,No,Unknown,,,,Agro-pastoralism,,0.00%,No,No,No,No,No,,No,No,,,,,No,None,,0,0,No,No,Unknown,,No,No,No,No,Unknown,Mobile phone,,No,,None,,Yes,Site
Nepal,2,34,Suryamadi,,24-May-2015,Bagmati,Bhaktapur,Bhaktapur Municipality,27.6734000,85.4375000,Yes,,Spontaneous,Host Community,,25/04/2015,Unknown,Yes,Private,Tents / Temporary shelter,,No,,,,,No,,,,,,No,Yes,Leder,Yes,Leder,Yes,Leder,Yes,Leder,Yes,Leder,Yes,Leder,No,,Bagmati,Bhaktapur,Bhaktapur Municipality,"1,3",,,,,70,50,65,90,105,25,335,40,90,45,110,40,130,45,150,15,40,185,520,0,3,3,0,0,0,0,0,25/04/2015,5/5/15,None (stay here),Unknown,House damaged / destroyed,,> 75%,No,None,< 75%,< 25%,None,< 75%,< 75%,None,None,Plastic sheeting,,Soap,,Blankets,,Yes,Yes,Off-site (>20 minutes),Water truck,,Water truck,,10-15 liters,None,,Good,4,No,Yes,Yes,No,Garbage pit,,No,None,Yes,"Yes, on-site",Yes,Cash,,No,No,No,None,,None,,None,,Yes,Yes,Off-site (>3 km),Government,,Yes,Yes,On-site (<20minutes),>75%,<75%,Onsite,Agro-pastoralism,,0.00%,No,No,Yes,Yes,No,,Yes,No,Police,,,,Unknown,Not enough assistance for all entitled,,0,0,Yes,Yes,No,,No,Yes,Yes,Yes,No lighting,Local leader,,No,,Recovery plans,,Yes,Priority site
Nepal,2,35,Pottery Square,,22-May-2015,Bagmati,Bhaktapur,Bhaktapur Municipality,27.6699000,85.4279000,Yes,,Pre identified site / Open Space,Collective Settlement / Centre,,25/04/2015,Unknown,Yes,Public / Government,Empty building,,No,,,,,No,,,,,,No,Yes,Ngo,Yes,Leader,Yes,Red cross society,Yes,Leader,No,,No,,No,,Bagmati,Bhaktapur,Bhaktapur Municipality,12,,,,,25,30,0,20,30,0,80,0,30,5,5,5,25,60,90,0,0,70,150,0,1,1,15,3,0,10,0,25/04/2015,12/5/15,None (stay here),Yes,House damaged / destroyed,,> 75%,No,None,< 25%,< 50%,None,< 75%,< 50%,None,<25%,Plastic sheeting,,Kitchen sets,,Mosquito nets,,Yes,Yes,Off-site (<20 minutes),unprotected well,,Water truck,,5-10 liters,taste,,Not so good,3,Yes,Yes,No,No,Other,Co ordination with municipality,No,"Yes, but no soap / water inside",No,"Yes, on-site",Yes,Distribution,,No,No,No,Dysentery,,None,,None,,Yes,Yes,Off-site (<3 km),Local clinic,,No,No,Unknown,,,,Agro-pastoralism,,0.00%,No,No,No,No,No,,Yes,No,Police,,,,No,Fighting between recipients,,0,0,No,Yes,No,,No,Yes,Yes,Yes,No lighting,Radio / News,,No,,Shelter,,Yes,Site
Nepal,2,37,Vidyarthi Niketan,,24-May-2015,Bagmati,Bhaktapur,Bhaktapur Municipality,27.6722000,85.4297000,Yes,,Spontaneous,Collective Settlement / Centre,,25/04/2015,Unknown,Yes,Public / Government,School,,No,,,,,No,,,,,,No,No,,Yes,Own self,No,,No,,No,,Yes,Government,No,,Bagmati,Bhaktapur,Bhaktapur Municipality,8.11,,,,,72,58,50,55,105,12,280,60,118,75,125,40,95,98,203,25,37,298,578,0,4,0,0,0,0,0,0,25/04/2015,26/04/2015,Habitual resident,No,House damaged / destroyed,,None,Unknown,None,< 25%,< 50%,None,< 75%,< 75%,None,<50%,Plastic sheeting,,Mosquito nets,,Kitchen sets,,No,Yes,On-site (<20 minutes),hand pumps,,Bottled water,,10-15 liters,suspended solids,,Good,2,Yes,Yes,No,No,Garbage pit,,Yes,Yes,Yes,"Yes, on-site",No,Cash,,No,No,No,Diarrhea,,RTI,,None,,No,,Unknown,Unknown,,No,Yes,On-site (<20minutes),Unknown,Unknown,Onsite,None,,0.00%,No,No,No,No,No,,No,No,,,,,Unknown,None,,0,0,No,No,No,,No,Yes,Yes,Yes,"Yes, there is lighting but it is not adequate",Mobile phone,,No,,Shelter,,Yes,Site
Nepal,2,38,Saraswati Vidyagriha,,22-May-2015,Bagmati,Bhaktapur,Bhaktapur Municipality,27.6756000,85.4368000,Yes,,Spontaneous,Collective Settlement / Centre,,25/04/2015,Unknown,Yes,Public / Government,Tents / Temporary shelter,,No,,,,,No,,,,,,No,No,,No,,Yes,Red cross society,No,,No,,Unknown,,No,,Bagmati,Bhaktapur,Bhaktapur Municipality,"15,17",,,,,90,0,10,30,80,0,120,0,0,50,60,50,80,100,180,70,70,270,390,0,5,0,0,0,0,0,0,25/04/2015,14/05/2015,Habitual resident,Yes,House damaged / destroyed,,> 75%,No,None,< 75%,< 75%,< 25%,< 50%,None,None,None,Kitchen sets,,Bucket,,Plastic sheeting,,No,No,On-site (<20 minutes),Water truck,,Water truck,,10-15 liters,odor/smell,,Not so good,2,Yes,Yes,No,No,Garbage pit,,Yes,"Yes, but no soap / water inside",No,No,Yes,Cash,,No,No,No,Diarrhea,,None,,RTI,,No,,Unknown,Unknown,,No,No,Unknown,,,,Agro-pastoralism,,25.00%,No,No,No,No,No,,No,No,,,,,No,Not enough assistance for all entitled,,0,0,No,No,No,,No,Yes,Yes,Yes,No lighting,Local leader,,No,,Distribution,,Yes,Priority site
Nepal,2,40,Lagankhel Football Ground ,,25-May-2015,Bagmati,Lalitpur ,Lalitpur Sub Municipality ,27.6648000,85.3210000,Yes,,Planned,Camp,,25/04/2015,Unknown,Yes,Private,Tents / Temporary shelter,,No,,,,,No,,,,,,Yes,Yes,Office,Yes,Bangladesh,No,,No,,Yes,Military,Yes,Buddhi Bikash Mandal,No,,Janakpur,Sindhuli,Amale,,,,,,27,5,15,18,40,6,84,0,5,0,15,15,33,54,94,0,6,69,150,0,8,0,0,1,0,1,3,24/04/2015,24/04/2015,None (stay here),No,House damaged / destroyed,,> 75%,No,< 25%,< 75%,< 75%,None,None,< 75%,None,<25%,Plastic sheeting,,Other,Food,None,,No,No,On-site (<20 minutes),Water truck,,Water truck,,10-15 liters,None,,Good,2,Yes,Yes,No,No,Garbage pit,,No,None,No,"Yes, off-site",Yes,Cash,,No,No,No,None,,None,,None,,Yes,Yes,Off-site (<3 km),NGOs,,Yes,Yes,On-site (<20minutes),<50%,<75%,None,None,,40.00%,Yes,No,No,No,No,,Yes,Yes,Military,,Theft,,No,None,,0,0,Yes,Yes,No,,No,Yes,Yes,Yes,No lighting,Radio / News,,No,,Other relief assistance,,Yes,Site
Nepal,2,41,Bagmati Corridor 1,,25-May-2015,Bagmati,Lalitpur ,Lalitpur Sub Municipality ,27.6757000,85.2946000,Yes,,Spontaneous,Collective Settlement / Centre,,25/04/2015,Unknown,Yes,Public / Government,Tents / Temporary shelter,,No,,,,,No,,,,,,No,No,,Yes,Gurudwara,No,,No,,Yes,Police,No,,No,,Bagmati,Kathmandu,Indrayani,,,,,,60,4,15,15,63,4,101,0,4,0,15,21,36,46,109,12,16,79,280,0,15,0,0,1,0,1,5,25/04/2015,17/05/2015,None (stay here),Unknown,House damaged / destroyed,,> 75%,No,None,More than 75%,More than 75%,None,< 25%,< 25%,< 25%,More than 75%,Plastic sheeting,,Blankets,,Other,Toilet,No,No,On-site (<20 minutes),Protected well,,Protected well,,<5 liters,suspended solids,,Not so good,2,Yes,No,No,Yes,Garbage pit,,No,Yes,Yes,Unknown,Yes,Cash,,No,Unknown,Unknown,Diarrhea,,Other,Allergy,None,,No,,Unknown,Unknown,,No,No,Unknown,,,,Unknown,,0.00%,No,No,No,No,No,,Yes,No,Police,,,,No,None,,0,0,Yes,No,No,,Unknown,Yes,Yes,Yes,"Yes, there is lighting but it is not adequate",Radio / News,,No,,Recovery plans,,Yes,Priority site
