country,survey_date,round,site_region,site_province,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,site_date_open,,,site_date_close,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,sma_name,,regist_activity,,support_wash,support_health,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_child_male,n_child_female,n_youth_male,n_youth_female,n_adult_male,n_adult_female,n_elder_male,n_elder_female,n_pregnant,n_lactating,n_pwd,,n_elder,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,pre_displaced,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_remark,water_complaint,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,hyg_promotion,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,health_screen,food_sup_lac,food_sup_child,,,,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_issue,sec_gbv,sec_phys_violence,sec_child_issue,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,
Nigeria,1/21/2016,8,TARABA,GASSOL,MUTUM BIYU I,TR_S005,LG QUARTERS,INFORMAL,10.45524,8.3746,Spontaneous,Collective Settlement/Centre,6/8/2014,Open,Unknown,NULL,Yes,NULL,Public/Government,Government building,No,N/A,NULL,NULL,No,NULL,NULL,,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,TARABA,WUKARI,AVYI,TARABA,WUKARI,PUJE,57,392,11,18,38,41,63,46,64,77,18,16,18,35,2,0,34,6,0,20,4,32,0,8/6/2014,6/3/2015,No,TARABA,WUKARI,HOSPITAL,Place of origin,House damaged/destroyed,None,None,<25%,<75%,<50%,<75%,<50%,<25%,Hygiene kits,Kitchen sets,Other,Off-site (>10 mn),<50 %,No,Unprotected well,Unprotected well,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),2,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,Malaria,Fever,Malnutrition,Yes,Yes,On-site (<3 km),Local clinic,Yes,Off-site,<1 km,None,Daily labourer,31,Yes,No,Yes,Yes,No,Military,None,None,None,None,Assistance was physically inadequate for most vulnerable,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Local Leader,Distribution,Yes,1516
Nigeria,1/21/2016,8,TARABA,WUKARI,AVYI,TR_S006,EBENEZER PRIMARY SCHOOL WUKARI,INFORMAL,9.768037,7.87403,Spontaneous,Collective Settlement/Centre,6/3/2015,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,No,NULL,NULL,No,NULL,NULL,,Yes,No,Yes,Yes,Yes,Yes,No,No,No,TARABA,GASSOL,WURYO,TARABA,GASSOL,WURYO,34,168,1,4,5,7,28,44,33,36,4,6,7,9,0,0,10,0,0,4,4,5,0,6/3/2015,04/25/2015,No,TARABA,GASSOL,WURYO,Place of origin,Accessibility,None,None,<25%,>75%,<50%,>75%,None,None,Blankets/Mats,Kitchen sets,Soap,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),2,No,No,No,No waste disposal system,2,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",No,Irregular,Host community donation,No,No,No,Fever,Diarrhea,Skin disease,Yes,Yes,Off-site (<3 km),None,No,Off-site,<1 km,None,Agro-pastoralism,2,No,No,No,No,No,None,None,None,None,None,None,0,0,No,No,Yes,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Mobile phone,Safety and Security,No,1515
Nigeria,1/23/2016,8,TARABA,WUKARI,PUJE,TR_S009,EAST PRIMARY SCHOOL,INFORMAL,9.785993,7.8676102,Spontaneous,Collective Settlement/Centre,4/20/2014,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,No,NULL,NULL,No,NULL,NULL,,No,No,Yes,No,Yes,No,No,No,No,TARABA,WUKARI,JIBU,TARABA,GASSOL,WURYO,82,584,7,10,26,37,92,118,120,149,14,11,9,20,1,0,25,0,16,8,4,17,0,6/4/2015,10/20/15,Yes,TARABA,NULL,NULL,Place of origin,House damaged/destroyed,None,None,None,>75%,None,>75%,None,None,Blankets/Mats,Kitchen sets,Soap,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,No answer,0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",No,Irregular,Host community donation,No,No,No,Fever,Diarrhea,Skin disease,No,No,On-site (<3 km),None,No,Off-site,<10 km,None,Agro-pastoralism,2,Yes,No,No,No,No,None,None,None,None,None,Assistance was physically inadequate for most vulnerable,0,0,Yes,No,Yes,No,No,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Safety and Security,No,1520
Nigeria,1/25/2016,8,TARABA,DONGA,ASIBITI,TR_S011,DOZUMGA PRMARY SCHOOL,INFORMAL,10.04586,7.64321,Spontaneous,Collective Settlement/Centre,06/13/2013,Open,Unknown,NULL,Yes,NULL,Public/Government,School,No,N/A,NULL,NULL,No,NULL,NULL,,Yes,No,No,No,Yes,Yes,Yes,No,No,TARABA,DONGA,ASIBITI,PLATEAU,WASE,KADARKO,50,180,9,12,23,18,23,19,41,24,4,7,10,28,0,0,11,0,0,0,4,5,7,06/17/2013,12/19/2015,Yes,TARABA,DONGA,ASIBITI,Place of origin,House damaged/destroyed,<25%,None,<25%,<75%,None,<25%,None,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (>10 mn),>50 %,No,Unprotected well,Unprotected well,Unknown,No,Taste,Yes,Not so good (Not hygienic),2,No,No,No,Garbage pit,0,Yes,Yes,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,Fever,Cough,RTI,Yes,Yes,Off-site (<3 km),Government,No,On-site,<1 km,None,Fishing,11,No,No,Yes,Yes,No,Police,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,Yes,Nigeria,Marriage,Local Leader,Shelter,No,1509
Nigeria,1/23/2016,8,TARABA,BALI,BALI  A,TR_S012,CATHOLIC CHURCH,INFORMAL,10.96658,7.85504,Spontaneous,Collective Settlement/Centre,03/14/2014,Open,Unknown,NULL,Yes,NULL,Public/Government,Community center,Yes,Yes,NULL,NULL,No,NULL,NULL,,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,TARABA,BALI,BALI B,TARABA,BALI,BALI  A,12,47,2,0,4,3,1,3,15,11,2,6,0,2,1,0,8,0,0,0,5,3,0,03/14/2014,06/15/2015,Yes,TARABA,BALI,BALI  A,Place of origin,Lack of safety,None,>75%,None,<25%,>75%,<25%,None,<25%,Blankets/Mats,Mosquito nets,Soap,On-site (<10 mn),<50 %,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),4,Yes,No,No,No waste disposal system,4,Yes,Yes but no soap/water inside,No,No,Yes,Yes,"Yes, on site",Yes,Irregular,Distribution,No,No,No,Fever,Malaria,Cough,Yes,Yes,On-site (<3 km),NGO,Yes,Off-site,<1 km,<75%,Farming,2,Yes,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Local Leader,Situation in areas of origin,Yes,1511
Nigeria,1/25/2016,8,TARABA,BALI,BALI  A,TR_S014,NKST CHURCH,INFORMAL,10.96457,7.85086,Spontaneous,Collective Settlement/Centre,03/14/2014,Open,Unknown,NULL,Yes,NULL,Private Building,Community center,Yes,Yes,NULL,NULL,Yes,Religious entity,NKST CHURCH,,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,TARABA,BALI,BALI  A,TARABA,BALI,SUNTAI,30,179,5,7,26,22,13,15,31,43,9,8,11,16,11,0,17,0,0,0,4,5,0,03/14/2014,05/15/2015,Yes,TARABA,BALI,BALI  A,Place of origin,Lack of safety,<25%,None,None,>75%,None,None,None,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,No,Taste,Yes,Not so good (Not hygienic),1,No,Yes,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Distribution,No,No,No,Malaria,Fever,Cough,Yes,Yes,Off-site (>3 km),Local clinic,No,Off-site,<2 km,None,Farming,8,No,No,Yes,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Safety and Security,Yes,1514
Nigeria,1/20/2016,8,TARABA,WUKARI,BANTAJE,TR_S016,BANTAJE SEC SCH,INFORMAL,10.12446,8.13573,Spontaneous,Collective Settlement/Centre,03/19/2014,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,No,NULL,NULL,,Yes,No,Yes,No,Yes,Yes,No,No,No,TARABA,WUKARI,HOSPITAL,TARABA,WUKARI,PUJE,97,679,15,17,31,41,125,143,126,143,17,21,8,38,0,0,38,0,0,13,15,4,0,06/16/2014,9/11/2015,Yes,TARABA,WUKARI,BANTAJE,Place of origin,House damaged/destroyed,None,None,<25%,>75%,None,>75%,None,None,Blankets/Mats,Kitchen sets,Soap,Off-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),2,Yes,Yes,Yes,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Host community donation,No,No,No,Diarrhea,Fever,Skin disease,No,No,Off-site (<3 km),None,No,Off-site,<1 km,None,Agro-pastoralism,2,No,No,No,No,No,None,None,None,None,Intentional physical violence,Assistance was physically inadequate for most vulnerable,0,0,Yes,No,Yes,No,No,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Safety and Security,No,1508
Nigeria,1/23/2016,8,TARABA,BALI,BALI B,TR_S017,L.G COUNCIL HALL,INFORMAL,10.96591,7.85501,Spontaneous,Collective Settlement/Centre,03/14/2014,Open,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,NULL,NULL,No,NULL,NULL,,Yes,No,No,No,Yes,Yes,Yes,No,No,TARABA,BALI,TAKALAFIYA,TARABA,BALI,MAIHULA,18,50,1,2,4,4,7,6,8,13,2,3,3,4,0,0,5,0,0,0,2,3,0,03/14/2014,03/15/2015,Yes,TARABA,BALI,TAKALAFIYA,Place of origin,Lack of safety,None,None,>75%,<25%,None,None,<75%,<75%,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,Off-site (>10 mn),<50 %,No,Hand pumps,Hand pumps,>15 ltr,No,Taste,Yes,Non usable,0,No,No,No,No waste disposal system,0,Yes,Yes,No,No,Yes,No,"Yes, on site",Yes,Irregular,Distribution,No,No,No,Malaria,Fever,Cough,Yes,Yes,Off-site (>3 km),Government,No,None,<2 km,None,Farming,3,No,No,Yes,Yes,No,Police,None,None,None,None,Non-affected groups are given humanitarian assistance,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Situation in areas of origin,No,1512
Nigeria,1/20/2016,8,TARABA,JALINGO,KONA,TR_S018,GULLUM CLINIC CAMP,INFORMAL,11.32671,8.95172,Spontaneous,Collective Settlement/Centre,6/2/2015,Open,Unknown,NULL,Yes,NULL,Public/Government,Health facility,Yes,Yes,NULL,NULL,No,NULL,N/A,,Yes,No,No,Yes,Yes,No,Yes,No,Yes,BORNO,GWOZA,GUDUF NAGADIYO,BORNO,GWOZA,HAMBAGDA/ LIMAN KARA/ NEW SETTLE,116,621,16,20,35,47,62,73,121,131,52,64,26,45,4,0,116,5,16,52,34,11,5,02/14/2014,10/26/2015,No,BORNO,GWOZA,GUDUF NAGADIYO,Place of origin,House damaged/destroyed,None,None,<25%,>75%,<50%,>75%,<50%,>75%,Kitchen sets,Blankets/Mats,Bucket/Jerry Can,On-site (<10 mn),<50 %,No,Spring,Spring,5 - 10 ltr,No,Suspended solids,Yes,Not so good (Not hygienic),0,No,No,Yes,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cultivated,No,No,No,Malaria,Cough,Malnutrition,Yes,Yes,On-site (<3 km),Government,Yes,Off-site,<2 km,<25%,Daily labourer,0,Yes,No,Yes,Yes,No,Local Authorities,None,None,None,None,Assistance did not respond to the actual need,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Mobile phone,Situation in areas of origin,No,1510
Nigeria,1/22/2016,8,TARABA,WUKARI,HOSPITAL,TR_S019,FAMILY SUPPORT,INFORMAL,9.777835,7.870976,Spontaneous,Collective Settlement/Centre,6/9/2014,Open,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,NULL,NULL,No,NULL,N/A,,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,TARABA,WUKARI,AVYI,TARABA,WUKARI,PUJE,286,2002,98,101,169,142,301,282,487,321,54,47,59,221,0,0,101,0,12,45,34,15,10,3/5/2013,01/15/2016,Yes,TARABA,WUKARI,AVYI,Place of origin,House damaged/destroyed,None,<25%,<25%,>75%,<25%,<50%,<25%,<75%,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (>10 mn),>50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),4,No,No,Yes,Garbage pit,4,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Host community donation,No,No,No,Malaria,Fever,Diarrhea,No,No,None,None,No,Off-site,<1 km,None,Agro-pastoralism,7,No,No,No,Yes,No,Military,None,None,None,Intentional physical violence,Assistance was physically inadequate for most vulnerable,0,0,Yes,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Local Leader,Safety and Security,No,1517
Nigeria,1/28/2016,8,YOBE,DAMATURU,NJIWAJI/GWANGE,YB_S001,POMPOMARI PRY SCHOOL,FORMAL,11.96709,11.14721,Spontaneous,Camp,3/27/2013,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,Government,SEMA,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,YOBE,GUJBA,GUJBA,YOBE,GUJBA,GUJBA,1121,3111,180,190,220,233,431,452,394,382,289,340,45,390,0,0,629,0,0,0,75,20,20,3/27/2013,8/27/2015,Yes,YOBE,GUJBA,GUJBA,Place of origin,Lack of safety,None,<75%,<50%,<25%,<25%,<50%,None,<75%,Blankets/Mats,Soap,Kitchen sets,On-site (<10 mn),>50 %,Unknown,Water truck,Water truck,<5 ltr,Yes,None,No,Not so good (Not hygienic),0,Yes,Yes,Yes,Garbage pit,0,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",Yes,Everyday,Distribution,Yes,Yes,Yes,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<5 km,>75%,Collecting firewood,0,No,No,No,Yes,No,Military,None,None,None,Intentional physical violence,Assistance was physically inadequate for most vulnerable,3,1,Yes,Yes,No,No,No,Excellent,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Local Leader,Situation in areas of origin,Yes,1543
Nigeria,1/23/2016,8,YOBE,DAMATURU,DAMATURU CENTRAL,YB_S002,BUKAR ALI PRI SCH,FORMAL,11.95566,11.71355,Spontaneous,Camp,07/27/2015,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,Government,SEMA,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,YOBE,DAMATURU,GABIR/MADURI,NULL,NULL,NULL,342,872,29,31,135,155,189,176,53,57,21,26,18,75,0,0,47,0,0,0,5,20,0,07/27/2015,01/27/2016,Yes,YOBE,DAMATURU,GABIR/MADURI,Place of origin,Lack of safety,None,None,<25%,None,<75%,<50%,None,>75%,Blankets/Mats,Other,Kitchen sets,On-site (<10 mn),100%,No,Hand pumps,Hand pumps,Unknown,Yes,None,No,Good (Hygienic),30,Yes,Yes,Yes,Garbage pit,0,No,Yes but no soap/water inside,No,Yes,Unknown,No,"Yes, on site",No,Everyday,Host community donation,Yes,No,Yes,Malaria,Cough,Diarrhea,Yes,No,On-site (<3 km),Government,Yes,On-site,>10 km,<75%,Farming,3,Unknown,Unknown,No,Yes,No,Police,None,None,None,None,None,1,1,Yes,Yes,No,No,No,Excellent,Good,No lighting,No,N/A,NULL,Local Leader,Other relief assistance,No,1549
Nigeria,1/22/2016,8,YOBE,DAMATURU,KUKARETA/WARSALA,YB_S003,KUKARETA PRI SCHOOL,FORMAL,11.73364,12.18151,Spontaneous,Collective Settlement/Centre,4/23/2014,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,Government,NEMA/SEMA,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,YOBE,GUJBA,BUNIYADI NORTH / SOUTH,BORNO,KAGA,BENISHEIKH,1461,4611,351,411,471,460,499,512,572,589,294,452,190,772,7,8,746,6,81,124,86,109,13,01/21/2014,1/3/2015,Yes,YOBE,GUJBA,BUNIYADI NORTH / SOUTH,Place of origin,Lack of safety,<25%,<75%,<25%,<25%,<75%,None,<25%,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Unknown,Unkown,Yes,Hand pumps,Hand pumps,Unknown,No,Suspended solids,Yes,Not so good (Not hygienic),0,Yes,Yes,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Host community donation,Yes,Yes,Yes,Diarrhea,Malaria,Fever,Yes,Yes,Mobile clinic,NGO,Yes,On-site,<1 km,<25%,Daily labourer,0,Yes,Yes,Yes,Yes,No,Military,None,None,None,Child recruitment,Assistance was physically inadequate for most vulnerable,0,0,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Mobile phone,Other relief assistance,Yes,1555
Nigeria,1/20/2016,8,YOBE,DAMATURU,MAISANDARI/WAZIRI IBRAHIM ESTATE,YB_S004 ,MOH'D GOMBE FARM,INFORMAL,11.72669,12.03545,Spontaneous,Camp,10/2/2015,Open,Unknown,NULL,"No, because of security",NULL,Private Building,Self-made tents,No,N/A,NULL,NULL,Yes,Individual/Private,MOH'D GOMBE,,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,YOBE,GUJBA,NULL,YOBE,GUJBA,NULL,446,681,50,64,63,73,79,82,74,95,47,54,10,130,11,0,101,4,12,171,25,40,2,01/28/2014,1/4/2014,No,YOBE,GUJBA,BUNIYADI NORTH / SOUTH,Place of origin,Lack of safety,<25%,<25%,<25%,<50%,None,<25%,None,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),Unkown,Yes,Ponds/canals,Hand pumps,Unknown,Yes,None,No,Non usable,0,No,Unknown,No,No waste disposal system,0,Yes,Unknown,No,Yes,Yes,No,"Yes, off site",No,Irregular,Distribution,Yes,No,No,Fever,Malaria,Malnutrition,No,Yes,Mobile clinic,Government,No,Unknown,Unknown,None,Collecting firewood,5,Yes,Unknown,Yes,Yes,No,Local Authorities,None,None,None,Child separated from their care givers (or just child separation),Assistance was physically inadequate for most vulnerable,0,0,No,No,Yes,No,Yes,Good,Good,No lighting,No,N/A,NULL,Mobile phone,How to get information,Yes,1545
Nigeria,1/20/2016,8,YOBE,DAMATURU,GABIR/MADURI,YB_S005,KASAISA VILLAGE,INFORMAL,11.66332,11.93554,Spontaneous,Collective Settlement/Centre,4/4/2015,Open,Unknown,NULL,"No, because of security",NULL,Ancestral,Self-made tents,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,YOBE,GUJBA,GUJBA,YOBE,GUJBA,BUNIYADI NORTH / SOUTH,928,2391,277,268,278,263,241,266,267,260,132,139,75,550,23,1,271,2,10,62,65,71,4,4/4/2015,4/5/2015,Yes,YOBE,GUJBA,BUNIYADI NORTH / SOUTH,Place of origin,Lack of safety,<25%,<25%,<75%,<50%,None,<25%,None,<50%,Blankets/Mats,Mosquito nets,Bucket/Jerry Can,On-site (<10 mn),<50 %,Unknown,Ponds/canals,Ponds/canals,Unknown,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Host community donation,Yes,Yes,Yes,Malaria,RTI,Malnutrition,Yes,Yes,Mobile clinic,NGO,Unknown,Unknown,Unknown,<25%,Collecting firewood,0,Unknown,Unknown,Yes,Yes,No,Military,None,None,Other forms of exploitation (forced labor/forced begging),Child recruitment,Assistance was physically inadequate for most vulnerable,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Other relief assistance,Yes,1550
Nigeria,1/21/2016,8,YOBE,DAMATURU,MAISANDARI/WAZIRI IBRAHIM ESTATE,YB_S006,HURI VILLAGE CAMP,INFORMAL,11.7895,12.09273,Spontaneous,Camp,2/5/2015,Open,Unknown,NULL,"No, because of security",NULL,Ancestral,Self-made tents,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,Yes,Yes,Yes,Yes,No,No,No,YOBE,GUJBA,GUJBA,YOBE,GULANI,GULANI,426,728,56,68,87,98,64,59,72,95,58,71,15,132,1,2,129,10,21,181,78,20,6,3/7/2015,5/1/2015,Yes,YOBE,GUJBA,GUJBA,Place of origin,Lack of safety,<25%,<75%,None,<50%,None,None,None,None,Plastic sheeting,Mosquito nets,Hygiene kits,Unknown,Unkown,Unknown,Protected well,Protected well,Unknown,No,Suspended solids,Yes,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",No,Irregular,Unknown,Unknown,No,No,Malnutrition,Fever,Skin disease,No,Yes,Mobile clinic,NGO,Unknown,Unknown,Unknown,None,Collecting firewood,4,No,No,Unknown,No,No,None,None,None,Other forms of exploitation (forced labor/forced begging),Child recruitment,Assistance was physically inadequate for most vulnerable,0,0,No,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,NULL,Mobile phone,How to get information,Yes,1552
