country,round,survey_date,site_region,site_province,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,,site_date_open,,site_date_close,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,support_health,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_remark,water_complaint,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,hyg_promotion,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,health_screen,food_sup_child,food_sup_lac,,,,health_medicine,,,health_medicine,health_center,,,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_tradition,,,,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,
Nigeria,11,07/19/2016,BORNO,MAIDUGURI M. C.,BOLORI  I,BO_S042,FED LOWCOST CHEZCOAN,INFORMAL,13.11668,11.866231,Spontaneous,Collective Settlement/Centre,,3/12/2014,Unknown,,Yes,,Public/Government,Government building,Yes,Yes,,,No,,,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,BORNO,KUKAWA,,BORNO,MOBBAR,DAMASAK,73,253,7,9,16,12,14,26,19,24,43,78,84,162,4,2,6,7,28,0,0,6,0,1,0,2,0,0,3/12/2014,05/13/2016,No,BORNO,MOBBAR,DAMASAK,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,None,<50%,Blankets/Mats,Kitchen sets,Soap,Off-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Good (Hygienic),12,Yes,Yes,Yes,Garbage pit,1,Yes,Yes,Yes,Yes,No,No,"Yes, on site",Yes,Irregular,Cash,Yes,Yes,Yes,Yes,Yes,Yes,Malaria,Cough,Fever,No,Yes,Off-site (<3 km),Government,Yes,On-site,<1 km,<25%,Daily labourer,13,Yes,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Families/Friends,Safety and Security,No,1944
Nigeria,11,07/20/2016,BORNO,MAIDUGURI M. C.,BOLORI  I,BO_S024,GARBA BUZU QRT,INFORMAL,13.1116,11.8508,Spontaneous,Collective Settlement/Centre,,11/12/2014,Unknown,,Yes,,Private Building,Individual house,Yes,Yes,,,No,,,,No,Yes,No,No,Yes,No,No,No,No,BORNO,MAFA,LOSKURI,BORNO,BAMA,KASUGULA,872,4359,112,81,193,457,435,892,782,880,1662,708,815,1523,52,37,89,89,217,27,34,89,0,57,0,107,12,0,7/12/2013,9/6/2016,No,BORNO,MAFA,LIMANTI,Place of origin,Lack of safety,<25%,<25%,<25%,>75%,None,>75%,<25%,<50%,Hygiene kits,Blankets/Mats,Mosquito nets,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),4,No,No,Yes,Burning,0,Yes,Yes,Yes,Yes,Yes,No,"Yes, off site",Yes,Irregular,Cash,Yes,No,No,Yes,No,No,Malaria,Fever,Cough,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<1 km,>75%,Daily labourer,11,Yes,Yes,No,Yes,No,Self organized,None,None,None,None,Fighting between recipients at distribution points,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Families/Friends,Situation in areas of origin,No,1937
Nigeria,11,07/21/2016,BORNO,MAIDUGURI M. C.,BOLORI  I,BO_S043,LIVING FAITH CHURCH,INFORMAL,13.10048,11.83176,Spontaneous,Collective Settlement/Centre,,9/6/2014,Unknown,,Yes,,Private Building,Individual house,Yes,Yes,,,Yes,Religious entity,NA,,No,No,No,No,Yes,Yes,Yes,No,No,BORNO,GWOZA,GWOZA TOWN GADAMAYO,BORNO,GWOZA,GAVVA / AGAPALWA,13,78,2,3,5,14,11,25,5,17,22,13,13,26,0,0,0,5,11,0,1,0,1,0,0,0,0,1,06/13/2014,05/21/2016,No,BORNO,GWOZA,GAVVA / AGAPALWA,Place of origin,Lack of safety,None,None,None,>75%,None,None,None,None,Blankets/Mats,Kitchen sets,Soap,Off-site (<10 mn),>50 %,No,Protected well,Protected well,>15 ltr,No,Taste,Yes,Good (Hygienic),5,Yes,Yes,No,Burning,3,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,No,No,No,Malaria,Diarrhea,Cough,No,Yes,Off-site (<3 km),Government,No,Off-site,<1 km,None,Daily labourer,0,No,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,N/A,Families/Friends,Situation in areas of origin,No,1938
Nigeria,11,07/20/2016,BORNO,MAIDUGURI M. C.,BOLORI  I,BO_S025,SABONGARI BUZU CAMP,INFORMAL,13.1089,11.8476,Spontaneous,Collective Settlement/Centre,,10/6/2016,Unknown,,Yes,,Private Building,Individual house,Yes,Yes,,,No,,,,No,Yes,Yes,No,Yes,No,No,No,No,BORNO,MAFA,LOSKURI,BORNO,KONDUGA,KAWURI,142,710,21,26,47,73,95,168,113,120,233,97,102,199,41,22,63,31,54,12,1,63,0,19,0,17,12,0,5/11/2014,4/11/2015,Yes,BORNO,MAFA,LOSKURI,Place of origin,Lack of safety,<25%,<50%,None,<75%,None,<50%,None,<50%,Blankets/Mats,Kitchen sets,Soap,On-site (<10 mn),>50 %,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),14,Yes,Yes,Yes,Burning,14,No,Yes but no soap/water inside,No,Yes,Yes,Yes,"Yes, off site",Yes,Irregular,Cash,Yes,No,No,No,No,No,Malaria,Fever,Cough,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<2 km,<25%,Daily labourer,0,No,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Families/Friends,Situation in areas of origin,No,1936
Nigeria,11,07/22/2016,BORNO,MAIDUGURI M. C.,BOLORI  I,BO_S014,TEACHERS VILLAGE,FORMAL,13.1188,11.8345,Spontaneous,Collective Settlement/Centre,,9/11/2014,Unknown,,Yes,,Public/Government,Government building,Yes,Yes,,,Yes,Government,NEMA/SEMA,8085112215,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,KUKAWA,BAGA,BORNO,NGALA,GAMBORU 'B',2480,9290,182,138,320,630,418,1048,1931,2041,3972,1850,1816,3666,162,122,284,97,502,93,15,284,76,60,86,186,96,1,9/11/2014,07/18/2016,Yes,BORNO,KUKAWA,BAGA,Place of origin,Lack of safety,None,<25%,None,>75%,None,<25%,None,<50%,Kitchen sets,Bucket/Jerry Can,Mosquito nets,On-site (<10 mn),<50 %,No,Hand pumps,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),204,No,No,Yes,Burning,15,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",Yes,Twice a week,Distribution,Yes,Yes,No,No,No,No,Diarrhea,Skin disease,Cough,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<50%,Petty trade,150,Yes,No,No,Yes,Yes,Police,Theft,None,None,None,Fighting between recipients at distribution points,1,1,Yes,Yes,No,No,No,Good,Good,No lighting,Yes,Nigeria,Education,Local Leader,Situation in areas of origin,No,1939
Nigeria,11,07/18/2016,BORNO,MAIDUGURI M. C.,GAMBORU LIBERTY,BO_S085,GARKIN BLOCK KASUWA SHANU,INFORMAL,13.18164,11.86707,Spontaneous,Collective Settlement/Centre,,12/12/2015,Unknown,,Yes,,Private Building,Self-made tents,Yes,Yes,,,No,,,,No,No,No,No,No,No,No,No,No,BORNO,MARTE,KIRENOWA,BORNO,MAFA,ABBARI,1000,5000,143,107,250,345,439,784,850,1511,2361,704,831,1535,52,18,70,302,347,40,11,70,0,0,0,196,153,121,06/14/2014,09/14/2014,Yes,BORNO,MARTE,KIRENOWA,Place of origin,Lack of safety,<25%,<25%,<75%,None,None,<50%,None,<50%,Blankets/Mats,Mosquito nets,Hygiene kits,Off-site (>10 mn),<50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Non usable,0,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,None,No,No,No,No,No,No,Malaria,Malnutrition,Fever,No,No,None,None,No,Off-site,>10 km,None,Petty trade,0,No,Yes,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Radio/news,Distribution,No,1950
Nigeria,11,07/19/2016,BORNO,MAIDUGURI M. C.,GAMBORU LIBERTY,BO_S048,KASUWAN SHANU GIDAN KIFI,INFORMAL,13.18112,11.857518,Spontaneous,Collective Settlement/Centre,,12/12/2014,Unknown,,Yes,,Private Building,Self-made tents,Yes,Yes,,,No,,,,No,No,Yes,No,No,No,No,No,No,BORNO,MONGUNO,MINTAR,BORNO,MARTE,NJINE,42,400,38,39,77,41,40,81,43,38,81,43,40,83,42,36,78,0,77,1,1,78,0,0,0,0,0,0,09/25/2014,8/5/2016,No,BORNO,MONGUNO,MINTAR,Place of origin,Lack of safety,None,<25%,>75%,<25%,None,<25%,None,None,Blankets/Mats,Mosquito nets,Hygiene kits,On-site (<10 mn),Not operational,No,Lake/dam,Lake/dam,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Yes,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Malaria,Malnutrition,Cough,No,No,None,None,No,Off-site,>10 km,None,Farming,11,Yes,No,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Excellent,Good,No lighting,No,N/A,N/A,Radio/news,Safety and Security,No,1935
Nigeria,11,07/22/2016,BORNO,MAIDUGURI M. C.,LAMISULA/JABBA MARI,BO_S040,DCC SHUWARI,INFORMAL,13.11736,11.84407,Spontaneous,Collective Settlement/Centre,,4/7/2014,Unknown,,Yes,,Private Building,Tents,Yes,Yes,,,Yes,Government,NEMA/SEMA,8036508990,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,BORNO,GWOZA,,BORNO,ASKIRA / UBA,LASSA,59,220,13,17,30,34,22,56,21,39,60,11,43,54,8,12,20,11,30,1,1,20,5,0,13,17,3,0,4/7/2014,2/6/2014,No,BORNO,,,Place of origin,Lack of safety,None,<50%,<25%,<50%,None,<25%,>75%,>75%,Kitchen sets,Blankets/Mats,Soap,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),18,Yes,Yes,No,Burning,1,Yes,Yes,No,Yes,Yes,No,"Yes, on site",No,Irregular,Distribution,Yes,Yes,No,No,No,No,Fever,Cough,Malaria,Yes,Yes,Off-site (<3 km),Government,Yes,Off-site,<1 km,<25%,Daily labourer,27,Yes,No,No,Yes,No,Self organized,None,None,None,None,None,1,1,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,N/A,Site Management,Other relief assistance,No,1907
Nigeria,11,07/19/2016,BORNO,MAIDUGURI M. C.,LAMISULA/JABBA MARI,BO_S039,DUJIMA CAMP,INFORMAL,13.14016,11.84951,Spontaneous,Collective Settlement/Centre,,7/6/2014,Unknown,,Yes,,Private Building,Individual house,Yes,Yes,,,No,,,,No,No,No,No,Yes,No,Yes,No,Yes,BORNO,GWOZA,ASHIGASHIYA,BORNO,BAMA,KASUGULA,27,138,14,16,30,5,4,9,14,25,39,31,23,54,2,4,6,6,30,0,0,6,9,0,2,6,1,0,7/6/2014,9/6/2016,No,BORNO,GWOZA,ASHIGASHIYA,Place of origin,Accessibility,<25%,None,<75%,<50%,None,<50%,<25%,<25%,Plastic sheeting,Blankets/Mats,Mosquito nets,Off-site (>10 mn),<50 %,No,Lake/dam,Lake/dam,10 - 15 ltr,No,Odor/smell,Yes,Not so good (Not hygienic),2,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,None,No,No,No,No,No,No,Malaria,Diarrhea,Fever,No,No,None,None,Yes,Off-site,<2 km,<25%,Daily labourer,18,No,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,N/A,Radio/news,Situation in areas of origin,Yes,1902
Nigeria,11,07/21/2016,BORNO,MAIDUGURI M. C.,LAMISULA/JABBA MARI,BO_S012,EYN CAMP,FORMAL,13.1358,11.8341,Spontaneous,Collective Settlement/Centre,,6/6/2014,Unknown,,Yes,,Private Building,Tents,Yes,Yes,,,Yes,Government,NEMA/SEMA,8036508990,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,NGOSHE,BORNO,ASKIRA / UBA,LASSA,203,1525,26,23,49,55,85,140,340,463,803,205,312,517,9,7,16,12,61,2,5,16,5,3,5,2,3,1,08/17/2014,03/20/2015,No,BORNO,GWOZA,NGOSHE,Place of origin,Lack of safety,None,>75%,<25%,None,None,>75%,>75%,<75%,Plastic sheeting,Kitchen sets,Mosquito nets,On-site (<10 mn),100%,Yes,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),5,No,No,No,Garbage pit,0,No,Yes but no soap/water inside,No,Yes,Yes,Yes,"Yes, on site",Yes,Irregular,Distribution,Yes,Yes,Yes,No,No,No,Malaria,Diarrhea,Fever,Yes,Yes,On-site (<3 km),Government,Yes,Off-site,<2 km,<25%,Daily labourer,183,Yes,No,No,Yes,Yes,Self organized,Theft,Unknown,None,None,Fighting between recipients at distribution points,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Site Management,Distribution,Yes,1927
Nigeria,11,07/20/2016,BORNO,MAIDUGURI M. C.,LAMISULA/JABBA MARI,BO_S086,GREMA MOHAMMED COMPANY,INFORMAL,13.14297,11.84886,Spontaneous,Collective Settlement/Centre,,3/6/2015,Unknown,,Yes,,Private Building,Self-made tents,Yes,Yes,,,No,,,,No,No,No,No,No,No,Yes,Yes,No,BORNO,MARTE,,BORNO,MARTE,,25,210,6,4,10,21,28,49,39,34,73,27,41,68,4,6,10,5,17,0,3,10,10,0,5,7,0,0,3/6/2015,5/4/2016,No,BORNO,MARTE,,Place of origin,Lack of safety,None,None,>75%,None,None,<50%,None,None,Plastic sheeting,Blankets/Mats,Mosquito nets,On-site (<10 mn),100%,Yes,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Non usable,0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,No,Never,None,No,No,No,No,No,No,Diarrhea,Malaria,Fever,No,No,None,None,Yes,On-site,<1 km,<25%,Daily labourer,13,Yes,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,N/A,Families/Friends,Other relief assistance,No,1941
Nigeria,11,07/22/2016,BORNO,MAIDUGURI M. C.,MAFONI,BO_S013,MOGCOLIS CAMP,FORMAL,13.1487,11.8455,Spontaneous,Collective Settlement/Centre,,07/14/2015,Unknown,,Yes,,Public/Government,School,Yes,Yes,,,Yes,Government,SEMA,7036141314,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,MOBBAR,DAMASAK,BORNO,ABADAM,MALLAMFATORI KESSA,502,2229,201,206,407,187,221,408,449,437,886,186,291,477,35,16,51,80,476,20,2,51,65,0,14,50,30,79,9/3/2014,05/13/2016,No,BORNO,MOBBAR,DAMASAK,Place of origin,Lack of safety,<25%,None,<50%,>75%,None,<25%,None,<25%,Hygiene kits,Bucket/Jerry Can,Mosquito nets,On-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),28,Yes,Yes,Yes,Garbage pit,15,Yes,Yes,No,Yes,Yes,Yes,"Yes, on site",Yes,Everyday,Distribution,Yes,Yes,Yes,Yes,Yes,Yes,Malaria,Cough,Malnutrition,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,>75%,Petty trade,41,Yes,No,No,Yes,No,Military,None,None,None,None,Fighting between recipients at distribution points,1,1,Yes,Yes,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,Local Leader,Safety and Security,Yes,1909
Nigeria,11,08/24/2016,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S005,ARABIC TEACHERS COLLEGE,FORMAL,13.1242,11.8265,Spontaneous,Collective Settlement/Centre,,09/26/2014,Unknown,,Yes,,Public/Government,School,Yes,Yes,,,Yes,Government,NMEMA/SEMA/IOM,8035756093,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,MARTE,MARTE,,,,499,3515,101,115,216,185,226,411,573,816,1389,498,709,1207,121,171,292,139,623,31,5,292,11,22,36,299,45,33,11/28/2014,6/4/2016,Yes,BORNO,MARTE,MARTE,Place of origin,Lack of safety,None,<25%,<25%,>75%,<50%,<25%,None,>75%,Kitchen sets,Mosquito nets,Hygiene kits,On-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),99,Yes,Yes,Yes,Garbage pit,43,Yes,Yes,No,Yes,Yes,Yes,"Yes, on site",Yes,Irregular,Distribution,Yes,Yes,Yes,Yes,Yes,No,Malnutrition,Malaria,Skin disease,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<50%,Petty trade,100,No,No,Yes,Yes,Yes,Police,Alcohol/drug-related disturbance,None,None,None,Not enough assistance for all entitled,0,1,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",Yes,Nigeria,Education,Radio/news,Distribution,No,1957
Nigeria,11,07/26/2016,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S010,BAKASI 1 CAMP,FORMAL,13.1209,11.7905,Planned,Camp,,2/11/2015,Unknown,,Yes,,Public/Government,Government building,Yes,Yes,,,Yes,Government,ALI ABATCHA,7031047553,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,MONGUNO,WULO,BORNO,GUZAMALA,GUDUMBALI EAST,1860,7439,161,241,402,788,1012,1800,608,1429,2037,1080,2008,3088,92,20,112,190,516,20,13,112,30,50,20,250,50,5,2/11/2015,06/29/2016,No,BORNO,MONGUNO,WULO,Place of origin,Lack of safety,None,<75%,None,<75%,None,>75%,None,>75%,Blankets/Mats,Mosquito nets,Hygiene kits,On-site (<10 mn),100%,Yes,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),1006,Yes,Yes,Yes,Burning,250,Yes,Yes,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Twice a week,Distribution,Yes,Yes,Yes,Yes,Yes,No,RTI,Cough,Skin disease,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<50%,Farming,508,Yes,Yes,Yes,Yes,Yes,Military,Theft,Domestic violence,Early/forced marriage,None,Fighting between recipients at distribution points,4,4,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,N/A,Radio/news,Situation in areas of origin,No,1945
Nigeria,11,07/26/2016,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S087,BAKASI 2 CAMP,FORMAL,13.12019,11.84334,Planned,Camp,,2/11/2015,Unknown,,Yes,,Public/Government,Tents,Yes,Yes,,,Yes,Government,RAJAB ABUBAKAR,8065379002,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,GAVVA / AGAPALWA,BORNO,GWOZA,ASHIGASHIYA,3024,12246,88,165,253,1135,1405,2540,1650,2701,4351,1854,3128,4982,92,28,120,217,453,13,3,120,21,35,20,30,5,3,11/2/2015,06/29/2016,No,BORNO,GWOZA,BITA / IZGE,Place of origin,Lack of safety,None,<75%,None,<75%,None,>75%,None,>75%,Blankets/Mats,Mosquito nets,Hygiene kits,On-site (<10 mn),100%,Yes,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),820,Yes,Yes,Yes,Burning,0,Yes,Yes,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Twice a week,Distribution,Yes,Yes,Yes,Yes,Yes,No,Malaria,Diarrhea,Fever,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<1 km,<50%,Farming,1008,Yes,Yes,Yes,Yes,Yes,Military,Theft,Domestic violence,Early/forced marriage,None,Fighting between recipients at distribution points,2,1,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,N/A,Radio/news,Situation in areas of origin,No,1948
Nigeria,11,07/23/2016,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S019,CAN CATHOLIC SECRETARIAT,INFORMAL,13.1393,11.7891,Spontaneous,Collective Settlement/Centre,,6/11/2014,Unknown,,Yes,,Public/Government,Community center,Yes,No,,,No,,,,Yes,Yes,No,No,No,No,Yes,Yes,Yes,BORNO,GWOZA,PULKA/BOKKO,ADAMAWA,MADAGALI,GULAK,38,148,5,7,12,9,14,23,11,16,27,41,35,76,8,2,10,5,15,0,0,10,0,0,0,18,2,0,08/14/2014,05/19/2016,Yes,BORNO,MAIDUGURI M. C.,MAISANDARI,Place of origin,House damaged/destroyed,None,None,<50%,<75%,None,None,None,>75%,Kitchen sets,Hygiene kits,Blankets/Mats,Off-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),3,No,No,No,Burning,1,No,Yes,No,Yes,No,No,"Yes, off site",Yes,Irregular,Host community donation,Yes,Yes,No,No,Yes,No,Malaria,Cough,Fever,No,No,Off-site (>3 km),None,Yes,On-site,<1 km,<50%,Farming,123,Yes,No,Yes,Yes,No,Religious Leaders,None,None,None,None,None,0,0,No,Yes,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,N/A,Radio/news,Safety and Security,No,1934
Nigeria,11,07/21/2016,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S037,KUSHERI 1,INFORMAL,13.125833,11.47268,Spontaneous,Collective Settlement/Centre,,5/6/2014,Unknown,,Yes,,Public/Government,Self-made tents,No,N/A,,,No,,,NA,Yes,No,No,No,No,No,No,No,No,BORNO,KONDUGA,KELUMIRI / NGALBI AMARI / YALE,BORNO,KONDUGA,KAWURI,45,125,8,11,19,10,12,22,12,16,28,21,27,48,6,2,8,8,19,0,0,8,0,0,0,2,0,0,8/9/2014,,No,BORNO,KONDUGA,KAWURI,Place of origin,House damaged/destroyed,<25%,None,>75%,None,None,None,None,<25%,Kitchen sets,Mosquito nets,Bucket/Jerry Can,Off-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),8,No,No,Yes,Burning,0,Yes,Yes but no soap/water inside,No,No,No,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Diarrhea,Malaria,Cough,No,Yes,On-site (<3 km),INGO,No,None,Unknown,None,Farming,6,Yes,No,Yes,Yes,No,Self organized,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Radio/news,Distribution,No,1942
Nigeria,11,07/20/2016,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S080,KUSHERI 1A,INFORMAL,13.1322,11.79096,Spontaneous,Collective Settlement/Centre,,,Unknown,,Yes,,Public/Government,Self-made tents,No,N/A,,,No,,,,Yes,No,No,No,No,No,No,No,No,BORNO,KONDUGA,,,,,20,67,2,4,6,5,7,12,7,11,18,8,16,24,6,1,7,5,7,0,0,7,0,3,0,8,0,0,2/6/2014,,No,BORNO,KONDUGA,,Place of origin,Lack of safety,None,None,>75%,None,None,None,None,<25%,Kitchen sets,Mosquito nets,Bucket/Jerry Can,Off-site (<10 mn),<50 %,No,Lake/dam,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,No,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Diarrhea,Malaria,Cough,No,Yes,Off-site (>3 km),Local clinic,No,None,Unknown,None,Farming,0,No,No,Yes,No,No,None,None,None,None,None,None,0,0,No,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,N/A,Radio/news,Situation in areas of origin,No,1952
Nigeria,11,07/22/2016,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S081,KUSHERI 1B,INFORMAL,13.13278,11.79066,Spontaneous,Collective Settlement/Centre,,01/14/2016,Unknown,,Yes,,Private Building,Self-made tents,No,N/A,,,No,,,,Yes,No,No,No,No,No,Yes,No,Yes,BORNO,KONDUGA,DAWA EAST / MALARI / KANGAMARI,,,,36,152,10,12,22,7,14,21,12,19,31,20,36,56,8,14,22,5,27,0,0,22,2,12,0,16,0,0,9/7/2016,,No,BORNO,KONDUGA,DAWA EAST / MALARI / KANGAMARI,Place of origin,House damaged/destroyed,None,None,>75%,None,None,None,None,None,Mosquito nets,Kitchen sets,Bucket/Jerry Can,Off-site (<10 mn),<50 %,No,Lake/dam,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),2,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Diarrhea,Malaria,Cough,No,No,None,None,No,None,Unknown,None,Farming,0,Yes,No,Yes,Yes,No,Local Authorities,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Radio/news,Distribution,No,1951
Nigeria,11,07/19/2016,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S038,KUSHERI 2,INFORMAL,13.125833,11.47268,Spontaneous,Collective Settlement/Centre,,2/4/2014,Unknown,,Yes,,Private Building,Tents,No,N/A,,,Yes,Individual/Private,NA,,No,Yes,Yes,No,Yes,No,No,No,No,BORNO,KONDUGA,NYALERI/SANDIA/YEJIWA,BORNO,MAFA,MA'AFA,27,130,5,8,13,10,15,25,12,16,28,28,31,59,4,1,5,3,14,0,0,5,0,0,0,0,0,0,04/15/2014,,No,BORNO,KONDUGA,NYALERI/SANDIA/YEJIWA,Place of origin,Lack of food,<25%,>75%,<50%,None,None,<25%,None,None,Kitchen sets,Mosquito nets,Bucket/Jerry Can,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),2,Yes,Yes,Yes,Burning,3,Yes,Yes,Yes,No,Yes,No,"Yes, off site",No,Irregular,Host community donation,No,No,No,No,No,No,Diarrhea,Malaria,Cough,No,No,None,None,No,Off-site,<1 km,None,Farming,4,Yes,No,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Local Leader,Distribution,No,1940
