country,round,site_id,survey_date,site_region,site_province,site_district,site_name,,site_longitude,site_latitude,site_class,site_type,,site_date_open,,site_date_close,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,support_health,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_remark,water_complaint,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,hyg_promotion,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,health_screen,food_sup_lac,food_sup_child,,,,health_medicine,health_center,,,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_tradition,,,,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,
Nigeria,10,KD_S006,5/20/2016,KADUNA,IGABI,KWARAU,ARFON,INFORMAL,7.51025,10.69359,Spontaneous,Collective Settlement/Centre,,10/2/2015,Unknown,,Yes,,Private Building,Individual house,Yes,No,,,Yes,Individual/Private,N/A,7034372027,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,BORNO,BAMA,,BORNO,GWOZA,,1,66,0,0,0,4,2,6,18,42,60,0,0,0,0,0,0,0,0,0,0,0,21,10,35,0,0,0,10/2/2015,04/13/2016,No,BORNO,BAMA,,Place of origin,Lack of safety,None,None,None,>75%,>75%,>75%,<25%,<50%,Blankets/Mats,Plastic sheeting,Hygiene kits,On-site (<10 mn),>50 %,Yes,Protected well,Hand pumps,10 - 15 ltr,No,Taste,Yes,Good (Hygienic),4,No,No,Yes,Garbage pit,0,No,Yes but no soap/water inside,No,Yes,No,Yes,"Yes, on site",Yes,Everyday,Cash,No,No,No,Skin disease,Malaria,Fever,Yes,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<1 km,>75%,None,0,No,No,No,Yes,No,Self organized,None,None,None,None,None,1,0,No,No,Yes,Yes,Yes,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,,Site Management,Access to services,No,1799
Nigeria,10,KN_S001,5/24/2016,KANO,KUMBOTSO,MARIRI,MARIRI BOARDING SCHOOL,INFORMAL,8.60647,11.95059,Spontaneous,Camp,,11/4/2014,Unknown,,Yes,400,Public/Government,School,Yes,No,,,Yes,Government,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,YOBE,GEIDAM,KAWURI,20,200,0,0,0,20,0,20,180,0,180,0,0,0,0,0,0,0,0,4,0,0,0,140,60,0,0,0,6/6/2015,10/4/2016,Yes,KANO,KUMBOTSO,MARIRI,Place of origin,House damaged/destroyed,None,None,None,>75%,<50%,<25%,None,<25%,Kitchen sets,Hygiene kits,Mosquito nets,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),2,No,No,Yes,Burning,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",No,Irregular,Distribution,No,No,No,Malaria,Fever,Diarrhea,No,Yes,Off-site (<3 km),Government,Yes,On-site,<1 km,>75%,None,0,No,No,No,Yes,No,Police,None,None,None,None,Assistance was physically inadequate for most vulnerable,1,0,No answer,No,No,No,No,Good,No answer,"Yes, there is lighting but it is NOT adequate",No,N/A,,Site Management,Other relief assistance,No,1718
Nigeria,10,NW_S001,5/25/2016,NASARAWA,LAFIA,SHABU/KWANDERE,SHINGE CAMP,INFORMAL,8.49644,8.50866,Spontaneous,Camp,,10/4/2004,Unknown,,Yes,,Public/Government,Self-made tents,Yes,Yes,,,Yes,Local NGO,,,No,Unknown,No,No,No,No,Yes,Yes,Yes,PLATEAU,SHENDAM,,,,,118,366,3,4,7,4,9,13,13,16,29,94,215,309,5,3,8,5,12,8,5,8,8,5,9,14,9,4,10/4/2004,12/3/2016,Yes,NASARAWA,LAFIA,SHABU/KWANDERE,"None, stay here",House damaged/destroyed,<25%,>75%,<75%,<25%,<50%,<50%,<25%,<75%,Blankets/Mats,Plastic sheeting,Kitchen sets,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),10,Yes,Yes,Yes,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Fever,Cough,Malaria,Yes,Yes,Off-site (<3 km),Government,Yes,On-site,<1 km,<75%,Farming,50,Yes,Yes,Yes,Yes,No,Self organized,None,None,None,None,None,0,0,Yes,No,No,No,No,Excellent,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,,Mobile phone,Other relief assistance,No,1707
Nigeria,10,NW_S002,5/24/2016,NASARAWA,LAFIA,SHABU/KWANDERE,ALMAJIRI CAMP,INFORMAL,8.56327,8.56318,Spontaneous,Camp,,06/16/2014,Unknown,,Yes,,Public/Government,School,No,N/A,,,No,,,,Yes,No,No,No,Yes,No,No,No,Yes,TARABA,WUKARI,,,,,72,380,3,3,6,4,11,15,33,22,55,134,162,296,7,1,8,9,12,3,0,8,6,9,7,5,10,3,06/16/2014,03/19/2016,Unknown,TARABA,WUKARI,,Place of origin,House damaged/destroyed,None,None,None,>75%,None,<50%,None,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),<50 %,Unknown,Spring,Spring,10 - 15 ltr,No,Odor/smell,Yes,Not so good (Not hygienic),8,Yes,Yes,Yes,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Cough,Malaria,Malnutrition,No,Yes,Off-site (>3 km),Government,No,None,Unknown,None,Daily labourer,63,Yes,No,Yes,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Excellent,Good,No lighting,No,N/A,,Radio/news,Other relief assistance,Yes,1708
Nigeria,10,NW_S005,5/26/2016,NASARAWA,KARU,GURKU/KABUSU,INTERFAITH 2,INFORMAL,7.62804,9.08238,Spontaneous,Collective Settlement/Centre,,12/6/2014,Unknown,,Yes,,Private Building,Host family house,No,N/A,,,No,,,,Yes,Yes,No,No,No,No,No,No,No,BORNO,GWOZA,,ADAMAWA,MICHIKA,,8,54,2,2,4,2,7,9,9,11,20,8,10,18,1,2,3,1,5,0,0,3,0,0,0,0,0,0,10/24/2015,,No,BORNO,GWOZA,,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,<25%,<25%,Hygiene kits,Kitchen sets,None,Off-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Non usable,0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,Malaria,Fever,Cough,No,Yes,Off-site (<3 km),Local clinic,No,Off-site,>10 km,None,Farming,0,No,No,No,No,No,None,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Mobile phone,Safety and Security,No,1704
Nigeria,10,NW_S006,5/26/2016,NASARAWA,KARU,GURKU/KABUSU,KUGBARU,INFORMAL,7.67694,9.17024,Spontaneous,Camp,,3/11/2014,Unknown,,Yes,,#REF!,Host family house,Yes,Yes,,,Yes,None,,,Yes,Yes,No,No,No,No,No,No,No,BORNO,GWOZA,JOHODE/CHIKIDE/KUGHUM,ADAMAWA,MICHIKA,,218,1213,18,26,44,55,68,123,76,106,182,377,458,835,14,15,29,40,66,0,0,29,0,0,0,10,2,0,11/11/2014,,No,BORNO,GWOZA,,Place of origin,Lack of safety,None,None,None,<75%,<75%,<25%,Unknown,<75%,Blankets/Mats,Hygiene kits,Kitchen sets,Off-site (<10 mn),<50 %,No,Protected well,Piped water supply,Unknown,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Malaria,Fever,Cough,No,No,Off-site (<3 km),Local clinic,No,Off-site,<5 km,<25%,Farming,0,No,No,No,Yes,No,Local Authorities,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,,Mobile phone,Safety and Security,No,1706
Nigeria,10,NW_S007,5/26/2016,NASARAWA,KARU,GURKU/KABUSU,INTERFAITH 1,INFORMAL,7.62804,9.08238,Spontaneous,Camp,,09/17/2014,Unknown,,Yes,,Private Building,Host family house,Yes,Yes,,,Unknown,,,,Yes,Yes,No,No,Yes,No,No,No,No,BORNO,GWOZA,,,,,163,950,18,21,39,40,58,98,91,104,195,230,371,601,10,7,17,38,47,9,9,17,0,9,9,9,0,0,09/17/2014,7/10/2014,No,BORNO,GWOZA,,Place of origin,Lack of safety,None,None,None,>75%,<50%,<25%,<25%,<25%,Blankets/Mats,Mosquito nets,Hygiene kits,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,Unknown,Yes,None,No,Non usable,0,No,No,No,Unknown,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",No,Irregular,Cash,No,No,No,Malaria,Fever,Fever,No,Yes,Off-site (<3 km),Local clinic,No,Off-site,>10 km,<25%,Farming,0,Unknown,No,No,Yes,No,Local Authorities,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,,Mobile phone,Safety and Security,No,1703
Nigeria,10,NW_S008,5/26/2016,NASARAWA,KARU,KARU,ADO NKASA,INFORMAL,7.626,8.97269,Spontaneous,#REF!,,10/5/2014,Unknown,,Yes,,Private Building,Host family house,No,N/A,,,No,,,,No,No,No,No,Yes,Yes,Yes,No,No,BORNO,GWOZA,JOHODE/CHIKIDE/KUGHUM,ADAMAWA,MICHIKA,BAZZA MARGI,73,349,8,12,20,19,28,47,43,59,102,71,104,175,2,3,5,6,26,0,0,5,0,0,0,0,0,0,6/16/2014,1/12/2016,No,BORNO,GWOZA,,Place of origin,Lack of safety,None,None,None,>75%,None,<50%,<75%,<75%,Blankets/Mats,Kitchen sets,Mosquito nets,Off-site (>10 mn),Not operational,Unknown,Water truck,Water truck,Unknown,Yes,None,No,Non usable,0,No,No,No,No waste disposal system,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Fever,Malaria,Malnutrition,No,No,Off-site (>3 km),Local clinic,No,Off-site,>10 km,None,Farming,0,Yes,No,Yes,Yes,No,Local Authorities,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Mobile phone,Other relief assistance,No,1705
Nigeria,10,PL_S001,5/26/2016,PLATEAU,JOS NORTH,GANGARE,HOUSE OF RECAB,INFORMAL,8.89302,9.90052,Spontaneous,Collective Settlement/Centre,,11/23/2013,Unknown,,Yes,,Private Building,Individual house,Yes,No,,,Yes,Local NGO,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,,TARABA,WUKARI,,1,109,0,0,0,8,13,21,42,46,88,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,09/28/2014,12/14/2015,No,PLATEAU,JOS NORTH,GANGARE,Place of origin,Lack of safety,None,None,None,>75%,>75%,<75%,None,<75%,Kitchen sets,Mosquito nets,Bucket/Jerry Can,On-site (<10 mn),>50 %,Yes,Protected well,Piped water supply,10 - 15 ltr,Yes,None,No,Good (Hygienic),10,Yes,Yes,Yes,Garbage pit,0,No,Yes but no soap/water inside,Unknown,Yes,No,Yes,"Yes, on site",Yes,Everyday,Distribution,Yes,No,No,Skin disease,Cough,Malaria,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,>75%,None,0,No,No,No,Yes,No,Self organized,None,None,None,None,Assistance did not respond to the actual need,1,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,,Site Management,Situation in areas of origin,No,1725
Nigeria,10,PL_S002,5/23/2016,PLATEAU,JOS SOUTH,BUKURU,STEFANOS IDP CAMP,INFORMAL,8.86641,9.80471,Spontaneous,Collective Settlement/Centre,,1/11/2014,Unknown,,Yes,,Private Building,Individual house,Yes,Yes,,,Yes,Local NGO,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,,BORNO,GWOZA,,69,303,4,6,10,33,44,77,47,39,86,47,78,125,2,3,5,17,22,0,0,5,0,5,0,22,0,0,1/11/2014,01/27/2016,Yes,BORNO,GWOZA,,Place of origin,House damaged/destroyed,None,None,None,>75%,>75%,<75%,<75%,>75%,Bucket/Jerry Can,Kitchen sets,Hygiene kits,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),20,Yes,Yes,No,Garbage pit,1,No,Yes,No,Yes,No,No,"Yes, on site",Yes,Twice a week,Host community donation,No,Yes,Yes,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,>75%,Farming,45,Yes,Yes,No,Yes,No,Self organized,None,None,None,None,None,1,0,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",Yes,Nigeria,Education,Site Management,Situation in areas of origin,No,1731
Nigeria,10,PL_S004,5/25/2016,PLATEAU,RIYOM,RIYOM,KWALLACK LOCK UP SHOPS,INFORMAL,8.76377,9.63822,Spontaneous,Collective Settlement/Centre,,7/2/2015,Unknown,,Yes,,Public/Government,Government building,No,N/A,,,No,,,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,PLATEAU,RIYOM,SHARUBUTU,PLATEAU,RIYOM,ATTAKAR,176,783,12,8,20,74,10,84,153,48,201,258,216,474,1,3,4,0,22,0,0,4,0,0,1,7,0,0,7/2/2015,,No,PLATEAU,RIYOM,SHARUBUTU,Place of origin,Lack of food,None,None,None,>75%,None,<50%,None,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),<50 %,No,Unprotected well,Unprotected well,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),6,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,Yes,"Yes, off site",Yes,Irregular,Cash,No,No,No,Malaria,Fever,Skin disease,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<2 km,<25%,Farming,0,Unknown,No,Yes,Yes,No,Self organized,None,Unknown,None,None,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,,Local Leader,Safety and Security,Yes,1733
Nigeria,10,PL_S005,5/27/2016,PLATEAU,RIYOM,RIYOM,"COMMUNITY TOWN HALL, RIYOM",INFORMAL,8.76166,9.63978,Spontaneous,Collective Settlement/Centre,,04/30/2014,Unknown,,Yes,,Public/Government,Community center,No,N/A,,,No,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PLATEAU,RIYOM,SOPP,PLATEAU,RIYOM,SHARUBUTU,6,52,0,0,0,3,5,8,6,9,15,12,17,29,0,0,0,1,0,0,0,0,0,0,0,1,1,0,04/30/2014,10/12/2014,Yes,PLATEAU,RIYOM,SOPP,Place of origin,Lack of food,None,None,None,>75%,<75%,<75%,None,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),3,No,No,No,Burning,0,No,Yes,No,No,Yes,No,"Yes, on site",Yes,Once a week,Cash,No,No,No,Fever,Malaria,None,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<2 km,<25%,Farming,0,No,Yes,Yes,Yes,No,Police,None,None,None,None,Not enough assistance for all entitled,1,2,No,Yes,No,No,No,Excellent,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,,Local Leader,Shelter,Yes,1726
Nigeria,10,PL_S007,5/24/2016,PLATEAU,RIYOM,RIM,EKAN PRIMARY SCHOOL ,INFORMAL,8.75238,9.55081,Spontaneous,Collective Settlement/Centre,,5/9/2012,Unknown,,Yes,,Public/Government,School,No,N/A,,,No,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PLATEAU,RIYOM,RIM,PLATEAU,RIYOM,SHARUBUTU,482,2240,9,19,28,198,142,340,382,274,656,763,439,1202,8,6,14,2,68,0,0,14,0,0,0,13,0,0,2/9/2010,4/12/2015,No,PLATEAU,RIYOM,RIM,Place of origin,Lack of safety,None,None,None,>75%,<25%,<25%,None,None,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,No,Protected well,Protected well,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,Malaria,Fever,Cough,No,Yes,Off-site (<3 km),Local clinic,Yes,On-site,<1 km,<25%,Farming,0,Unknown,Yes,Yes,Yes,No,Police,None,None,None,None,None,1,1,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,,Local Leader,Safety and Security,Yes,1728
Nigeria,10,PL_S008,5/25/2016,PLATEAU,WASE,SALUWE,JANKWANO CAMP,INFORMAL,10.00244,9.21419,Spontaneous,Collective Settlement/Centre,,4/8/2013,Unknown,,Yes,,Public/Government,Government building,No,N/A,,,No,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PLATEAU,WASE,WASE TOFA,PLATEAU,WASE,WASE TOFA,75,605,23,29,52,71,85,156,53,61,114,87,105,192,39,52,91,32,95,3,0,91,4,0,9,3,5,0,,,No,PLATEAU,WASE,WASE TOFA,Place of origin,House damaged/destroyed,<25%,None,None,>75%,<25%,<50%,<25%,<25%,Mosquito nets,Kitchen sets,Blankets/Mats,On-site (<10 mn),>50 %,Yes,Unprotected well,Piped water supply,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,Yes,No,Burning,0,Yes,None,No,No,Yes,No,No,No,Never,Cultivated,No,No,No,Diarrhea,Malaria,Fever,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<2 km,<25%,Farming,23,Yes,Yes,Yes,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,,Local Leader,Other relief assistance,No,1730
Nigeria,10,PL_S009,5/25/2016,PLATEAU,WASE,DANBIRAM,UNGWAN GALADIMA,INFORMAL,9.95932,9.09984,Spontaneous,Collective Settlement/Centre,,4/12/2013,Unknown,,Yes,,Public/Government,Government building,No,N/A,,,No,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,PLATEAU,WASE,WASE TOFA,PLATEAU,WASE,WASE TOFA,69,542,45,38,83,48,54,102,59,62,121,79,83,162,32,42,74,25,112,2,0,74,5,10,3,2,4,2,,,No,PLATEAU,WASE,WASE TOFA,Place of origin,House damaged/destroyed,None,None,<25%,>75%,<25%,<25%,None,<50%,Mosquito nets,Bucket/Jerry Can,Blankets/Mats,Off-site (>10 mn),<50 %,No,Protected well,Spring,10 - 15 ltr,No,Taste,Yes,Non usable,0,No,No,No,No waste disposal system,0,Yes,Yes,No,No,Yes,No,"Yes, off site",Yes,Irregular,Host community donation,No,No,No,Malaria,Malnutrition,Cough,No,Yes,On-site (<3 km),Government,Yes,Off-site,<10 km,<25%,Farming,0,No,No,No,Yes,Yes,Self organized,Alcohol/drug-related disturbance,None,None,None,Unknown,0,0,No,No,Yes,Yes,Yes,Poor,Poor,"Yes, there is lighting but it is NOT adequate",No,N/A,,Families/Friends,Situation in areas of origin,No,1724
Nigeria,10,PL_S010,5/24/2016,PLATEAU,WASE,KUYAMBANA,G.S.S WASE,INFORMAL,9.96934,9.10882,Spontaneous,Collective Settlement/Centre,,#REF!,Unknown,,Yes,,Public/Government,School,No,N/A,,,No,,,,No,No,No,Yes,Yes,No,Yes,Yes,No,PLATEAU,WASE,WASE TOFA,PLATEAU,WASE,WASE TOFA,105,701,48,56,104,63,84,147,113,85,198,92,87,179,31,42,73,17,128,2,0,73,8,4,12,2,6,1,,,Yes,PLATEAU,WASE,WASE TOFA,Place of origin,House damaged/destroyed,None,<25%,<25%,>75%,None,<25%,<25%,<50%,Blankets/Mats,Mosquito nets,Bucket/Jerry Can,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes,No,No,Yes,No,No,No,Never,Cultivated,No,No,No,Malaria,Malnutrition,Cough,No,Yes,On-site (<3 km),Government,Yes,Off-site,<5 km,<25%,Collecting firewood,0,No,No,Yes,Yes,Yes,Self organized,Alcohol/drug-related disturbance,Unknown,Unknown,None,Not enough assistance for all entitled,0,0,No,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,,Families/Friends,Situation in areas of origin,Yes,1732
Nigeria,10,PL_S011,5/25/2016,PLATEAU,RIYOM,SOPP,SOPP PRIMARY SCHOOL,INFORMAL,8.65342,9.55518,Spontaneous,Collective Settlement/Centre,,04/30/2012,Unknown,,Yes,,Public/Government,School,Yes,Yes,,,Yes,Individual/Private,,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,PLATEAU,RIYOM,SHARUBUTU,PLATEAU,RIYOM,ATTAKAR,389,1881,0,5,5,252,112,364,309,292,601,320,467,787,26,98,124,10,53,1,0,124,0,1,1,13,1,0,04/30/2012,9/5/2016,No,PLATEAU,RIYOM,ATTAKAR,Place of origin,Lack of food,<25%,None,<50%,None,<25%,<25%,<25%,<25%,Blankets/Mats,Kitchen sets,Hygiene kits,On-site (<10 mn),>50 %,No,Protected well,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),4,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,Malaria,Fever,Cough,No,Yes,Off-site (<3 km),Government,Yes,On-site,<1 km,<75%,Farming,0,Yes,No,Unknown,Yes,No,Police,None,None,None,None,Not enough assistance for all entitled,1,1,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Local Leader,Shelter,Yes,1729
Nigeria,10,PL_S012,5/28/2016,PLATEAU,JOS SOUTH,GYEL 'B',FAVOR SISTER FOUNDATION,INFORMAL,8.6327,9.83288,Spontaneous,Collective Settlement/Centre,,01/15/2014,Unknown,,Yes,,Private Building,School,Yes,Yes,,,Yes,Local NGO,NA,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,BIU,,BORNO,GWOZA,,1,130,0,0,0,0,2,2,88,40,128,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,01/15/2014,3/2/2016,No,,,,"None, stay here",Nothing,None,None,None,>75%,>75%,>75%,None,>75%,Soap,Blankets/Mats,Bucket/Jerry Can,Off-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),6,Yes,Yes,No,Garbage pit,1,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Everyday,Host community donation,No,No,No,Diarrhea,Cough,Skin disease,Yes,Yes,Off-site (>3 km),NGO,Yes,On-site,<1 km,>75%,None,0,No,No,No,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,1,1,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,,Local Leader,Other relief assistance,No,1734
Nigeria,10,TR_S003,5/26/2016,TARABA,JALINGO,KONA,MURTAI CAMP,INFORMAL,11.27546,9.03935,Spontaneous,Collective Settlement/Centre,,#REF!,Unknown,,Yes,,Private Building,Self-made tents,Yes,Yes,,,No,,,,Yes,No,No,No,No,Yes,No,No,No,BORNO,GWOZA,HAMBAGDA/ LIMAN KARA/ NEW SETTLE,BORNO,GWOZA,HAMBAGDA/ LIMAN KARA/ NEW SETTLE,122,1445,16,18,34,93,121,214,177,184,361,275,285,560,132,144,276,127,114,3,0,276,0,6,38,25,0,0,02/17/2016,11/21/2015,No,BORNO,GWOZA,HAMBAGDA/ LIMAN KARA/ NEW SETTLE,Place of origin,House damaged/destroyed,None,None,<75%,<50%,None,<50%,<75%,<75%,Hygiene kits,Blankets/Mats,Kitchen sets,On-site (<10 mn),>50 %,No,Spring,Spring,10 - 15 ltr,No,Suspended solids,Yes,Not so good (Not hygienic),0,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Malaria,Cough,Wound infection,No,Yes,On-site (<3 km),Government,Yes,Off-site,<2 km,None,Farming,0,Yes,Yes,Yes,Yes,No,Local Authorities,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Mobile phone,Safety and Security,No,1712
Nigeria,10,TR_S005,5/28/2016,TARABA,GASSOL,MUTUM BIYU I,LG QUARTERS,INFORMAL,10.45545,8.37453,Spontaneous,Collective Settlement/Centre,,8/6/2014,Unknown,,Yes,,Public/Government,Government building,No,N/A,,,No,,,,Yes,No,No,No,No,No,No,No,No,TARABA,WUKARI,HOSPITAL,TARABA,WUKARI,AVYI,51,319,4,11,15,17,24,41,32,57,89,72,58,130,22,22,44,31,32,0,0,44,5,0,10,6,2,1,8/6/2014,11/29/2015,Yes,TARABA,WUKARI,HOSPITAL,Place of origin,House damaged/destroyed,<25%,None,<25%,<75%,None,>75%,None,<25%,Kitchen sets,Hygiene kits,Bucket/Jerry Can,Off-site (<10 mn),<50 %,No,Unprotected well,Unprotected well,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),2,Yes,No,No,Garbage pit,0,No,Yes but no soap/water inside,No,No,No,No,No,No,Never,Cultivated,No,No,No,Malaria,Malnutrition,Cough,Yes,Yes,On-site (<3 km),Government,Yes,Off-site,<1 km,<50%,Daily labourer,45,Yes,No,Yes,No,No,None,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Local Leader,Distribution,Yes,1721
