country,round,survey_date,,site_region,,site_province,,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,,,site_date_open,,,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,health_support,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,,,,,,,,,,water_source_np,water_source_p,water_avg,water_potable,water_problem,water_remark,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,,food_sup_child,food_sup_lac,,,,,,,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch,,,,,,,,,,,,,,,,,,,,,,,,,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_issue,sec_gbv,,sec_child_issue,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,,,,,,,,,,,,,,,,,,,
Nigeria,18,6/19/2017,AD,ADAMAWA,AD21,YOLA SOUTH,AD2105,NGURORE,AD_S029,SABON DEAL NGURORE,INFORMAL,12.25108,9.28848,Spontaneous,Camp,Camps/Camp-like setting,NULL,6/4/2015,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,None,,,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Insurgency ,NULL,ADAMAWA,MADAGALI,GULAK,BORNO,GWOZA,NULL,96,430,2,3,5,62,63,125,73,73,146,53,93,146,3,5,8,16,24,0,8,0,0,0,12,6,0,2,0,0,0,0,42159,NULL,Yes,Three times,ADAMAWA,MADAGALI,GULAK,Place of origin,Lack of safety,None,None,<25%,>75%,<25%,<25%,<25%,<25%,Blankets/Mats,Kitchen sets,Mosquito nets,Yes,Block/bricks,Tarpaulin,Tools,NA,On-site (<10 mn),>50 %,Yes,No,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Garbage pit,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Cough,Fever,No,Yes,Off-site (>3 km),Government,Yes,On-site,<2 km,<75%,227,17,12,29,49,32,81,62,55,117,Fees or costs,Work at the house,Work in the fields,NULL,Yes,35,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Daily labourer,110,Yes,Yes,Yes,No,No,None,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,14386,AD2105-017,Radio,NULL,Local leader/Community leader,NULL,<25%,Morning,Information about needs in the community,Through direct Conversation,Safety and Security,No,1.Hausa,NULL,6. Marghi,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,* THERE IS NEED OF SHELTER REPAIR AT THE SITE AS THERE IS THE RISK OF FLOOD   * THERE IS A NEED OF A HEALTH FACILITY CLOSE BY AS THE ONE IN THE COMMUNITY IS OUT OF SIGHT AND AFFORDABLE TO SOME 
Nigeria,18,6/22/2017,AD,ADAMAWA,AD21,YOLA SOUTH,AD2104,NAMTARI,AD_S030,KILBAJE EXTENSION,INFORMAL,12.38243,9.25212,Spontaneous,Camp,Camps/Camp-like setting,NULL,6/4/2015,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,,,No,None,,,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Insurgency ,NULL,ADAMAWA,MADAGALI,GULAK,BORNO,GWOZA,NULL,30,216,3,3,6,30,32,62,26,22,48,46,53,99,1,0,1,3,18,3,1,0,0,2,2,1,0,1,1,1,0,0,42159,42232,Yes,Four times,ADAMAWA,MADAGALI,HYAMBULA,Place of origin,Lack of safety,None,None,None,>75%,None,<50%,None,<25%,Mosquito nets,Blankets/Mats,Kitchen sets,Yes,Tarpaulin,Tools,Rope,NA,On-site (<10 mn),>50 %,No,No,Protected well,Protected well,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),30,No,No,Yes,Burning,1,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<2 km,>75%,80,18,10,28,10,18,28,12,12,24,Fees or costs,Lack of teachers,Work at the house,NULL,Yes,35,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Daily labourer,30,Yes,Yes,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,14354,AD2104-070,Radio,NULL,Religious leader,NULL,<25%,Morning,Information about needs in the community,Through direct Conversation,Safety and Security,No,1.Hausa,NULL,6. Marghi,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
Nigeria,18,6/23/2017,AD,ADAMAWA,AD02,FUFORE,AD0203,FUFORE,AD_S031,WURO AHI,INFORMAL,12.66209,9.217,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,NULL,12/13/2014,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,,,No,None,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,ADAMAWA,MADAGALI,HYAMBULA,ADAMAWA,MADAGALI,GULAK,30,164,2,3,5,15,18,33,24,30,54,36,36,72,0,0,0,1,7,0,0,0,0,0,2,0,0,0,0,0,0,0,41991,42791,Yes,Two times,ADAMAWA,MADAGALI,HYAMBULA,Place of origin,Lack of safety,None,None,None,>75%,<25%,<25%,<25%,<75%,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,Yes,Timber/wood,Nails,Tarpaulin,NA,On-site (<10 mn),<50 %,Yes,No,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),6,Yes,Yes,Yes,No waste disposal system,1,Yes,Yes but no soap/water inside,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Irregular,Cash,Yes,No,No,Yes,Yes,No,Malaria,Cough,Fever,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<25%,85,17,14,31,18,10,28,12,14,26,Fees or costs,Work at the house,Work in the fields,NULL,No,NULL,No,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,5,Yes,Yes,Yes,Yes,Yes,Police,Friction anmong site residents,Unknown,Unknown,None,Fighting between recipients at distribution points,1,0,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,14585,AD0203-027,Radio,NULL,Local leader/Community leader,NULL,<25%,Morning,Information about needs in the community,Through direct Conversation,Situation in areas of origin,Yes,1.Hausa,NULL,6. Marghi,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
Nigeria,18,6/20/2017,AD,ADAMAWA,AD04,GIREI,AD0403,GIREI I,AD_S032,SEGERE DUTSE,INFORMAL,12.51707,9.34264,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,NULL,9/21/2014,Unknown,NULL,Yes,NULL,Public/Government,Self-made/makeshift shelter,No,N/A,,,No,None,,,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Insurgency ,NULL,ADAMAWA,MADAGALI,GULAK,BORNO,GWOZA,NULL,21,84,1,4,5,12,16,28,3,5,8,14,25,39,2,2,4,4,18,0,4,0,0,0,3,2,0,1,0,0,0,0,41745,42410,No,NULL,ADAMAWA,MADAGALI,GULAK,Place of origin,House damaged/destroyed,None,<50%,<50%,<25%,<50%,<25%,None,<50%,Mosquito nets,Blankets/Mats,Kitchen sets,Yes,Roofing sheets,Timber/wood,Nails,NA,On-site (<10 mn),<50 %,No,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),2,Yes,Yes,Yes,Garbage pit,0,No,Yes,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Diarrhea,Malaria,Fever,No,Yes,On-site (<3 km),Local clinic,Yes,On-site,<2 km,<25%,33,7,3,10,8,10,18,3,2,5,Fees or costs,Lack of teachers,Disease/Illness,NULL,No,NULL,No,No,Slightly damaged,No,Yes,N/A,N/A,N/A,Farming,0,Yes,Yes,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Excellent,Excellent,No lighting,No,N/A,NULL,14412,AD0403-022,Radio,NULL,Religious leader,NULL,<25%,Morning,Information about needs in the community,Through direct Conversation,Other relief assistance,No,1.Hausa,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
Nigeria,18,6/21/2017,AD,ADAMAWA,AD02,FUFORE,AD0207,PARIYA,AD_S033,ANGUWAN MUMUYAWA,INFORMAL,12.5971,9.4212,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,NULL,6/30/2014,Unknown,NULL,Yes,NULL,Private Building,Bunk houses,Yes,Yes,,,No,None,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,ADAMAWA,MADAGALI,MADAGALI,59,371,2,3,5,29,36,65,62,73,135,76,86,162,1,3,4,2,9,0,4,0,0,0,0,0,0,0,0,0,0,0,41820,42402,Yes,Three times,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,Place of origin,Lack of safety,None,None,<25%,>75%,<25%,<25%,<25%,<50%,Blankets/Mats,Kitchen sets,Mosquito nets,Yes,Timber/wood,Block/bricks,Roofing sheets,NA,On-site (<10 mn),>50 %,Yes,Yes,Protected well,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),30,Yes,Yes,Yes,Burning,1,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Cash,Yes,No,No,Yes,Yes,No,Malaria,Fever,Diarrhea,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<2 km,<50%,199,36,29,65,32,30,62,40,32,72,Fees or costs,Lack of teachers,Lack of school supplies,NULL,No,NULL,No,No,No damage,No,Yes,N/A,N/A,N/A,Farming,50,Yes,Yes,Yes,Yes,Yes,Self organized,Friction with host community,None,None,None,Fighting between recipients at distribution points,1,0,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,14477,AD0207-022,Radio,NULL,Local leader/Community leader,NULL,<50%,Morning,Information about needs in the community,Through direct Conversation,Situation in areas of origin,Yes,1.Hausa,NULL,6. Marghi,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
Nigeria,18,6/19/2017,AD,ADAMAWA,AD04,GIREI,AD0403,GIREI I,AD_S034,NANA VILLA,INFORMAL,12.51312,9.35204,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,NULL,8/20/2014,Unknown,NULL,Yes,NULL,Public/Government,Self-made/makeshift shelter,No,N/A,,,No,None,,,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Insurgency ,NULL,ADAMAWA,MADAGALI,GULAK,NULL,NULL,NULL,15,74,3,4,7,7,5,12,14,15,29,5,12,17,4,5,9,3,8,0,9,0,0,0,2,1,0,1,0,1,0,0,41902,42533,No,NULL,ADAMAWA,MADAGALI,HYAMBULA,Place of origin,House damaged/destroyed,None,<50%,<75%,None,<50%,<25%,<50%,<50%,Mosquito nets,Blankets/Mats,Kitchen sets,Yes,Block/bricks,Roofing sheets,Nails,NA,On-site (<10 mn),<50 %,No,No,Protected well,Protected well,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,Yes,No waste disposal system,0,Yes,Yes but no soap/water inside,No,Yes,No,No,"Yes, on site",Yes,Irregular,Distribution,No,No,No,No,No,No,Malaria,Diarrhea,Fever,Yes,Yes,On-site (<3 km),Local clinic,Yes,Off-site,<2 km,<25%,34,3,3,6,7,4,11,9,8,17,Lack of teachers,Lack of school supplies,Disease/Illness,NULL,No,NULL,No,Yes,Slightly damaged,No,Yes,N/A,N/A,N/A,Farming,0,Yes,Yes,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Excellent,Excellent,No lighting,No,N/A,NULL,14297,AD0403-021,Radio,NULL,Local leader/Community leader,NULL,<25%,Morning,Information about needs in the community,Through direct Conversation,Other relief assistance,No,1.Hausa,NULL,7. Fulani,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
Nigeria,18,6/22/2017,AD,ADAMAWA,AD04,GIREI,AD0402,DAMARE,AD_S035,WADAI,INFORMAL,12.48461,9.30612,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,NULL,5/9/2015,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,None,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,ADAMAWA,MADAGALI,HYAMBULA,NULL,NULL,NULL,12,37,1,0,1,3,7,10,6,8,14,2,5,7,3,2,5,2,4,0,5,0,0,0,4,0,0,0,0,0,0,0,42133,NULL,No,NULL,ADAMAWA,MADAGALI,NULL,Place of origin,House damaged/destroyed,None,None,None,>75%,<50%,<25%,None,<50%,Blankets/Mats,Mosquito nets,Kitchen sets,Yes,Block/bricks,Roofing sheets,Timber/wood,NA,On-site (<10 mn),<50 %,No,No,Hand pumps,Hand pumps,10 - 15 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Diarrhea,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<2 km,<50%,23,5,2,7,4,3,7,6,3,9,Fees or costs,Work at the house,Work in the fields,NULL,Yes,2,No,No,No damage,No,Yes,N/A,N/A,N/A,Daily labourer,7,Yes,Yes,Yes,Yes,No,Local Authorities,None,None,None,None,None,0,0,No,No,No,No,No,Excellent,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,14345,AD0402-050,Radio,NULL,"Friends, neighbors and family",NULL,<25%,Morning,Feedback (positive or negative) about the services in the  site,Through direct Conversation,How to get information,No,1.Hausa,NULL,6. Marghi,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
Nigeria,18,6/19/2017,AD,ADAMAWA,AD04,GIREI,AD0403,GIREI I,AD_S036,UNGWAN ABUJA,INFORMAL,12.51223,9.35209,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,NULL,6/17/2014,Unknown,NULL,Yes,NULL,Public/Government,Self-made/makeshift shelter,No,N/A,,,No,None,,,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Insurgency ,NULL,ADAMAWA,MADAGALI,NULL,ADAMAWA,MADAGALI,HYAMBULA,23,141,0,0,0,16,13,29,24,28,52,25,34,59,0,1,1,12,6,0,1,0,0,0,3,2,0,0,0,0,0,0,41807,42449,No,NULL,ADAMAWA,MADAGALI,NULL,Place of origin,Lack of food,None,<50%,<75%,None,<50%,<25%,<25%,<50%,Blankets/Mats,Mosquito nets,Kitchen sets,Yes,Tarpaulin,Rope,Thatches,NA,On-site (<10 mn),<50 %,No,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,Yes,Yes,No,Garbage pit,0,No,Yes but no soap/water inside,No,Yes,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,No,No,No,Malnutrition,Malaria,Diarrhea,Yes,Yes,On-site (<3 km),Local clinic,Yes,Off-site,<5 km,<50%,65,6,7,13,12,9,21,18,13,31,Fees or costs,Fear of violence,Lack of teachers,NULL,No,NULL,No,Yes,Destroyed or not usable,No,Yes,N/A,N/A,N/A,Farming,0,Yes,Yes,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Excellent,Excellent,No lighting,No,N/A,NULL,14451,AD0403-023,Radio,NULL,Religious leader,NULL,<25%,Morning,Information about needs in the community,Through direct Conversation,Other relief assistance,No,1.Hausa,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
Nigeria,18,6/26/2017,AD,ADAMAWA,AD04,GIREI,AD0404,GIREI  II,AD_S037,CHEKAMIDERI,INFORMAL,12.55781,9.37348,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,NULL,9/8/2014,Unknown,NULL,Yes,NULL,Public/Government,Community center,No,N/A,,,No,None,,,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Insurgency ,NULL,ADAMAWA,MADAGALI,MADAGALI,BORNO,GWOZA,GWOZA TOWN GADAMAYO,58,257,7,10,17,29,34,63,43,42,85,37,49,86,0,6,6,3,21,0,6,2,1,0,2,3,0,1,0,0,0,0,42255,42533,No,NULL,ADAMAWA,MADAGALI,NULL,"None, stay here",House damaged/destroyed,None,None,<50%,<75%,<25%,<25%,<25%,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Yes,Roofing sheets,Nails,Block/bricks,NA,On-site (<10 mn),<50 %,No,No,Protected well,Protected well,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),3,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Cough,No,Yes,On-site (<3 km),Government,Yes,Off-site,<5 km,None,122,28,18,46,30,17,47,9,20,29,Fees or costs,Work at the house,Work in the fields,NULL,No,NULL,No,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,33,Yes,Yes,Yes,Yes,No,Local Authorities,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,14353,AD0404-019,Radio,NULL,"Friends, neighbors and family",NULL,<50%,Evening,Information about needs in the community,Through direct Conversation,Other relief assistance,No,1.Hausa,NULL,6. Marghi,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
Nigeria,18,6/26/2017,AD,ADAMAWA,AD04,GIREI,AD0404,GIREI  II,AD_S038,LOWCOST QUARTERS,INFORMAL,12.55256,9.36791,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,NULL,4/10/2014,Unknown,NULL,Yes,NULL,Public/Government,Government building,No,N/A,,,No,None,,,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Insurgency ,NULL,ADAMAWA,MADAGALI,GULAK,NULL,NULL,NULL,14,70,0,0,0,13,10,23,13,11,24,10,12,22,1,0,1,2,7,0,1,0,0,0,2,2,0,1,0,0,0,0,41739,42578,No,NULL,ADAMAWA,MADAGALI,GULAK,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,<50%,None,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Yes,Roofing sheets,Timber/wood,Nails,NA,On-site (<10 mn),>50 %,No,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Good (Hygienic),5,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Cough,No,Yes,On-site (<3 km),Government,Yes,On-site,<2 km,<25%,34,3,7,10,8,5,13,6,5,11,Fees or costs,Lack of school supplies,Lack of teachers,NULL,Yes,2,No,No,No damage,No,Yes,N/A,N/A,N/A,Daily labourer,7,Yes,Yes,No,No,No,None,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,14331,AD0404-018,Radio,NULL,"Friends, neighbors and family",NULL,<50%,Morning,Information about needs in the community,Through direct Conversation,Safety and Security,No,1.Hausa,NULL,6. Marghi,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
Nigeria,18,6/22/2017,AD,ADAMAWA,AD04,GIREI,AD0402,DAMARE,AD_S040,ANGWAN KARA,INFORMAL,12.44139,9.31979,For Relocation,Collective Settlement/Centre,Camps/Camp-like setting,NULL,NULL,Unknown,NULL,Yes,NULL,Public/Government,Emergency shelter,No,N/A,,,No,None,,,No,No,No,Yes,Yes,No,No,No,Yes,Insurgency ,NULL,BORNO,GWOZA,NULL,ADAMAWA,MADAGALI,NULL,146,517,23,36,59,32,47,79,39,41,80,122,165,287,7,5,12,2,3,0,12,0,0,0,4,2,0,0,0,0,0,0,NULL,NULL,No,NULL,BORNO,GWOZA,NULL,Place of origin,Lack of safety,None,>75%,None,None,None,<50%,None,<25%,Kitchen sets,Blankets/Mats,Blankets/Mats,Yes,Block/bricks,Roofing sheets,Timber/wood,NA,Off-site (<10 mn),>50 %,No,No,Protected well,Protected well,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),8,Yes,Yes,Yes,No waste disposal system,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Skin disease,Fever,Malaria,No,Yes,On-site (<3 km),Government,Yes,Off-site,<1 km,<25%,113,17,16,33,20,16,36,27,17,44,Fees or costs,Lack of teachers,Work in the fields,NULL,Yes,2,No,No,No damage,No,Yes,N/A,N/A,N/A,Daily labourer,23,Yes,No,Yes,No,No,None,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,14340,AD0402-049,Radio,NULL,"Friends, neighbors and family",NULL,<25%,Evening,Information about needs in the community,Through direct Conversation,Other relief assistance,No,1.Hausa,NULL,5. Bura,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
Nigeria,18,6/19/2017,BO,BORNO,BO13,JERE,BO1302,BALE GALTIMARI,BO_S001,FORI PRIMARY SCHOOL,INFORMAL,13.177128,11.799088,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,NULL,9/14/2014,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,,,No,None,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,BORNO,BAMA,KASUGULA,BORNO,BAMA,KASUGULA,14,101,3,4,7,11,12,23,14,16,30,15,19,34,3,4,7,14,7,0,7,2,0,0,38,46,6,1,2,1,0,0,41896,42411,Yes,Two times,BORNO,BAMA,KASUGULA,Place of origin,House damaged/destroyed,None,None,None,>75%,None,<25%,None,<25%,Mosquito nets,Blankets/Mats,Kitchen sets,No,NULL,NULL,NULL,NA,On-site (<10 mn),1,Yes,No,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,No,Yes but no soap/water inside,No,Yes,No,No,"Yes, on site",Yes,Irregular,Cash,Yes,Yes,Yes,Yes,Yes,No,Malaria,Fever,Diarrhea,No,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<50%,47,10,7,17,8,6,14,9,7,16,Lack of school supplies,Distance to the school (too far),Lack of teachers,NULL,No,NULL,Yes,Yes,Slightly damaged,No,Yes,N/A,N/A,N/A,Daily labourer,0,Yes,No,No,Yes,No,Local Authorities,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,13736,BO1302-109,Word of Mouth,NULL,"Friends, neighbors and family",NULL,<25%,Morning,Information about needs in the community,Through direct Conversation,Distribution,No,2. Kanuri,NULL,1.Hausa,NULL,2. Kanuri,NULL,Yes,2. Kanuri,NULL,NULL
Nigeria,18,6/25/2017,BO,BORNO,BO13,JERE,BO1309,OLD MAIDUGURI,BO_S003,MADINATU CAMP,FORMAL,13.1805,11.87722,Spontaneous,Camp,Camps/Camp-like setting,NULL,1/1/2014,Unknown,NULL,Yes,NULL,Private Building,Emergency shelter,Yes,Yes,,,Yes,Government,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,BORNO,KUKAWA,BAGA,BORNO,MARTE,KIRENOWA,911,5103,110,237,347,413,572,985,734,885,1619,895,1044,1939,85,128,213,79,350,45,213,0,0,72,60,28,15,3,0,10,0,0,41646,42804,Yes,Two times,BORNO,KUKAWA,BAGA,Place of origin,Lack of safety,None,<75%,<50%,None,None,>75%,None,<50%,Blankets/Mats,Kitchen sets,Hygiene kits,Yes,Tarpaulin,Timber/wood,Nails,NA,On-site (<10 mn),>50 %,Yes,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),18,No,No,Yes,Burning,5,No,Yes,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Cash,Yes,Yes,Yes,Yes,Yes,Yes,Fever,Malaria,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<1 km,<75%,2013,234,160,394,427,350,777,458,384,842,Fees or costs,Lack of school supplies,Work at the house,NULL,Yes,11,Yes,Yes,No damage,Yes,N/A,Yes,N/A,N/A,Daily labourer,313,Yes,Yes,No,Yes,No,Self organized,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,13748,BO1309-090,Radio,NULL,"Friends, neighbors and family",NULL,<50%,Evening,Feedback (positive or negative) about the services in the  site,Through direct Conversation,Other relief assistance,No,2. Kanuri,NULL,3. Shuwa,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
Nigeria,18,6/19/2017,BO,BORNO,BO13,JERE,BO1302,BALE GALTIMARI,BO_S004,BALE GALTIMARI PRI SCHOOL,INFORMAL,13.165182,11.803538,Spontaneous,Camp,Camps/Camp-like setting,NULL,9/1/2014,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,,,Yes,INGO,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,BORNO,BAMA,KASUGULA,BORNO,KONDUGA,KONDUGA,63,452,18,26,44,41,34,75,60,81,141,84,85,169,4,19,23,8,4,2,23,0,0,0,11,0,0,0,0,0,0,0,41883,42867,Yes,Two times,BORNO,BAMA,KASUGULA,Place of origin,Lack of safety,None,None,None,>75%,None,<50%,None,<50%,Mosquito nets,Blankets/Mats,Bucket/Jerry Can,Yes,Tarpaulin,Roofing sheets,Timber/wood,NA,On-site (<10 mn),>50 %,Yes,No,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,Yes,Burning,0,No,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Cash,Yes,Yes,Yes,Yes,Yes,Yes,Malaria,Diarrhea,Fever,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<25%,197,31,25,56,36,34,70,46,25,71,School is damaged or destroyed,Lack of teachers,Work at the house,NULL,No,NULL,Yes,Yes,Destroyed or not usable,No,Yes,N/A,N/A,N/A,Daily labourer,0,Yes,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,13739,BO1302-110,Word of Mouth,NULL,"Friends, neighbors and family",NULL,<25%,Morning,Information about needs in the community,Through direct Conversation,Shelter,No,2. Kanuri,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,2. Kanuri,NULL,NULL
