country,round,survey_date,,site_region,,site_province,,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,,site_date_open,,site_date_close,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,health_support,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_problem,water_remark,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,,food_sup_child,food_sup_lac,,,,,,,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_issue,sec_gbv,,sec_child_issue,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,
Nigeria,12,09/27/2016,BO,BORNO,BO26,NGANZAI,BO2604,GAJIRAM,BO_S066,BOARDING PRIMARY SCHOOL,INFORMAL,13.20713,12.48135,Spontaneous,Collective Settlement/Centre,NULL,02/18/2016,Unknown,NULL,Yes,NULL,Public/Government,School,No,N/A,NULL,NULL,No,NULL,NULL,NULL,No,No,No,No,Yes,Yes,Yes,No,No,BORNO,NGANZAI,GAJIRAM,BORNO,MONGUNO,YELE,7,41,3,1,4,1,4,5,5,7,12,8,10,18,1,1,2,2,4,0,0,2,0,2,1,1,0,0,02/18/2016,NULL,No,BORNO,NGANZAI,GAJIRAM,Place of origin,Lack of food,None,None,None,>75%,None,None,None,<50%,Blankets/Mats,Mosquito nets,Bucket/Jerry Can,On-site (<10 mn),<50 %,Yes,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),2,Yes,Yes,No,No waste disposal system,0,Yes,Unknown,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Cough,Fever,No,No,None,None,No,Unknown,Unknown,None,Collecting firewood,4,Yes,Yes,Yes,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Safety and Security,Yes,2015
Nigeria,12,09/23/2016,BO,BORNO,BO13,JERE,BO1309,OLD MAIDUGURI,BO_S067,FARIA BUZU CAMP,INFORMAL,13.19039,11.86909,Spontaneous,Collective Settlement/Centre,NULL,5/5/2016,Unknown,NULL,Yes,NULL,Private Building,Self-made tents,No,N/A,NULL,NULL,No,NULL,NULL,NULL,No,No,Yes,No,No,No,No,No,No,BORNO,NGALA,NGALA WARD,BORNO,DIKWA,MALLAM MAJA,36,198,6,3,9,11,15,26,37,42,79,35,42,77,4,3,7,11,15,1,0,7,0,0,2,3,1,0,05/17/2016,NULL,No,BORNO,NGALA,NGALA WARD,Place of origin,Lack of food,<25%,None,>75%,None,None,None,<25%,>75%,Blankets/Mats,Mosquito nets,Blankets/Mats,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Non usable,0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,None,No,No,No,No,No,No,Malaria,RTI,Cough,No,No,None,None,No,None,Unknown,None,Daily labourer,36,Yes,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Safety and Security,Yes,2042
Nigeria,12,09/23/2016,BO,BORNO,BO13,JERE,BO1309,OLD MAIDUGURI,BO_S068,FARIA GIDAN BLOCK CAMP,INFORMAL,13.18157,11.86818,Planned,Camp,NULL,1/5/2016,Unknown,NULL,Yes,NULL,Private Building,Tents,No,N/A,NULL,NULL,No,NULL,NULL,NULL,No,No,No,No,Yes,No,No,No,No,BORNO,MAFA,LIMANTI,BORNO,MARTE,KIRENOWA,285,1371,15,11,26,116,99,215,222,374,596,207,292,499,15,20,35,68,35,40,4,35,1,4,5,21,7,0,5/5/2016,6/6/2016,No,BORNO,MAFA,LIMANTI,Place of origin,Lack of food,<25%,>75%,<25%,None,None,None,<25%,>75%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,<5 ltr,Yes,None,No,Good (Hygienic),50,No,No,Yes,Burning,0,No,Yes but no soap/water inside,No,No,No,No,No,Yes,Never,None,No,No,No,No,No,No,Malaria,Fever,Cough,No,No,None,None,No,None,Unknown,None,None,73,Yes,No,Yes,No,No,None,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Safety and Security,Yes,2033
Nigeria,12,09/26/2016,BO,BORNO,BO13,JERE,BO1302,BALE GALTIMARI,BO_S069,GOMBOLE SITE,INFORMAL,13.16498,11.80307,Spontaneous,Collective Settlement/Centre,NULL,12/6/2015,Unknown,NULL,Yes,NULL,Private Building,Host family house,Yes,Yes,NULL,NULL,No,NULL,NULL,NULL,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,BORNO,KUKAWA,KUKAWA,BORNO,BAMA,KASUGULA,23,61,1,2,3,7,9,16,3,6,9,14,16,30,3,0,3,1,9,0,0,3,0,0,0,13,0,0,12/6/2015,09/15/2015,Yes,BORNO,KUKAWA,KUKAWA,Place of origin,Lack of safety,None,None,None,>75%,None,None,>75%,None,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),1,No,No,No,Garbage pit,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Cough,No,No,None,None,Yes,On-site,<1 km,<50%,Petty trade,3,Yes,Yes,Yes,Yes,No,Military,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Situation in areas of origin,No,2100
Nigeria,12,09/26/2016,BO,BORNO,BO16,KONDUGA,BO1602,DALORI / WANORI,BO_S071,CHALLUNURI,INFORMAL,13.26588,11.74435,Spontaneous,Collective Settlement/Centre,NULL,1/1/2015,Unknown,NULL,Yes,NULL,Public/Government,Self-made tents,No,N/A,NULL,NULL,No,NULL,NULL,NULL,No,No,No,No,No,No,No,No,Yes,BORNO,JERE,ALAU,BORNO,KONDUGA,KAWURI,70,315,9,14,23,21,40,61,44,63,107,31,48,79,28,17,45,11,31,0,5,45,0,0,0,45,27,0,NULL,NULL,Yes,BORNO,NULL,NULL,Place of origin,Lack of safety,<25%,None,>75%,None,None,<25%,<50%,<25%,Blankets/Mats,Kitchen sets,Hygiene kits,Off-site (>10 mn),>50 %,No,Ponds/canals,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,Yes,Yes,Yes,Garbage pit,2,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Malaria,Cough,Malnutrition,No,Yes,Off-site (<3 km),NGO,No,Off-site,<5 km,None,Farming,33,Yes,Yes,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Situation in areas of origin,Yes,2068
Nigeria,12,09/24/2016,BO,BORNO,BO13,JERE,BO1309,OLD MAIDUGURI,BO_S072,KORSO BASHIR CAMP,INFORMAL,13.16451,11.86839,Spontaneous,Collective Settlement/Centre,NULL,5/5/2016,Unknown,NULL,Yes,NULL,Private Building,Self-made tents,No,N/A,NULL,NULL,No,NULL,NULL,NULL,No,No,Yes,No,No,No,No,No,Yes,BORNO,MARTE,BORSORI,BORNO,JERE,MASHAMARI,42,230,7,6,13,20,27,47,43,48,91,31,45,76,1,2,3,10,26,1,1,3,0,0,3,4,1,0,5/5/2016,8/5/2016,No,BORNO,MARTE,BORSORI,Place of origin,Lack of safety,None,<25%,<75%,<25%,None,<25%,<25%,>75%,Mosquito nets,Blankets/Mats,Kitchen sets,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,<5 ltr,Yes,None,No,Not so good (Not hygienic),2,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Other,No,No,None,None,No,None,Unknown,None,Petty trade,15,Yes,No,No,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Safety and Security,Yes,2102
Nigeria,12,09/17/2016,BO,BORNO,BO11,GWOZA,BO1106,GWOZA TOWN GADAMAYO,BO_S073,20 HOUSING UNIT,INFORMAL,13.68755,11.08862,Spontaneous,Collective Settlement/Centre,NULL,09/17/2016,Unknown,NULL,Yes,NULL,Public/Government,Tents,Yes,Yes,NULL,NULL,No,NULL,NULL,NULL,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,NULL,BORNO,GWOZA,HAMBAGDA/ LIMAN KARA/ NEW SETTLE,84,474,14,13,27,51,57,108,99,88,187,47,95,142,6,4,10,9,22,0,0,10,1,0,0,28,0,0,09/17/2015,07/22/2016,No,BORNO,GWOZA,GWOZA TOWN GADAMAYO,Place of origin,Lack of safety,None,>75%,None,<25%,None,<25%,<25%,<50%,Hygiene kits,Kitchen sets,Blankets/Mats,On-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),20,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,Yes,No,Malaria,Fever,RTI,No,Yes,Off-site (<3 km),NGO,Yes,Off-site,<1 km,<50%,Daily labourer,1,Yes,Yes,No,Yes,Yes,Military,Theft,Domestic violence,None,None,Fighting between recipients at distribution points,1,0,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Situation in areas of origin,No,2047
Nigeria,12,09/24/2016,BO,BORNO,BO16,KONDUGA,BO1602,DALORI / WANORI,BO_S075,GAYA KOFA,INFORMAL,13.23575,11.76505,Spontaneous,Collective Settlement/Centre,NULL,12/21/2015,Unknown,NULL,Yes,NULL,Public/Government,Self-made tents,No,N/A,NULL,NULL,No,NULL,NULL,NULL,Yes,No,No,Yes,No,No,No,No,Yes,BORNO,KONDUGA,KAWURI,BORNO,BAMA,KASUGULA,106,583,25,30,55,63,69,132,66,92,158,87,98,185,29,24,53,47,60,7,3,53,7,0,0,18,9,0,12/12/2015,03/16/2016,Yes,BORNO,KONDUGA,KONDUGA,Place of origin,Lack of food,<25%,None,>75%,None,None,<50%,<25%,<50%,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,Off-site (<10 mn),>50 %,No,Ponds/canals,Piped water supply,5 - 10 ltr,Yes,None,No,Non usable,0,No,No,No,Burning,0,Yes,Yes,No,No,Yes,No,No,Yes,Never,None,No,No,No,No,No,No,Malaria,Fever,Cough,Yes,Yes,Off-site (<3 km),NGO,No,On-site,<1 km,None,Collecting firewood,87,Yes,Yes,No,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Access to services,Yes,2027
Nigeria,12,09/21/2016,BO,BORNO,BO13,JERE,BO1309,OLD MAIDUGURI,BO_S076,SHUWARI CAMP,INFORMAL,13.16669,11.86757,Spontaneous,Collective Settlement/Centre,NULL,05/21/2016,Unknown,NULL,Yes,NULL,Private Building,Self-made tents,No,N/A,NULL,NULL,No,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,BORNO,JERE,NGUDAA/ADDAMARI,BORNO,MARTE,KIRENOWA,27,111,5,4,9,12,10,22,18,22,40,17,20,37,1,2,3,10,15,1,0,3,0,0,1,2,1,0,05/21/2016,06/28/2016,Yes,BORNO,JERE,NGUDAA/ADDAMARI,Place of origin,Lack of safety,None,None,>75%,<25%,None,None,<25%,>75%,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,Off-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Non usable,0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Cough,Diarrhea,No,No,None,None,No,None,Unknown,None,Agro-pastoralism,25,Yes,No,No,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Safety and Security,Yes,2038
Nigeria,12,09/24/2016,BO,BORNO,BO16,KONDUGA,BO1607,KONDUGA,BO_S077,KALARI ABULE,INFORMAL,13.28427,11.98392,Spontaneous,Collective Settlement/Centre,NULL,10/9/2014,Unknown,NULL,Yes,NULL,Public/Government,Self-made tents,No,N/A,NULL,NULL,No,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,BORNO,KONDUGA,KELUMIRI / NGALBI AMARI / YALE,BORNO,JERE,ALAU,658,3815,44,49,93,504,569,1073,655,739,1394,521,587,1108,69,78,147,85,127,3,0,147,0,17,0,49,13,0,10/9/2014,NULL,Yes,BORNO,KONDUGA,KAWURI,Place of origin,Lack of safety,<25%,<25%,None,<75%,None,None,<50%,<25%,Blankets/Mats,Kitchen sets,Mosquito nets,Off-site (>10 mn),>50 %,No,Spring,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,Yes,No,Garbage pit,0,No,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,None,No,No,No,No,No,No,Fever,Malaria,Cough,Yes,Yes,Off-site (<3 km),INGO,No,Unknown,Unknown,None,Collecting firewood,49,Yes,Yes,Yes,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Situation in areas of origin,Yes,2036
Nigeria,12,09/26/2016,BO,BORNO,BO16,KONDUGA,BO1607,KONDUGA,BO_S078,MASHUMAN KULUYE,INFORMAL,13.38306,11.67058,Spontaneous,Collective Settlement/Centre,NULL,7/5/2015,Unknown,NULL,Yes,NULL,Public/Government,Self-made tents,No,N/A,NULL,NULL,No,NULL,NULL,NULL,No,No,Yes,No,No,No,Yes,No,Yes,BORNO,BAMA,YABIRI KURA/YABIRI GANA/CHONGOLO,BORNO,BAMA,KUMSHE /NDUGUNO,283,1500,23,30,53,278,314,592,212,239,451,172,195,367,23,14,37,40,60,0,0,37,0,11,0,10,35,0,7/5/2016,NULL,Yes,BORNO,BAMA,YABIRI KURA/YABIRI GANA/CHONGOLO,Place of origin,Accessibility,<25%,None,<75%,None,None,<25%,<25%,<25%,Kitchen sets,Mosquito nets,Blankets/Mats,On-site (<10 mn),<50 %,Yes,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),4,No,No,No,No waste disposal system,0,No,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,None,No,No,No,No,No,No,Malaria,Malnutrition,Cough,No,No,None,None,No,None,Unknown,None,Pastoralism,56,Yes,Yes,Yes,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Access to services,Yes,2022
Nigeria,12,09/30/2016,BO,BORNO,BO21,MAIDUGURI M. C.,BO2113,MAISANDARI,BO_S079,SAFE HOME,FORMAL,13.14646,11.92188,Spontaneous,Collective Settlement/Centre,NULL,5/5/2016,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,NULL,NULL,No,NULL,NULL,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,BORNO,BAMA,KUMSHE /NDUGUNO,BORNO,DIKWA,DIKWA,34,62,2,4,6,9,3,12,7,12,19,10,15,25,0,0,0,3,10,0,0,0,0,0,0,4,0,0,5/5/2016,8/5/2016,Yes,BORNO,BAMA,KUMSHE /NDUGUNO,Place of origin,Lack of safety,<25%,None,None,>75%,>75%,Unknown,None,>75%,Blankets/Mats,Mosquito nets,Hygiene kits,On-site (<10 mn),100%,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Good (Hygienic),8,Yes,Yes,Yes,Garbage pit,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Everyday,Distribution,No,No,No,No,No,No,Fever,Malaria,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,>75%,None,0,No,No,No,Yes,No,Police,None,None,None,None,None,0,1,No,Yes,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Authorities,Safety and Security,No,2065
Nigeria,12,09/29/2016,BO,BORNO,BO21,MAIDUGURI M. C.,BO2113,MAISANDARI,BO_S083,NURSING VILLAGE ,FORMAL,13.11716,11.83123,Spontaneous,Collective Settlement/Centre,NULL,12/6/2016,Unknown,NULL,Yes,NULL,Public/Government,Government building,No,N/A,NULL,NULL,Yes,Government,SEMA ,802854519,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,BORNO,BAMA,YABIRI KURA/YABIRI GANA/CHONGOLO,BORNO,BAMA,KASUGULA,400,2017,21,28,49,147,245,392,354,489,843,322,399,721,5,7,12,50,192,0,0,12,15,10,5,200,10,5,12/6/2016,12/7/2016,Yes,BORNO,BAMA,KUMSHE /NDUGUNO,Place of origin,Accessibility,<25%,None,None,>75%,None,<25%,None,>75%,Blankets/Mats,Kitchen sets,Hygiene kits,On-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),15,No,No,No,Garbage pit,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Everyday,Distribution,No,No,No,No,Yes,No,Malnutrition,Diarrhea,Malaria,No,Yes,On-site (<3 km),Government,No,Off-site,<2 km,None,None,0,No,No,No,Yes,No,Military,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Authorities,Safety and Security,No,2073
Nigeria,12,09/29/2016,BO,BORNO,BO21,MAIDUGURI M. C.,BO2101,BOLORI  I,BO_S084,BULLET QUARTERS,INFORMAL,13.11015,11.85591,Spontaneous,Collective Settlement/Centre,NULL,11/26/2015,Unknown,NULL,Yes,NULL,Public/Government,Bunk houses,Yes,Yes,NULL,NULL,No,NULL,NULL,NULL,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,BORNO,GUBIO,GUBIO TOWN  I,BORNO,KUKAWA,BAGA,29,151,10,3,13,12,7,19,27,26,53,31,34,65,0,1,1,6,18,0,0,1,2,2,0,2,0,0,11/26/2015,5/5/2016,No,BORNO,GUBIO,GUBIO TOWN  I,Place of origin,Lack of safety,None,None,None,>75%,<50%,None,>75%,>75%,Kitchen sets,Soap,Blankets/Mats,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),14,No,No,No,No waste disposal system,0,Yes,Yes,Yes,No,No,No,"Yes, on site",No,Irregular,Cash,No,No,No,No,No,No,Malaria,Diarrhea,Fever,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<1 km,<50%,Daily labourer,0,Yes,No,No,Yes,Yes,Self organized,Friction anmong site residents,None,None,None,Not enough assistance for all entitled,0,0,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",Yes,Nigeria,Better living conditions,Mobile phone,Safety and Security,No,2049
Nigeria,12,09/30/2016,BO,BORNO,BO21,MAIDUGURI M. C.,BO2110,LAMISULA/JABBA MARI,BO_S086,GREMA MOHAMMED COMPANY,INFORMAL,13.14297,11.84886,Spontaneous,Collective Settlement/Centre,NULL,6/3/2015,Unknown,NULL,Yes,NULL,Private Building,Self-made tents,Yes,Yes,NULL,NULL,No,NULL,NULL,NULL,No,No,Yes,No,No,No,Yes,Yes,Yes,BORNO,MARTE,NULL,BORNO,MAFA,MA'AFA,27,216,6,5,11,23,28,51,39,34,73,28,43,71,4,6,10,4,45,0,3,10,10,0,5,7,0,0,6/3/2015,10/4/2016,No,BORNO,MARTE,NULL,Place of origin,Lack of safety,None,<25%,>75%,<25%,None,<50%,None,None,Kitchen sets,Blankets/Mats,Mosquito nets,On-site (<10 mn),100%,Yes,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Non usable,0,No,No,No,No waste disposal system,0,Yes,Yes,No,No,Yes,No,No,No,Never,None,No,No,No,No,No,No,Malaria,Fever,Other,No,No,None,None,Yes,On-site,<1 km,<25%,Daily labourer,14,Yes,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Other relief assistance,No,1984
Nigeria,12,09/30/2016,BO,BORNO,BO21,MAIDUGURI M. C.,BO2113,MAISANDARI,BO_S087,BAKASI 2 CAMP,FORMAL,13.12019,11.84334,Planned,Camp,NULL,11/2/2015,Unknown,NULL,Yes,NULL,Public/Government,Tents,Yes,Yes,NULL,NULL,Yes,Government,NEMA,8065379002,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,MONGUNO,MONGUNO,BORNO,MARTE,MUSUNE,5333,21472,761,1052,1813,1049,1546,2595,2857,4986,7843,2424,5147,7571,585,1065,1650,673,1953,47,7,1650,78,547,0,84,22,0,11/2/2015,09/17/2016,Yes,BORNO,MONGUNO,MONGUNO,Place of origin,Lack of safety,<25%,<75%,<25%,<50%,None,<75%,<75%,<25%,Blankets/Mats,Soap,Hygiene kits,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),1018,Yes,Yes,No,Burning,310,Yes,Yes,Yes,Yes,Yes,No,"Yes, on site",No,Irregular,Distribution,Yes,No,No,Yes,Yes,No,Malaria,Malnutrition,Cough,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<50%,Petty trade,1500,Yes,No,No,Yes,Yes,Military,Theft,Domestic violence,None,Child physical & emotional abuse,Fighting between recipients at distribution points,2,0,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Other relief assistance,No,2026
Nigeria,12,8/10/2016,BO,BORNO,BO07,DAMBOA,BO0705,DAMBOA,BO_S089,GENERAL HOSPITAL DAMBOA,INFORMAL,12.76259,11.16594,Spontaneous,Collective Settlement/Centre,NULL,8/2/2016,Unknown,NULL,Yes,NULL,Public/Government,Health facility,Yes,Yes,NULL,NULL,Yes,Individual/Private,NA,NA,Unknown,No,Yes,Yes,Yes,Yes,Yes,No,No,BORNO,DAMBOA,DAMBOA,BORNO,KONDUGA,DALORI / WANORI,2537,12908,360,489,849,1251,1368,2619,1884,283,2167,2911,3303,6214,392,667,1059,983,1241,10,0,1059,630,1203,331,0,0,0,02/18/2016,08/16/2016,Yes,BORNO,DAMBOA,DAMBOA,Place of origin,Lack of safety,<25%,<25%,<25%,<75%,<25%,None,None,<75%,Blankets/Mats,Kitchen sets,Mosquito nets,On-site (<10 mn),<50 %,Yes,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),8,Yes,Yes,Yes,Garbage pit,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Distribution,Yes,No,No,Yes,No,No,Malnutrition,Malaria,Fever,No,Yes,On-site (<3 km),Local clinic,Yes,On-site,<1 km,<25%,Farming,0,No,No,Yes,Yes,No,Military,None,Unknown,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Families/Friends,Other relief assistance,No,2109
Nigeria,12,10/10/2016,BO,BORNO,BO07,DAMBOA,BO0705,DAMBOA,BO_S090,CENTRAL PRIMARY SCHOOL DAMBOA,INFORMAL,12.75673,11.16132,Spontaneous,Collective Settlement/Centre,NULL,9/2/2014,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,Individual/Private,NA,NA,No,No,Yes,Yes,Yes,Yes,Yes,No,No,BORNO,DAMBOA,AJIGN (A),BORNO,KONDUGA,KONDUGA,986,4611,71,113,184,227,364,591,508,731,1239,981,1238,2219,146,232,378,63,219,4,0,378,26,0,21,5,0,0,9/2/2016,4/9/2016,Yes,BORNO,DAMBOA,AJIGN (A),Place of origin,Lack of safety,<25%,<25%,<25%,<75%,<25%,None,None,<75%,Blankets/Mats,Kitchen sets,Mosquito nets,On-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,<5 ltr,Yes,None,No,Not so good (Not hygienic),6,Yes,Yes,Yes,Garbage pit,0,Yes,Yes,No,No,Yes,No,"Yes, on site",Yes,Irregular,Distribution,Yes,No,No,Yes,No,No,Malnutrition,Malaria,Fever,No,Yes,On-site (<3 km),Local clinic,Yes,On-site,<1 km,<25%,Agro-pastoralism,0,No,No,No,Yes,No,Military,None,Unknown,Unknown,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Families/Friends,Other relief assistance,No,2111
Nigeria,12,9/9/2016,BO,BORNO,BO24,MONGUNO,BO2407,MONGUNO,BO_S091,NGURNO,FORMAL,13.62032,12.68556,Spontaneous,Collective Settlement/Centre,NULL,08/15/2015,Unknown,NULL,Yes,NULL,Public/Government,Self-made tents,Yes,Yes,NULL,NULL,Yes,Government,SEMA,NA,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,BORNO,MONGUNO,NGURNO,NULL,NULL,NULL,220,1236,10,13,23,148,137,285,237,258,495,162,171,333,40,60,100,18,28,4,5,100,0,5,0,30,25,0,08/15/2015,3/4/2016,Yes,BORNO,MONGUNO,NGURNO,Place of origin,Lack of food,<25%,None,<75%,<25%,None,<25%,<50%,<50%,Mosquito nets,Blankets/Mats,Kitchen sets,On-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Good (Hygienic),13,No,Yes,Yes,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Distribution,Yes,No,No,No,Yes,No,Malaria,Fever,Diarrhea,Yes,Yes,Off-site (<3 km),NGO,No,Unknown,Unknown,None,Daily labourer,79,No,Yes,No,Yes,No,Self organized,None,Domestic violence,None,Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Distribution,No,2082
