round,country,survey_date,site_id,site_name,site_region,site_provence,site_district,site_latitude,site_longitude,site_location,site_class,site_type,site_shelter,smc_exist,smc_community,sma_exist,sma_name,sma_type,site_status,shelter_rem,site_electricty,water_operational,n_family,n_infants_male,n_infants_female,n_child_male,n_child_female,n_youth_male,n_youth_female,n_adult_male,n_adult_female,n_elder_male,n_elder_female,n_total,n_pregnant,n_lactating,n_physical_dis,n_mental_dis,n_chronic_ill,n_hoh_child,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,idp_leaving,return_area,origin_region,origin_province,origin_district,per_hh_outside,per_hh_tents,per_hh_makeshift,per_hh_indoors,water_location,n_latrine,latrine_gender,bathing_gender,food_freq,food_sup_lac,food_sup_child,food_source,health_issue,health_issue_b,edu_access_i,edu_distance,per_sch,sec_provided,sec_reported,gbv_report,site_lighting,info_main,job_abr,job_farm,job_cattle,job_fishing,job_business
1,Haiti,16/05/17,,Lycee Nationale de beaumont,Grande Anse,Beaumont,Beaumont,18.47975,-73.96451,Beaumont,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Beaumont,Beaumont,Unknown,Unknown,Unknown,Unknown,Unknown,4,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,16/05/17,833-01-S010,Ecole Nationale Andr_,Grande Anse,Beaumont,Beaumont,18.50802,-73.96666,Sur la route de Andr_,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Beaumont,Beaumont,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,16/05/17,833-01-S007,Maison Voisins,Grande Anse,Beaumont,Beaumont,18.47849,-73.95663,Sur la route Nationale #7,Spontaneous,Group Sites,Neighboring House,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Beaumont,Beaumont,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,16/05/17,,Chapelle Eglise et Voisins,Grande Anse,Beaumont,Beaumont,18.48039,-73.96053,Sur la route Nationale #7,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Beaumont,Beaumont,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/12/17,811-02-S005,Ecole St Laurent,Grande Anse,Jeremie,Haute Voldrogue,18.53292,-74.0849,Favier,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Haute Voldrogue,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/10/17,811-01-S005,Eglise Methodiste d'haŒÇti,Grande Anse,Jeremie,Basse Guinaudee,18.62181,-74.11027,Gebeau,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Wooden Building,"Yes, Generator",No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Basse Guinaudee,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/11/17,811-04-S006,Ecole Nationale Gebeau,Grande Anse,Jeremie,Basse Guinaudee,18.62181,-74.11027,Gebeau,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Basse Guinaudee,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,16/05/17,,Eglise St Andre,Grande Anse,Beaumont,Beaumont,18.51041,-73.96825,Sur la route Nationale #7,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Wooden Building,"Yes, Generator",No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Beaumont,Beaumont,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,16/05/17,833-01-S008,College la Providence,Grande Anse,Beaumont,Beaumont,18.47753,-73.95307,Sur la route Nationale #7,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Beaumont,Beaumont,Unknown,Unknown,Unknown,Unknown,Unknown,3,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,16/05/17,833-01-S001,Ecole Nationale de Beaumont,Grande Anse,Beaumont,Beaumont,18.47754,-73.95309,Sur la route Nationale #7,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Beaumont,Beaumont,Unknown,Unknown,Unknown,Unknown,Unknown,3,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,19/05/17,,Lycee National de Moron,Grande Anse,Moron,Sources Chaudes,18.55568,-74.27043,Dtoulanj,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Moron,Sources Chaudes,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/08/17,,Maison Mr Paco,Grande Anse,Jeremie,Fond Rouge De Torbec,18.65034,-74.12402,Impasse sanon,Spontaneous,Group Sites,Private House,No,No,No,Unknown,Unknown,No,Concrete,"Yes, Scarcely","Yes, National Water and Sanitation Company ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,19/05/17,814-00-S006,Eglise Baptiste MEBSH,Grande Anse,Moron,Sources Chaudes,18.55967,-74.25825,Moron,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Concrete,"Yes, Scarcely",No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Moron,Sources Chaudes,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/12/17,811-02-S007,Maison Exavier Guillaume,Grande Anse,Jeremie,Haute Voldrogue,18.54048,-74.11812,L_on,Spontaneous,Group Sites,Private House,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Haute Voldrogue,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/03/17,,Institution mixte Bethanie,Grande Anse,Jeremie,Fond Rouge De Torbec,18.64357,-74.1158,La providance,Spontaneous,Group Sites,School,No,No,No,Unknown,None,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,0,No,No,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/11/17,811-04-S005,Ecole Notre Dame du Perpetuel Secours,Grande Anse,Jeremie,Basse Guinaudee,18.59518,-74.13805,Latiboliere,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Basse Guinaudee,Unknown,Unknown,Unknown,Unknown,Unknown,4,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,19/05/17,,College Albert Saindoux,Grande Anse,Moron,Anote / Tapion,18.56006,-74.25761,Moron,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Moron,Anote / Tapion,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,19/05/17,,Mairie de Moron,Grande Anse,Moron,Sources Chaudes,18.56088,-74.25756,Rue Chavenet,Spontaneous,Group Sites,Public Office,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Moron,Sources Chaudes,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,1%-25%,0%
1,Haiti,05/02/17,811-09-S048,Centre Universitaire Chretienne,Grande Anse,Jeremie,Fond Rouge De Torbec,18.64023,-74.11582,Nan Blay,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/09/17,,Ecole Notre Dame de Lourdes,Grande Anse,Jeremie,Fond Rouge Daiyer,18.64319,-74.11549,Nan Koton,Spontaneous,Group Sites,School,Unknown,No,No,Unknown,Unknown,No,Concrete,"Yes, Regularly","Yes, National Water and Sanitation Company ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge Daiyer,Unknown,Unknown,Unknown,Unknown,Unknown,4,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/05/17,,Maison Mathialdo Laguerre,Grande Anse,Jeremie,Fond Rouge De Torbec,18.6599,-74.14262,Nan lundy,Spontaneous,Group Sites,Private House,No,No,No,Unknown,Unknown,No,Concrete,"Yes, Regularly","Yes, National Water and Sanitation Company ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,76%-100%,76%-100%,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/09/17,811-08-S021,Ecole St Matin de Pores,Grande Anse,Jeremie,Fond Rouge Daiyer,18.64005,-74.1147,Platon,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge Daiyer,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/10/17,,CollÅ_ge Anacaona,Grande Anse,Jeremie,Fond Rouge Daiyer,18.64019,-74.11443,Platon,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge Daiyer,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/08/17,,Maison Nesly Jean Louis,Grande Anse,Jeremie,Fond Rouge De Torbec,18.64039,-74.11428,Platon,Spontaneous,"Other, specify",Private House,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Off-site (<20 minutes),0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/10/17,,Ecole St Jean Bosco,Grande Anse,Jeremie,Fond Rouge Daiyer,18.64121,-74.12077,Rochasse,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Reinforced Concrete,"Yes, Regularly","Yes, National Water and Sanitation Company ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge Daiyer,Unknown,Unknown,Unknown,Unknown,Unknown,6,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/05/17,811-09-S054,Maison madame Louis Antoine,Grande Anse,Jeremie,Fond Rouge De Torbec,18.64309,-74.118,Rochasse,Spontaneous,Group Sites,Private House,No,No,No,Unknown,None,No,Concrete,"Yes, Generator","Yes, Water Truck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,No,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/11/17,811-04-S008,Universite Professionnelle de la Grand Anse,Grande Anse,Jeremie,Basse Voldrogue,18.62152,-74.0931,Route Nationale II,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Prefab Structure,"Yes, Generator","Yes, NGO, Organization",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Basse Voldrogue,Unknown,Unknown,Unknown,Unknown,Unknown,4,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,19/05/17,,Chapelle Notre Dame de Lourdes,Grande Anse,Moron,Sources Chaudes,18.56086,-74.25722,Rue Chavenet,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Concrete,"Yes, Generator",No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Moron,Sources Chaudes,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/04/17,811-09-S008,Eglise P_niel,Grande Anse,Jeremie,Fond Rouge De Torbec,18.64738,-74.11402,Rue Alexandre P_tion,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Concrete,"Yes, Generator",No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/08/17,811-09-S036,Ecole Maria Montessorie Ste TherÅ_se,Grande Anse,Jeremie,Fond Rouge De Torbec,18.64755,-74.1144,Rue Alexandre P_tion,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,"Yes, Generator","Yes, Water Truck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,3,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/05/17,811-09-S053,Maison Marie Jeune Erminante,Grande Anse,Jeremie,Fond Rouge De Torbec,18.64761,-74.11527,Rue Alexandre P_tion,Spontaneous,Group Sites,Individual House,Unknown,Unknown,Unknown,Unknown,Unknown,No,Concrete,"Yes, Generator","Yes, Water Truck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/10/17,,Foyer Culturel,Grande Anse,Jeremie,Fond Rouge Daiyer,18.64544,-74.11511,Rue Bruce Ain_,Spontaneous,Group Sites,Public,No,No,No,Unknown,Unknown,No,Concrete,"Yes, Generator","Yes, National Water and Sanitation Company ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge Daiyer,Unknown,Unknown,Unknown,Unknown,Unknown,6,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/03/17,811-09-S046,Eglise de Dieu Mackandale,Grande Anse,Jeremie,Fond Rouge De Torbec,18.64849,-74.11462,Rue Camagnole,Spontaneous,Group Sites,Church,Unknown,Unknown,Unknown,Unknown,None,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/03/17,811-09-5056,Ecole union patriotique,Grande Anse,Jeremie,Fond Rouge De Torbec,18.64865,-74.11433,Rue Camagnole,Spontaneous,Group Sites,School,No,No,No,Unknown,None,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,0,No,No,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/02/17,,EFACAP de jeremie,Grande Anse,Jeremie,Fond Rouge De Torbec,18.65004,-74.11642,Rue Camagnole,Spontaneous,Group Sites,School,No,Yes,No,Unknown,None,No,Wooden Building,"Yes, Regularly","Yes, Water Truck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,On-site (<20 minutes),3,No,No,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Yes, lighting adequate",Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/02/17,811-09-S042,CollÅ_ge Emmanuel,Grande Anse,Jeremie,Fond Rouge De Torbec,18.64834,-74.11489,Rue Camagnole,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,"Diarrheal, gastrointestinal diseases",Malaria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,19/05/17,,Ecole Bon Berger,Grande Anse,Moron,Sources Chaudes,18.55981,-74.25877,Rue Cimetiere,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Moron,Sources Chaudes,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,19/05/17,814-00-S005,Ecole Nationale Mixte de Moron,Grande Anse,Moron,Sources Chaudes,18.56435,-74.25106,Sur la route de Moron,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Moron,Sources Chaudes,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,22/05/17,815-01-S004,Lycee de chambellan,Grande Anse,Chambellan,Boucan,18.54944,-74.30915,Chambellan,Spontaneous,Group Sites,School,No,Yes,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Chambellan,Dejean,Unknown,Unknown,Unknown,Unknown,Unknown,3,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/09/17,811-08-S010,Eglise Chretienne El ShaddaŒÇ,Grande Anse,Jeremie,Fond Rouge Daiyer,18.63853,-74.11824,Rue Docteur RaphaÛèl,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Wooden Building,"Yes, Generator","Yes, Water Truck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge Daiyer,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,22/05/17,815-01-S005,Eglise adventiste,Grande Anse,Chambellan,Dejean,18.55078,-74.31314,Chambellan,Spontaneous,Group Sites,Church,Unknown,Unknown,Unknown,Unknown,Unknown,No,Wooden Building,"Yes, Generator",No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Chambellan,Dejean,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
