country,round,survey_date,site_region,site_province,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,,site_date_open,,site_date_close,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,support_health,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_remark,water_complaint,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,hyg_promotion,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,health_screen,food_sup_lac,food_sup_child,,,,health_medicine,health_center,,,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_tradition,,,,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,
Nigeria,9,3/7/2016,PLATEAU,JOS NORTH,GANGARE,PL_S001,HOUSE OF RECAB,INFORMAL,8.89302,9.90052,Spontaneous,Collective Settlement/Centre,NULL,11/23/2013,Unknown,NULL,Yes,NULL,Private Building,Individual house,Yes,No,NULL,NULL,Yes,Local NGO,HOUSE OF RECAB,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,BORNO,GWOZA,NULL,TARABA,WUKARI,NULL,1,109,0,0,0,8,13,21,42,46,88,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,11/17/2014,12/14/2015,No,PLATEAU,JOS NORTH,GANGARE,Place of origin,Lack of safety,None,None,None,>75%,>75%,<75%,None,<75%,Plastic sheeting,Blankets/Mats,Hygiene kits,On-site (<10 mn),>50 %,Yes,Protected well,Piped water supply,10 - 15 ltr,Yes,None,No,Good (Hygienic),10,Yes,Yes,Yes,Burning,0,No,Yes,No,Yes,No,Yes,"Yes, on site",Yes,Everyday,Distribution,No,Unknown,No,Cough,Skin disease,Malaria,Yes,Yes,On-site (>3 km),NGO,Yes,On-site,<1 km,>75%,Petty trade,1,No,No,No,Yes,No,Self organized,None,None,None,None,Assistance did not respond to the actual need,1,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Mobile phone,Situation in areas of origin,No,1628
Nigeria,9,3/11/2016,PLATEAU,JOS SOUTH,BUKURU,PL_S002,STEFANOS IDP CAMP,INFORMAL,8.86641,9.80471,Spontaneous,Collective Settlement/Centre,NULL,11/1/2014,Unknown,NULL,Yes,NULL,Private Building,Individual house,Yes,Yes,NULL,NULL,Yes,Local NGO,STEFANOS FOUNDATION,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,NGOSHE,ADAMAWA,MADAGALI,WAGGA,94,446,8,7,15,63,78,141,64,59,123,64,86,150,5,12,17,17,60,2,0,17,0,2,0,5,42,0,11/1/2014,01/27/2016,Yes,BORNO,GWOZA,NULL,Place of origin,Lack of food,<25%,None,None,>75%,>75%,>75%,<75%,>75%,Hygiene kits,Kitchen sets,Bucket/Jerry Can,On-site (<10 mn),>50 %,Unknown,Hand pumps,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),20,Yes,Yes,No,Garbage pit,1,No,Yes but no soap/water inside,No,Yes,No,Yes,"Yes, on site",Yes,Everyday,Host community donation,No,No,No,Malaria,Diarrhea,Cough,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,>75%,Farming,45,Yes,Yes,No,Yes,No,Self organized,None,None,None,None,None,1,0,Yes,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",Yes,Nigeria,Education,Site Management,Situation in areas of origin,No,1636
Nigeria,9,3/8/2016,PLATEAU,RIYOM,RIYOM,PL_S004,KWALLACK LOCK UP SHOPS,INFORMAL,8.76377,9.63822,Spontaneous,Collective Settlement/Centre,NULL,2/7/2015,Unknown,NULL,Yes,NULL,Public/Government,Government building,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,Yes,No,Yes,No,Yes,No,No,PLATEAU,RIYOM,ATTAKAR,PLATEAU,RIYOM,SHARUBUTU,176,783,12,8,20,74,10,84,153,48,201,258,216,474,1,3,4,0,22,0,0,4,0,0,0,0,0,0,7/2/2015,04/18/2015,Yes,PLATEAU,RIYOM,SHARUBUTU,Place of origin,Lack of safety,None,None,None,>75%,None,<50%,None,None,Blankets/Mats,Kitchen sets,Mosquito nets,On-site (<10 mn),Not operational,No,Unprotected well,Unprotected well,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),6,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,Yes,No,Yes,Never,Cash,No,No,No,Malaria,Fever,Skin disease,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<2 km,<25%,Farming,0,Yes,Yes,No,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,1,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Safety and Security,Yes,1630
Nigeria,9,3/8/2016,PLATEAU,RIYOM,RIYOM,PL_S005,"COMMUNITY TOWN HALL, RIYOM",INFORMAL,8.761661,9.639783,Spontaneous,Collective Settlement/Centre,NULL,04/30/2014,Unknown,NULL,Yes,NULL,Public/Government,Community center,No,N/A,NULL,NULL,No,NULL,NULL,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PLATEAU,RIYOM,SOPP,PLATEAU,RIYOM,SHARUBUTU,8,73,0,0,0,5,9,14,8,12,20,18,21,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/30/2014,12/10/2014,Yes,PLATEAU,RIYOM,SOPP,Place of origin,Lack of safety,None,None,None,>75%,<75%,>75%,None,<25%,Blankets/Mats,Plastic sheeting,Kitchen sets,On-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),3,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Once a week,Cash,No,No,No,Fever,Malaria,Skin disease,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<2 km,<25%,Farming,0,No,Yes,Yes,Yes,No,Police,None,None,None,None,Not enough assistance for all entitled,1,1,No,Yes,No,No,No,Excellent,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Local Leader,Shelter,Yes,1626
Nigeria,9,3/8/2016,PLATEAU,RIYOM,RA-HOSS,PL_S006,"CENTRAL PRIMARY SCHOOL, RIYOM",INFORMAL,8.762777,9.639783,Spontaneous,Collective Settlement/Centre,NULL,4/12/2015,Unknown,NULL,Yes,NULL,Public/Government,School,No,N/A,NULL,NULL,No,NULL,NULL,,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,PLATEAU,RIYOM,ATTAKAR,PLATEAU,RIYOM,SHARUBUTU,63,304,2,1,3,43,16,59,74,29,103,93,39,132,4,3,7,16,33,0,0,7,0,0,1,0,2,0,12/4/2015,10/4/2016,No,PLATEAU,RIYOM,ATTAKAR,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,None,None,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),<50 %,No,Protected well,Protected well,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),4,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,Yes,Yes,Yes,"Yes, on site",Yes,Irregular,Cash,No,No,No,Malaria,Skin disease,Fever,No,Yes,On-site (>3 km),Local clinic,Yes,On-site,<1 km,<25%,Farming,0,Yes,Yes,No,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,1,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Safety and Security,Yes,1634
Nigeria,9,3/7/2016,PLATEAU,RIYOM,RIM,PL_S007,EKAN PRIMARY SCHOOL ,INFORMAL,8.75238,9.55082,Spontaneous,Collective Settlement/Centre,NULL,5/9/2012,Unknown,NULL,Yes,NULL,Public/Government,School,No,N/A,NULL,NULL,No,NULL,NULL,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PLATEAU,RIYOM,RIM,PLATEAU,RIYOM,SHARUBUTU,596,2729,13,21,34,235,162,397,478,362,840,859,582,1441,14,3,17,2,82,0,0,17,0,0,0,9,0,0,2/9/2010,12/4/2015,No,PLATEAU,RIYOM,RIM,Place of origin,Lack of safety,None,None,None,>75%,<25%,<25%,None,None,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,No,Protected well,Protected well,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,Malaria,Fever,Cough,No,Yes,Off-site (<3 km),Local clinic,Yes,On-site,<1 km,<25%,Farming,0,No,Yes,Yes,Yes,No,Police,None,None,None,None,None,1,1,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Local Leader,Safety and Security,Yes,1632
Nigeria,9,3/8/2016,PLATEAU,WASE,SALUWE,PL_S008,JANKWANO CAMP,INFORMAL,10.00244,9.21419,Spontaneous,Collective Settlement/Centre,NULL,8/4/2013,Unknown,NULL,Yes,NULL,Public/Government,Government building,No,N/A,NULL,NULL,Unknown,NULL,NULL,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PLATEAU,WASE,WASE TOFA,PLATEAU,WASE,NULL,74,593,16,4,20,34,37,71,98,107,205,118,160,278,7,12,19,11,30,0,0,19,0,4,2,3,4,1,NULL,NULL,No,PLATEAU,WASE,WASE TOFA,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,<50%,<25%,<25%,Mosquito nets,Kitchen sets,Soap,On-site (<10 mn),>50 %,Yes,Hand pumps,Piped water supply,Unknown,No,Taste,Yes,Not so good (Not hygienic),0,No,Yes,No,No waste disposal system,0,No,Yes,No,No,Yes,No,"Yes, on site",No,Irregular,Cultivated,No,No,No,Malaria,Diarrhea,Skin disease,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<2 km,<25%,Daily labourer,23,Unknown,Yes,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,Yes,Yes,Yes,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Local Leader,Safety and Security,No,1629
Nigeria,9,3/8/2016,PLATEAU,WASE,DANBIRAM,PL_S009,UNGWAN GALADIMA,INFORMAL,9.95932,9.09984,Spontaneous,Collective Settlement/Centre,NULL,12/4/2013,Unknown,NULL,Yes,NULL,Public/Government,Government building,No,N/A,NULL,NULL,No,NULL,NULL,,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,No,No,PLATEAU,WASE,WASE TOFA,PLATEAU,WASE,WASE TOFA,67,529,28,33,61,41,62,103,88,94,182,37,71,108,33,42,75,42,92,2,0,75,8,10,12,7,5,2,NULL,NULL,No,PLATEAU,WASE,WASE TOFA,Place of origin,House damaged/destroyed,None,None,<25%,>75%,<25%,<25%,None,<50%,Mosquito nets,Blankets/Mats,Bucket/Jerry Can,Off-site (>10 mn),<50 %,No,Unprotected well,Spring,10 - 15 ltr,No,Taste,Yes,Non usable,0,No,No,No,No waste disposal system,0,Yes,Yes,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cultivated,No,No,No,Malaria,Fever,Malnutrition,No,Yes,On-site (<3 km),Government,Yes,Off-site,<10 km,<25%,Farming,0,No,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,Yes,Yes,Yes,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Families/Friends,Situation in areas of origin,Yes,1633
Nigeria,9,3/6/2016,PLATEAU,WASE,KUYAMBANA,PL_S010,G.S.S WASE,INFORMAL,9.96934,9.10882,Spontaneous,Collective Settlement/Centre,NULL,4/9/2014,Unknown,NULL,Yes,NULL,Public/Government,School,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,No,Yes,Yes,No,Yes,Yes,No,PLATEAU,WASE,WASE TOFA,PLATEAU,WASE,WASE TOFA,98,650,48,39,87,37,74,111,54,81,135,82,112,194,51,72,123,48,147,7,0,123,6,4,23,9,8,14,NULL,NULL,Yes,PLATEAU,WASE,WASE TOFA,Place of origin,House damaged/destroyed,None,None,None,>75%,None,<25%,<25%,<75%,Blankets/Mats,Bucket/Jerry Can,Soap,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes,No,No,Yes,No,No,No,Never,Cultivated,No,No,No,Malaria,Fever,Malnutrition,No,Yes,On-site (<3 km),Government,Yes,Off-site,<5 km,<25%,Farming,0,No,No,No,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,Yes,Yes,Yes,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Families/Friends,Situation in areas of origin,Yes,1631
Nigeria,9,3/7/2016,PLATEAU,RIYOM,SOPP,PL_S011,SOPP PRIMARY SCHOOL,INFORMAL,8.65319,9.55506,Spontaneous,Collective Settlement/Centre,NULL,4/30/2012,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,No,NULL,NULL,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,PLATEAU,RIYOM,SHARUBUTU,PLATEAU,RIYOM,ATTAKAR,389,1881,0,5,5,252,112,364,309,292,601,320,467,787,26,98,124,10,53,1,0,124,0,1,1,13,1,0,04/30/2012,9/5/2015,No,PLATEAU,RIYOM,ATTAKAR,Place of origin,Lack of food,None,None,<25%,>75%,None,<25%,<25%,<25%,Blankets/Mats,Kitchen sets,Hygiene kits,On-site (<10 mn),>50 %,No,Protected well,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),4,No,No,No,No waste disposal system,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,Diarrhea,Fever,Cough,No,Yes,Off-site (<3 km),Local clinic,Yes,On-site,<1 km,<75%,Farming,0,Unknown,Yes,Yes,Yes,No,Police,None,None,None,None,Not enough assistance for all entitled,1,1,No,No,Yes,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Shelter,No,1625
Nigeria,9,3/4/2016,PLATEAU,JOS SOUTH,GYEL 'B',PL_S012,FAVOR SISTER FOUNDATION,INFORMAL,8.6327,9.83288,Spontaneous,Collective Settlement/Centre,NULL,01/15/2014,Unknown,NULL,Yes,NULL,Private Building,School,Yes,Yes,NULL,NULL,Yes,Religious entity,N/A,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,BORNO,BIU,NULL,BORNO,GWOZA,NULL,11,127,0,0,0,0,5,5,60,31,91,20,11,31,0,0,0,0,0,0,0,0,2,0,125,0,0,0,1/15/2014,2/3/2016,No,NULL,NULL,NULL,"None, stay here",Nothing,None,None,None,>75%,<75%,None,>75%,>75%,Soap,Mosquito nets,Blankets/Mats,On-site (<10 mn),Not operational,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),6,Yes,Yes,No,Unknown,1,Yes,Yes but no soap/water inside,No,No,Yes,Yes,No,Yes,Never,Cash,No,No,No,Malaria,Cough,Wound infection,Yes,Yes,Off-site (>3 km),NGO,Yes,On-site,<1 km,>75%,None,0,No,No,No,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,1,1,Yes,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Site Management,Other relief assistance,No,1635
Nigeria,9,3/7/2016,TARABA,JALINGO,KONA,TR_S003,MURTAI CAMP,INFORMAL,11.27546,9.03935,Spontaneous,Collective Settlement/Centre,NULL,02/20/2014,Unknown,NULL,Yes,NULL,Private Building,Self-made tents,Yes,Yes,NULL,NULL,No,NULL,NULL,,Yes,No,Yes,Yes,No,No,Yes,No,No,BORNO,GWOZA,HAMBAGDA/ LIMAN KARA/ NEW SETTLE,BORNO,GWOZA,GAVVA / AGAPALWA,121,1450,12,15,27,83,69,152,186,216,402,264,308,572,147,150,297,12,67,9,2,21,0,8,15,8,4,3,02/17/2014,11/21/2015,No,BORNO,GWOZA,HAMBAGDA/ LIMAN KARA/ NEW SETTLE,Place of origin,Lack of safety,None,None,>75%,<50%,<50%,>75%,>75%,>75%,Kitchen sets,Bucket/Jerry Can,Plastic sheeting,On-site (<10 mn),>50 %,No answer,Spring,Spring,10 - 15 ltr,No,Suspended solids,Yes,Not so good (Not hygienic),0,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cultivated,No,No,No,Diarrhea,Fever,Cough,No,Yes,On-site (<3 km),Government,No,On-site,<5 km,None,Farming,0,Yes,Yes,Yes,Yes,No,Community Leaders,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,Yes,Nigeria,Education,Mobile phone,Situation in areas of origin,No,1602
Nigeria,9,3/6/2016,TARABA,GASSOL,MUTUM BIYU I,TR_S005,LG QUARTERS,INFORMAL,10.45545,8.37453,Spontaneous,Collective Settlement/Centre,NULL,6/8/2014,Unknown,NULL,Yes,NULL,Public/Government,Government building,No,N/A,NULL,NULL,No,NULL,NULL,,Yes,No,No,Yes,Yes,No,No,No,Yes,TARABA,WUKARI,HOSPITAL,TARABA,WUKARI,AVYI,43,287,3,5,8,14,18,32,31,57,88,68,55,123,19,17,36,27,14,0,1,36,7,0,13,4,2,2,8/6/2014,11/29/2015,Yes,TARABA,WUKARI,HOSPITAL,Place of origin,House damaged/destroyed,<25%,None,<25%,<75%,<50%,>75%,None,<25%,Kitchen sets,Hygiene kits,Bucket/Jerry Can,Off-site (<10 mn),<50 %,No,Unprotected well,Unprotected well,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),2,Yes,No,No,Garbage pit,0,No,Yes,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,Malaria,Malnutrition,Cough,Yes,Yes,On-site (<3 km),Government,Yes,Off-site,<1 km,<50%,Daily labourer,41,Yes,No,No,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Distribution,Yes,1597
Nigeria,9,3/7/2016,TARABA,WUKARI,AVYI,TR_S006,EBENEZER PRIMARY SCHOOL WUKARI,INFORMAL,9.768038,7.874408,Spontaneous,Collective Settlement/Centre,NULL,6/3/2015,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,No,NULL,N/A,,Yes,No,No,No,No,No,No,No,No,TARABA,GASSOL,WURYO,TARABA,WUKARI,JIBU,32,138,3,2,5,15,21,36,12,19,31,27,34,61,2,3,5,2,11,0,0,5,0,0,1,21,3,2,6/3/2015,10/3/2015,No,TARABA,GASSOL,WURYO,Place of origin,House damaged/destroyed,None,None,None,>75%,<50%,>75%,None,None,Mosquito nets,Kitchen sets,Soap,Off-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),2,No,No,No,Garbage pit,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",No,Irregular,Host community donation,No,No,No,Malaria,Diarrhea,Fever,No,No,Off-site (<3 km),None,No,Off-site,<1 km,None,Agro-pastoralism,5,No,No,No,No,No,None,None,None,None,None,Assistance was physically inadequate for most vulnerable,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Shelter,No,1594
Nigeria,9,3/9/2016,TARABA,WUKARI,HOSPITAL,TR_S007,IZALA MOSQUE,INFORMAL,9.777834,7.870976,Spontaneous,Collective Settlement/Centre,NULL,3/5/2013,Unknown,NULL,Yes,NULL,Public/Government,Community center,No,N/A,NULL,NULL,Yes,Religious entity,NA,,Yes,No,Yes,No,Yes,Yes,Yes,No,No,TARABA,WUKARI,PUJE,TARABA,WUKARI,AVYI,286,2002,57,71,128,98,114,212,360,431,791,415,423,838,15,18,33,71,177,0,0,33,0,0,81,55,25,10,3/5/2015,8/11/2015,Yes,TARABA,WUKARI,PUJE,Place of origin,House damaged/destroyed,None,None,None,>75%,None,>75%,None,None,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Good (Hygienic),4,Yes,Yes,Yes,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Host community donation,No,No,No,Fever,Malaria,Diarrhea,No,No,None,None,No,Off-site,<1 km,None,Agro-pastoralism,2,No,No,No,Yes,Yes,Military,Theft,None,None,None,Assistance was physically inadequate for most vulnerable,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Situation in areas of origin,No,1600
Nigeria,9,3/8/2016,TARABA,WUKARI,PUJE,TR_S009,EAST PRIMARY SCHOOL,INFORMAL,9.785993,7.8676107,Spontaneous,Collective Settlement/Centre,NULL,4/20/2014,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,No,NULL,NULL,,Yes,No,Yes,No,Yes,No,No,No,No,TARABA,WUKARI,JIBU,TARABA,WUKARI,JIBU,82,584,7,16,23,48,53,101,103,111,214,114,117,231,7,8,15,7,49,1,0,15,0,0,6,41,27,12,6/4/2015,10/20/2015,Yes,TARABA,WUKARI,JIBU,Place of origin,House damaged/destroyed,None,None,None,>75%,None,<75%,None,None,Mosquito nets,Soap,Blankets/Mats,On-site (<10 mn),<50 %,Yes,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Non usable,0,Yes,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",No,Irregular,Host community donation,No,No,No,Fever,Malaria,Skin disease,No,No,On-site (<3 km),None,No,Off-site,<1 km,None,Agro-pastoralism,7,No,No,No,No,No,None,None,None,None,None,Assistance was physically inadequate for most vulnerable,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Safety and Security,No,1595
Nigeria,9,3/11/2016,TARABA,BALI,BALI  A,TR_S012,CATHOLIC CHURCH,INFORMAL,10.96658,7.85504,Spontaneous,Collective Settlement/Centre,NULL,03/14/2014,Unknown,NULL,Yes,300,Public/Government,Community center,Yes,Yes,NULL,NULL,No,NULL,NULL,,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,TARABA,BALI,BALI B,TARABA,BALI,BALI  A,7,33,0,1,1,5,3,8,3,4,7,5,6,11,4,2,6,1,2,0,0,6,0,0,0,2,0,0,3/14/2014,5/15/2015,Yes,TARABA,BALI,BALI  A,Place of origin,House damaged/destroyed,None,>75%,None,None,>75%,<25%,None,<25%,Mosquito nets,Blankets/Mats,Hygiene kits,On-site (<10 mn),<50 %,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),4,Yes,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Distribution,No,No,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),NGO,Yes,Off-site,<1 km,<75%,Farming,5,Yes,No,Yes,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Local Leader,Shelter,No,1601
Nigeria,9,3/11/2016,TARABA,BALI,BALI  A,TR_S014,NKST CHURCH,INFORMAL,10.96457,7.85086,Spontaneous,Collective Settlement/Centre,NULL,3/14/2014,Unknown,NULL,Yes,NULL,Private Building,Community center,Yes,Yes,NULL,NULL,Yes,Religious entity,NKST CHURCH,,Yes,No,No,No,No,No,No,No,No,TARABA,BALI,BALI  A,TARABA,BALI,SUNTAI,2,14,0,1,1,3,2,5,1,2,3,2,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,03/14/2016,05/15/2015,Yes,TARABA,BALI,BALI  A,Place of origin,House damaged/destroyed,None,None,None,>75%,None,None,>75%,<25%,Kitchen sets,Bucket/Jerry Can,Mosquito nets,Off-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,No,Taste,Yes,Not so good (Not hygienic),1,No,Yes,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,Malaria,Fever,Cough,Yes,Yes,On-site (>3 km),Local clinic,No,Off-site,<2 km,None,Farming,2,Yes,No,Yes,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Shelter,No,1603
Nigeria,9,3/9/2016,TARABA,BALI,BALI B,TR_S017,L.G COUNCIL HALL,INFORMAL,10.96591,7.85501,Spontaneous,Collective Settlement/Centre,NULL,03/14/2014,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,NULL,NULL,No,NULL,NULL,,Yes,No,No,No,No,No,Yes,No,No,TARABA,BALI,TAKALAFIYA,TARABA,BALI,MAIHULA,9,26,1,0,1,4,2,6,2,1,3,6,5,11,2,3,5,0,1,0,0,5,0,0,3,1,1,0,03/14/2014,06/15/2015,Yes,TARABA,BALI,TAKALAFIYA,Place of origin,House damaged/destroyed,None,None,None,>75%,None,None,>75%,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (>10 mn),<50 %,No,Hand pumps,Hand pumps,>15 ltr,No,Taste,Yes,Non usable,0,No,No,No,No waste disposal system,0,Yes,Yes,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,Malaria,Fever,Malnutrition,Yes,Yes,Off-site (<3 km),Government,No,None,Unknown,None,Farming,6,Yes,No,Yes,Yes,No,Self organized,None,None,None,None,Non-affected groups are given humanitarian assistance,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Shelter,No,1604
Nigeria,9,3/6/2016,TARABA,JALINGO,KONA,TR_S018,GULLUM CLINIC CAMP,INFORMAL,11.33261,8.94517,Spontaneous,Collective Settlement/Centre,NULL,6/2/2015,Unknown,NULL,Yes,NULL,Public/Government,Health facility,Yes,Yes,NULL,NULL,Yes,Government,NA,,Yes,No,Yes,Yes,No,No,No,No,Yes,BORNO,GWOZA,GAVVA / AGAPALWA,BORNO,GWOZA,GAVVA / AGAPALWA,88,440,8,9,17,12,13,25,57,64,121,80,87,167,50,60,110,8,25,7,2,18,0,7,13,1,2,0,02/14/2014,10/26/2014,No,BORNO,GWOZA,GAVVA / AGAPALWA,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,>75%,>75%,>75%,Kitchen sets,Hygiene kits,Other,On-site (<10 mn),>50 %,No,Spring,Spring,5 - 10 ltr,No,Suspended solids,Yes,Not so good (Not hygienic),0,No,No,Yes,Burning,0,No,Yes,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,Fever,Diarrhea,Cough,Yes,Yes,On-site (<3 km),Government,Yes,Off-site,<2 km,<25%,Daily labourer,0,Yes,No,Yes,Yes,No,Police,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Mobile phone,Situation in areas of origin,No,1596
