country,round,site_id,site_name,site_region,site_province,site_district,,site_longitude,site_latitude,sma_exist,sma_type,regist_activity,support_wash,support_health,support_shelter,support_food,support_protect,support_edu,support_live,site_class,site_type,site_owner,site_shelter,n_family,n_infants_male,n_infants_female,n_child_male,n_child_female,n_youth_male,n_youth_female,n_adult_male,n_adult_female,n_elder_male,n_elder_female,n_total,n_pregnant,n_lactating,n_pwd,,n_elder,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,pre_displaced,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_remark,water_complaint,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,hyg_promotion,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,health_screen,food_sup_lac,food_sup_child,,,,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_issue,sec_gbv,sec_phys_violence,sec_child_issue,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,
Nigeria,7,TR_S006,EBENEZER PRIMARY SCHOOL WUKARI,TARABA,WUKARI,AVYI,INFORMAL,7.874262,9.768363,,,Yes,No,No,No,No,No,No,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,School,36,2,3,4,7,31,46,35,39,4,6,177,6,8,0,0,10,0,2,4,1,1,0,TARABA,GASSOL,WURYO,TARABA,GASSOL,WURYO,3/3/2015,05/25/2015,No,TARABA,GASSOL,WURYO,Place of origin,House damaged/destroyed,None,None,None,>75%,<50%,<50%,None,None,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (>10 mn),>50 %,Yes,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),2,No,No,No,No waste disposal system,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, off site",No,Irregular,Cash,No,No,No,Malaria,Fever,Cough,Yes,Yes,Off-site (<3 km),None,Yes,Off-site,<1 km,None,Fishing,15,No,No,No,No,No,None,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,,Mobile phone,Shelter,No,1502
Nigeria,7,TR_S009,EAST PRI SCHOOL,TARABA,WUKARI,PUJE,INFORMAL,7.8696102,9.785993,,,Yes,Yes,No,Yes,Yes,No,No,No,Spontaneous,Collective Settlement/Centre,Public/Government,School,83,8,12,27,39,98,119,113,143,14,11,584,9,32,1,0,25,0,16,8,64,17,0,TARABA,WUKARI,AVYI,TARABA,GASSOL,WURYO,04/062015,10/20/2015,Yes,TARABA,WUKARI,JIBU,Place of origin,House damaged/destroyed,None,None,None,>75%,None,None,None,None,Blankets/Mats,Kitchen sets,Mosquito nets,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Non usable,0,No,No,No,No waste disposal system,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",No,Irregular,Host community donation,Yes,No,No,Malaria,Fever,Diarrhea,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,None,Agro-pastoralism,0,No,No,No,No,No,None,None,Unknown,None,Children involved in WFCL (forced labor/forced begging),Assistance was physically inadequate for most vulnerable,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,,Mobile phone,Safety and Security,No,1503
Nigeria,7,TR_S010,AKATE PRIMARY SCHOOL,TARABA,DONGA,AKATE,INFORMAL,7.7168,9.9621,,,Yes,No,Yes,No,No,Yes,Yes,No,Spontaneous,Collective Settlement/Centre,Public/Government,School,43,14,11,28,19,24,31,40,34,5,7,213,7,29,1,0,12,0,0,0,4,7,5,TARABA,DONGA,,TARABA,DONGA,AKATE,3/2/2013,3/7/2013,Yes,TARABA,DONGA,,Place of origin,House damaged/destroyed,None,None,<25%,>75%,None,<25%,None,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (<10 mn),Not operational,No,Unprotected well,Unprotected well,10 - 15 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,Yes,Yes,Yes,"Yes, off site",Yes,Irregular,Host community donation,No,No,No,Malaria,RTI,Fever,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,None,Farming,0,No,No,No,Yes,No,Community Leaders,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Local Leader,Access to services,No,1500
Nigeria,7,TR_S011,DOZUMGA PRIMARY SCHOOL,TARABA,DONGA,ASIBITI,INFORMAL,7.7168,9.9621,,,Yes,No,No,No,No,Yes,No,No,Spontaneous,Collective Settlement/Centre,Public/Government,Government building,43,8,11,19,17,21,18,44,25,3,6,172,8,20,0,0,9,0,0,0,4,5,7,TARABA,DONGA,ASIBITI,TARABA,DONGA,,6/13/2013,4/3/2015,Yes,TARABA,DONGA,ASIBITI,Place of origin,House damaged/destroyed,<25%,None,<25%,<75%,None,<25%,None,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (>10 mn),>50 %,No,Unprotected well,Unprotected well,Unknown,No,Taste,Yes,Not so good (Not hygienic),2,No,No,No,Garbage pit,0,Yes,Yes but no soap/water inside,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,Malaria,Fever,Malnutrition,Yes,Yes,Off-site (<3 km),Government,No,On-site,<1 km,None,Farming,2,No,No,No,Yes,No,Military,None,None,None,None,None,2,0,No,No,No,No,No,Good,Good,No lighting,Yes,Nigeria,Marriage,Local Leader,Registration,No,1497
Nigeria,7,TR_S012,CATHOLIC CHURCH,TARABA,BALI,BALI  A,INFORMAL,7.85504,10.96658,,,Yes,No,Yes,Yes,Yes,No,No,No,Spontaneous,Collective Settlement/Centre,Private Building,Community center,52,7,11,5,8,34,41,48,62,11,15,242,3,18,1,0,26,0,0,2,15,10,10,TARABA,BALI,BALI B,TARABA,BALI,BALI  A,3/14/2014,5/15/2015,Yes,TARABA,BALI,BALI  A,Place of origin,Lack of safety,>75%,None,None,<25%,>75%,<25%,None,<50%,Blankets/Mats,Mosquito nets,Soap,Off-site (>10 mn),>50 %,Yes,Hand pumps,Hand pumps,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Unknown,No,No,Yes,No,"Yes, on site",Yes,Irregular,Distribution,No,No,No,Fever,Diarrhea,Cough,Yes,Yes,On-site (<3 km),None,No,Off-site,<2 km,None,Daily labourer,10,No,No,Yes,No,No,None,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,,Local Leader,Situation in areas of origin,No,1499
Nigeria,7,TR_S014,NKST CHURCH,TARABA,BALI,BALI  A,INFORMAL,7.85086,10.96451,NKST CHURCH,Religious entity,Yes,Yes,No,No,No,No,No,No,Spontaneous,Collective Settlement/Centre,Private Building,Community center,215,7,8,14,18,50,53,204,291,38,45,728,18,15,7,0,83,0,0,0,25,0,0,TARABA,BALI,BALI  A,TARABA,BALI,BALI  A,3/14/2014,5/15/2015,Yes,TARABA,BALI,BALI  A,Place of origin,Lack of safety,<25%,None,None,>75%,None,None,None,<75%,Blankets/Mats,Bucket/Jerry Can,Soap,On-site (<10 mn),<50 %,No,Protected well,Protected well,5 - 10 ltr,No,Suspended solids,Yes,Not so good (Not hygienic),3,No,No,No,No waste disposal system,0,Yes,Unknown,No,No,Yes,No,"Yes, on site",Yes,Irregular,Distribution,No,No,No,Malaria,Cough,Skin disease,Yes,Yes,Off-site (>3 km),None,No,Off-site,<2 km,None,Daily labourer,52,No,No,No,Yes,No,Religious Leaders,None,None,None,None,None,0,0,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,,Local Leader,Situation in areas of origin,No,1496
Nigeria,7,TR_S016,BANTAJE SEC SCH,TARABA,WUKARI,BANTAJE,INFORMAL,8.1745,10.1521,,,Yes,No,No,No,No,No,No,No,Spontaneous,Collective Settlement/Centre,Public/Government,School,103,17,21,28,37,147,178,154,174,21,34,811,12,42,0,0,55,0,7,15,34,9,0,TARABA,WUKARI,HOSPITAL,TARABA,WUKARI,PUJE,6/16/2014,11/9/2015,Yes,TARABA,WUKARI,BANTAJE,Place of origin,House damaged/destroyed,None,None,None,>75%,None,>75%,None,None,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),2,Yes,Yes,No,Garbage pit,0,Yes,Unknown,No,No,Yes,No,"Yes, off site",Yes,Irregular,Host community donation,No,No,No,Malaria,Fever,Skin disease,No,No,Off-site (<3 km),None,No,Off-site,<1 km,None,Agro-pastoralism,6,No,No,No,No,No,None,None,None,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Assistance was physically inadequate for most vulnerable,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Mobile phone,Safety and Security,No,1501
Nigeria,7,TR_S017,L.G COUNCIL HALL,TARABA,BALI,BALI B,INFORMAL,7.855819,10.965919,,,Yes,No,No,No,Yes,No,No,No,Spontaneous,Collective Settlement/Centre,Public/Government,Government building,23,2,3,5,6,11,9,18,16,7,8,85,1,7,0,1,15,0,0,0,2,1,0,TARABA,BALI,TAKALAFIYA,TARABA,BALI,MAIHULA,03/14/2014,05/15/2015,Yes,TARABA,BALI,TAKALAFIYA,Place of origin,Lack of safety,None,None,None,<25%,None,None,<75%,<50%,Blankets/Mats,Kitchen sets,Mosquito nets,Off-site (>10 mn),<50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Non usable,0,No,No,No,No waste disposal system,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",No,Irregular,Distribution,No,No,No,Malaria,Cough,Fever,Yes,Yes,Off-site (<3 km),NGO,No,None,<2 km,None,Daily labourer,0,No,No,No,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Local Leader,Situation in areas of origin,No,1495
Nigeria,7,TR_S018,GULLUM CLINIC CAMP,TARABA,JALINGO,KONA,INFORMAL,8.94517,11.33261,,,No,Yes,No,No,No,Yes,No,No,Spontaneous,Collective Settlement/Centre,Public/Government,Health facility,96,5,6,30,52,41,38,120,141,23,27,483,20,11,4,0,50,2,6,10,2,2,4,BORNO,GWOZA,HAMBAGDA/ LIMAN KARA/ NEW SETTLE,BORNO,GWOZA,GAVVA / AGAPALWA,2/20/2014,6/14/2015,No,BORNO,GWOZA,GAVVA / AGAPALWA,Place of origin,Lack of safety,None,None,<25%,<25%,>75%,<50%,<50%,<75%,Kitchen sets,Bucket/Jerry Can,Hygiene kits,On-site (<10 mn),<50 %,No,Lake/dam,Lake/dam,10 - 15 ltr,Yes,Taste,Yes,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cultivated,No,No,No,Cough,Malaria,Diarrhea,Yes,Yes,Off-site (<3 km),Government,No,Off-site,<2 km,<25%,Farming,0,Yes,No,Yes,Yes,No,Local Authorities,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,,Mobile phone,Safety and Security,No,1506
Nigeria,7,TR_S019,FAMILY SUPPORT,TARABA,WUKARI,HOSPITAL,INFORMAL,7.870979,9.777834,,,Yes,No,No,No,No,No,No,No,Spontaneous,Collective Settlement/Centre,Public/Government,Government building,192,38,41,63,74,137,156,232,254,24,33,1052,38,89,0,0,57,0,12,45,19,11,9,TARABA,WUKARI,AVYI,TARABA,WUKARI,PUJE,3/5/2013,11/28/2015,Yes,TARABA,WUKARI,AVYI,Place of origin,House damaged/destroyed,None,None,None,>75%,None,>75%,None,None,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (>10 mn),>50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),7,Yes,Yes,No,Garbage pit,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Host community donation,No,No,No,Diarrhea,Malaria,Cough,No,No,None,None,No,Off-site,<1 km,None,Farming,4,No,No,No,No,No,None,None,None,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Assistance was physically inadequate for most vulnerable,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,,Mobile phone,Safety and Security,No,1504
Nigeria,7,YB_S003,KUKARETA,YOBE,DAMATURU,KUKARETA/WARSALA,FORMAL,11.73793,12.18889,"NEMA,SEMA",Government,Yes,No,No,No,No,No,Yes,No,Spontaneous,Camp,Private Building,Self-made tents,1592,341,401,471,442,490,502,572,589,264,452,4524,164,742,7,8,476,171,42,79,84,107,14,BORNO,,,BORNO,KAGA,,4/23/2014,6/1/2015,Yes,YOBE,GUJBA,BUNIYADI NORTH / SOUTH,Place of origin,Lack of safety,<25%,<75%,<50%,<25%,<50%,None,<25%,<25%,Kitchen sets,Blankets/Mats,Mosquito nets,Unknown,Unkown,Unknown,Hand pumps,Hand pumps,Unknown,Unknown,None,No,Non usable,0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,Fever,Diarrhea,Malnutrition,Yes,Yes,On-site (<3 km),Government,Yes,Off-site,<1 km,None,Daily labourer,72,No,No,No,No,Yes,None,None,None,Female genital mutilation/cutting,Child separated from their care givers (or just child separation),Not enough assistance for all entitled,0,0,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,,Unknown,Access to services,Yes,1492
Nigeria,7,YB_S004,MOH'D GOMBE FARM,YOBE,DAMATURU,MAISANDARI/WAZIRI IBRAHIM ESTATE,INFORMAL,12.03587,11.72682,MOH'D GOMBE,Individual/Private,Yes,No,No,No,No,No,No,No,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,488,50,53,53,65,60,71,74,95,47,54,622,15,110,11,0,101,6,5,15,13,0,6,YOBE,GUJBA,MALLAM DUNARI,YOBE,GUJBA,MALLAM DUNARI,10/2/2015,2/6/2015,No,YOBE,DAMATURU,MAISANDARI/WAZIRI IBRAHIM ESTATE,Place of origin,Lack of safety,<50%,None,<25%,<75%,None,<25%,None,<50%,Hygiene kits,Kitchen sets,Blankets/Mats,Unknown,<50 %,No,Ponds/canals,Ponds/canals,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",No,Irregular,Distribution,No,No,No,Fever,Malaria,Malnutrition,No,No,None,None,No,Unknown,Unknown,None,None,5,Yes,No,No,Yes,No,Self organized,Armed conflict,None,None,None,Not enough assistance for all entitled,0,0,Yes,Yes,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,,Unknown,None,No,1493
Nigeria,7,YB_S005,KASAISA VILLAGE,YOBE,DAMATURU,GABIR/MADURI,INFORMAL,11.93558,11.66353,,,No,Yes,Yes,Yes,Yes,Yes,No,No,Spontaneous,Camp,Private Building,Self-made tents,914,277,268,278,263,241,266,267,263,132,136,2391,50,550,23,5,268,61,71,62,65,71,30,YOBE,GUJBA,GUJBA,YOBE,GUJBA,GUJBA,4/4/2015,4/4/2015,Yes,YOBE,GUJBA,GUJBA,Place of origin,Lack of safety,None,>75%,>75%,None,None,<25%,<25%,>75%,Kitchen sets,Hygiene kits,Blankets/Mats,On-site (<10 mn),<50 %,Yes,Water truck,Water truck,Unknown,Yes,None,No,Not so good (Not hygienic),0,Yes,Yes,No,No waste disposal system,0,Yes,Yes but no soap/water inside,Yes,No,Yes,No,"Yes, off site",Yes,Once a month,Host community donation,Yes,No,No,Malaria,Cough,Fever,Yes,Yes,On-site (<3 km),INGO,No,Off-site,<2 km,None,Farming,0,Yes,No,No,Yes,Yes,Military,Friction with host community,None,Forced family separations,None,Not enough assistance for all entitled,2,0,Yes,Yes,No,Yes,No,Good,Good,No lighting,No,N/A,,Local Leader,None,Yes,1494
Nigeria,7,YB_S006,HURI VILLAGE CAMP,YOBE,DAMATURU,MAISANDARI/WAZIRI IBRAHIM ESTATE,INFORMAL,12.09292,11.73021,GOVERNMENT,Government,Yes,No,No,Yes,Yes,Yes,No,No,Spontaneous,Camp,Private Building,Self-made tents,424,44,58,87,97,64,47,38,95,38,61,629,15,102,1,2,99,23,41,96,78,14,2,YOBE,GUJBA,,YOBE,GUJBA,,2/21/2015,4/1/2015,No,YOBE,GUJBA,,Place of origin,Lack of food,<25%,<25%,<50%,<75%,None,None,None,<25%,Kitchen sets,Blankets/Mats,Hygiene kits,Unknown,>50 %,No,Protected well,Protected well,Unknown,Unknown,None,No,Non usable,1,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",No,Irregular,Unknown,Yes,Yes,Yes,Malnutrition,Skin disease,Malaria,No,No,None,None,No,Unknown,Unknown,Unknown,Collecting firewood,2,No,No,No,No,No,None,Friction with host community,None,Unknown,Child separated from their care givers (or just child separation),Not enough assistance for all entitled,0,0,Yes,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,,Local Leader,None,No,1489
