country,survey_date,,,round,,,,,site_id,,,,,,,,,site_latitude,site_longitude,,,site_urban,,,,,,,n_family,n_total,n_male,n_female,,n_pregnant_youth,n_pregnant_adult,n_lactating,n_pwpd_m,n_pwpd_w,n_pwmd_m,n_pwmd_w,n_chron_m,n_chron_w,n_ethnicmin_m,n_ethnicmin_w,n_elder_male,n_elder_female,n_elder_m_alone,n_elder_f_alone,n_boy_unacc,n_girl_unacc,n_boy_sep,n_girl_sep,n_orphan_b,n_orphan_g,n_single_mothers,n_single_fathers,n_hoh_boy,n_hoh_girl,,,,,,,,,,,,,,,,,,,water_source_p,,,,,,latrine_gender,,,,,,,,,,,,,,,edu_access,,,,,per_hh_income,,,,sec_provided,,,,,,,,,,,,,,,,,,,,,,,food_access,,,,,,,,,,,,,,,,,travel_info,,,,,
Ecuador,2016-05-19,,Femenino,2,Manabi,PORTOVIEJO,PORTOVIEJO,,MAN_039,Parque Mamey 2,,Campamento,Parque o plaza,abierto,2016-04-16,,,-1.0632353,-80.4540907,31.79999924,5,urban,mies,si,,si,,,105,525,262,263,,0,3,3,1,3,1,4,2,1,0,0,2,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,3,si,lugar de origen,,,,techo improvisado,si,si,si,kits cocina,ropa,fuera del sitio mayor 20 minutos,poma,si menos de 2L,agua embotellada,si menos de 15L,agua embotellada,4,4,131.25,si,no,no,no,si,todos los dias,si,si,IRA,diarrea,0,si,en el sitio menor 3 km,dia,gobierno,si,entre 2 km y 5 km,mayor 75%,no sabe,,menor 25%,no,no,no,si,no,,combinado policia militares,no,,ninguno,1,1,no,si,si,si,bueno,bueno,no,,"si, adecuada",vivienda temporal salud,si,no,no,si,no,no,no,no,no,diseno,no,si,no,no,no,no,no,ninguno,,lider local,accesso asistencia,no,,,,2016-05-19T23:26:00,143
Ecuador,2016-05-18,,Masculino,2,Manabi,PORTOVIEJO,PORTOVIEJO,,MAN_040,Parque juan leon mera,Juan leon mera,Albergue planificado,Parque o plaza,abierto,2016-05-18,,,-1.0566004,-80.4558068,47.59999847,5,urban,ffaa,no,,si,,,30,150,80,70,,0,0,6,3,0,2,0,6,6,,,10,8,,,,,,,0,,25,5,0,0,0,0,0,0,si,lugar de origen,,,,carpas,no,no,no,,kits cocina,en el sitio menor 20 minutos,poma,si menos de 2L,agua embotellada,si menos de 15L,tanquero,0,0,no hay letrinas,no,no,no,no,no,una vez al mes,no,no,IRA,malaria,0,no,en el sitio mayor 3 km,dia,ninguno,no,menor a 1 km,menor 25%,comercio informal,ama de casa,menor 25%,no,no,no,si,no,,policia,si,Los alrededores mucho peligro,ninguno,1,1,no,no,no,no,bueno,bueno,si,150,"si, adecuada",agua saneamiento higiene salud comida,no,no,si,si,si,no,no,no,no,distancia seguridad,si,no,no,no,no,si,no,ninguno,,autoridades,albergues,no,,,,2016-05-19T01:38:02,99
Ecuador,2016-05-17,,Masculino,2,Manabi,JARAMIJO,JARAMIJO,,MAN_041,Parque la Libertad,Plazoleta Alfaro,Espontaneo,Parque o plaza,abierto,2016-04-16,,,-0.9450473,-80.6377761,42.29999924,5,urban,mies,si,Parque,no,Porque no  existe ninguna,,45,175,87,88,,0,2,5,2,2,1,1,1,3,0,0,11,7,2,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,no,,kits cocina,desconocido,barril tanque 200L,no,tanquero,no,tanquero,0,0,no hay letrinas,no,no,no,no,no,una vez por semana,no,no,IRA,IRA,0,no,fuera del sitio mayor 3 km,dia,gobierno,si,menor a 1 km,mayor 75%,pesca,ama de casa,menor 25%,no,no,no,si,no,,policia,no,,ninguno,0,0,no,si,si,si,excelente,excelente,no,,"si, adecuada",agua saneamiento higiene salud,no,no,si,si,no,no,no,no,no,distancia,si,no,no,no,no,no,no,"si, todos",,lider local,accesso asistencia,no,,,,2016-05-17T23:48:03,24
Ecuador,2016-05-18,,Femenino,2,Manabi,SUCRE,BAHIA DE CARAQUEZ,,MAN_042,Parque sucre,Parque sucre,Albergue planificado,Parque o plaza,abierto,2016-05-17,,Sc,-0.6046269,-80.4244222,3.900000095,5,urban,ninguno,si,Parque,si,,,50,250,100,150,,0,0,0,2,0,1,0,15,15,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,no,,kits cocina,en el sitio menor 20 minutos,barril tanque 200L,si mas de 2L,agua embotellada,si mas de 15L,tanquero,2,2,125,no,no,si,no,no,una vez por semana,no,no,diarrea,IRA,0,no,en el sitio mayor 3 km,24 horas,gobierno,no,entre 1 km y 2 km,menor 25%,comercio informal,,menor 25%,no,no,no,si,no,,militares,no,,reunificacion,0,0,no,si,si,si,excelente,excelente,si,12,"si, adecuada",vivienda temporal bienes no alimentarios agua saneamiento higiene salud comida educacion medios de vida,si,si,si,si,si,si,si,no,no,distancia diseno escombros danos falta iluminacion falta accesso segregado seguridad,si,si,si,si,si,si,no,"si, todos",Sc,radio noticias,accesso asistencia,no,,,,2016-05-17T23:20:29,5
Ecuador,2016-05-17,,Masculino,2,Manabi,MANTA,MANTA,,MAN_043,Campamento Playita Mia,Los Antiguos Cepe,Espontaneo,Lote abierto,abierto,2016-04-16,,,-0.9518132,-80.7097016,32.29999924,4.5,urban,ninguno,si,,si,,,135,626,313,313,,5,0,8,0,,0,0,1,0,0,0,20,13,0,0,0,0,0,0,0,0,35,12,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,si,ropa,"Colchones, camas",fuera del sitio menor 20 minutos,barril tanque 200L,si menos de 2L,tanquero,si mas de 15L,tanquero,4,4,156.5,si,si,si,si,si,una vez por semana,si,si,IRA,IRA,0,no,ninguno,,gobierno,si,entre 2 km y 5 km,menor 25%,pesca,ama de casa,menor 50%,no,no,no,si,si,Violencia familiar,policia,si,letrinas banos,ninguno,0,0,si,si,si,si,bueno,bueno,no sabe,,"si, adecuada",salud,no,no,no,si,no,no,no,no,no,distancia,si,no,no,no,no,no,no,ninguno,,lider local,accesso asistencia,no,,,,2016-05-17T23:48:07,27
Ecuador,2016-05-18,,Femenino,2,Manabi,PORTOVIEJO,PORTOVIEJO,,MAN_045,Seminario San Pedro,,Campamento,Edificio privado,abierto,2016-04-16,,Seminario san pedro,-1.0651705,-80.44389,61.20000076,5,urban,ninguno,si,,si,,,33,105,51,54,,0,1,1,1,0,0,0,1,1,0,0,4,5,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,si,lugar de origen,,,,carpas,si,si,si,kits dignidad,kits cocina,fuera del sitio mayor 20 minutos,poma,si menos de 2L,agua embotellada,si menos de 15L,tanquero,0,0,no hay letrinas,no,no,no,no,si,dos veces por semana,no,no,IRA,diarrea,0,si,fuera del sitio mayor 3 km,24 horas,gobierno,si,entre 5 km y 10 km,mayor 75%,comercio informal,,menor 50%,no,no,no,si,no,,policia,no,,reunificacion,0,0,no,si,si,si,bueno,bueno,no,,no hay,vivienda temporal,si,no,no,no,no,no,no,no,no,diseno,no,si,no,no,no,no,no,ninguno,,lider local,accesso asistencia,no,,,,2016-05-18T20:58:46,75
Ecuador,2016-05-17,,Masculino,2,Manabi,SAN VICENTE,SAN VICENTE,San vicente,MAN_047,UNESUM,San vicente,Campamento,Edificio publico,abierto,2016-04-17,,Se esta planeando el cambio del sitio. Para 500 personas,-0.5879884,-80.3917795,50.09999847,5,rural,mies,si,Campamento para aproximadamente 299 personas,si,,La mayoria de familias comparten carpas,69,299,149,150,,0,3,13,4,6,0,0,7,1,0,0,3,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,si,lugar de origen,,,,carpas,si,si,si,Kit de aseo,Kit de aseo personal,fuera del sitio mayor 20 minutos,"5000 litros, 2 tanques de 2500",si mas de 2L,agua embotellada,si mas de 15L,agua embotellada,10,10,29.9,si,si,si,no,si,dos veces por semana,no,no,diarrea,Fiebre,1,si,en el sitio menor 3 km,dia,gobierno,si,menor a 1 km,menor 25%,pesca,comercio informal,menor 75%,si,no,no,si,si,Robo entre desplazados,militares,si,"Espacio oscuro, por falta de luminaria",reunificacion,2,3,si,si,si,si,bueno,bueno,si,3,"si, pero no adecuada",ninguno,no,no,no,no,no,no,no,si,no,falta iluminacion,no,no,no,si,no,no,no,"si, todos",Se entrevisto a una sra con capacidad especial que nos dijo que si llega oportunamente cada servicio,autoridades,ninguno,no,,,,2016-05-17T23:20:20,1
Ecuador,2016-05-17,,Femenino,2,Manabi,ROCAFUERTE,ROCAFUERTE,Rocafuerte,MAN_048,El frutillo,Escuela Angel Hector Cedeno,Albergue planificado,Escuela,abierto,2016-04-16,,,-0.8838426,-80.4932441,28.10000038,5,rural,ninguno,si,,no,Falta de organizacion,,6,17,8,9,,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,si,lugar de origen,,,,infraestructura preexistente,no,no,no,,kits cocina,en el sitio menor 20 minutos,poma,no,agua embotellada,si menos de 15L,pozo,3,3,5.666666667,si,no,no,no,no,irregular,no,no,IRA,diarrea,0,si,en el sitio menor 3 km,dia,gobierno,no,menor a 1 km,menor 25%,jornalero,,menor 25%,no,no,no,no,no,,comunidad auto organizada,no,,ninguno,1,0,no,no,no,no,bueno,bueno,no,,"si, pero no adecuada",vivienda temporal bienes no alimentarios comida,si,si,no,no,si,no,no,no,no,distancia seguridad,si,no,no,no,no,si,no,ninguno,"Las primeras semanas si tenian acceso, ahora ya no",radio noticias,accesso asistencia,no,,,,2016-05-17T23:27:29,14
Ecuador,2016-05-18,,Femenino,2,Manabi,MANTA,MANTA,,MAN_051,Urbi rios 1,Casa comunal,Albergue planificado,Edificio publico,abierto,2016-04-16,,Necesitan ayudan urgente,-0.9822783,-80.7230677,117.5,5,urban,mies,si,,si,,,19,75,35,40,,0,0,5,2,0,0,0,0,5,0,0,3,2,1,0,,,3,0,0,0,2,2,3,,0,0,,2,si,lugar de origen,,,,infraestructura preexistente,si,no,no,,mosquiteros,en el sitio menor 20 minutos,barril tanque 200L,no,,no,,1,1,75,no,no,si,si,no,una vez al mes,no,no,IRA,dengue,0,no,en el sitio menor 3 km,dia,ninguno,no,menor a 1 km,menor 25%,pesca,,menor 25%,no,no,no,no,si,Peleas,policia,si,duchas,reunificacion,1,1,no,no,no,no,bueno,bueno,si,1,"si, pero no adecuada",vivienda temporal bienes no alimentarios agua saneamiento higiene salud comida educacion medios de vida,si,si,si,si,si,si,si,no,no,escombros danos,no,no,si,no,no,no,no,"si, algunos",Hay personas que duermen en el piso,lider local,accesso asistencia,no,,,,2016-05-18T18:59:16,70
Ecuador,2016-05-19,,Femenino,2,Manabi,SAN VICENTE,CANOA,,MAN_052,Rio canoa,Albergue lalo,Espontaneo,Lote abierto,abierto,2016-04-16,,,-0.4613424,-80.446475,21.10000038,4.5,urban,ninguno,si,,si,,,9,28,13,15,,9,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,si,si,ropa,kits herramientas,en el sitio menor 20 minutos,barril tanque 200L,no,agua embotellada,si menos de 15L,tanquero,1,1,28,no,no,no,no,si,irregular,no,no,IRA,diarrea,0,si,en el sitio menor 3 km,24 horas,Organizacion Internacional,no,entre 1 km y 2 km,menor 25%,pesca,,menor 25%,si,no,no,si,no,,policia,no,,ninguno,0,0,no,si,si,si,bueno,bueno,si,1,"si, adecuada",vivienda temporal salud educacion,si,no,no,si,no,si,no,no,no,distancia,si,no,no,no,no,no,no,"si, algunos",,familias amigos,como obtener informacion,si,en exterior,Colombia,presencialmente,2016-05-21T15:37:35,172
Ecuador,2016-05-17,,Femenino,2,Manabi,SUCRE,BAHIA DE CARAQUEZ,,MAN_054,Barrio el astillero,Ferrobiario,Espontaneo,Parque o plaza,abierto,2016-04-16,,,-0.6103887,-80.4258993,20.60000038,4.5,urban,ninguno,si,,no,X poco interes de los habitantes,Hay varias familias en una sola carpa,13,45,21,24,,0,1,0,0,0,0,0,1,3,0,0,4,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,no,,kits dignidad,en el sitio menor 20 minutos,barril tanque 200L,no,agua embotellada,si menos de 15L,agua embotellada,0,0,no hay letrinas,no,no,no,no,no,cada dos semanas,no,no,ninguno,ninguno,0,no,en el sitio menor 3 km,24 horas,gobierno,no,entre 5 km y 10 km,menor 25%,comercio informal,,menor 25%,no,no,no,no,no,,comunidad auto organizada,si,Alrrededor de el parque es oscuro,ninguno,0,0,no,no,no,no,bueno,bueno,no,,"si, adecuada",bienes no alimentarios,no,si,no,no,no,no,no,no,no,seguridad,no,no,no,no,no,si,no,ninguno,,familias amigos,situacion origen,no,,,,2016-05-17T23:20:30,6
Ecuador,2016-05-17,,Femenino,2,Manabi,JAMA,JAMA,Jama,MAN_056,Don Juan,Milagros de Dios,Campamento,Lote abierto,abierto,2016-05-17,,,-0.1409502,-80.2338818,15,5,rural,mies,si,,si,,,1,8,7,1,,0,2,2,1,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,si,lugar de origen,,,,carpas,si,no,si,kits dignidad,kits cocina,en el sitio menor 20 minutos,barril tanque 200L,si mas de 2L,agua embotellada,si mas de 15L,tanquero,8,6,1.333333333,si,si,si,si,si,una vez por semana,no,no,ninguno,ninguno,0,si,en el sitio menor 3 km,24 horas,gobierno,no,menor a 1 km,menor 25%,pesca,,menor 50%,si,no,no,si,no,,militares,no,,ninguno,1,0,no,si,si,si,deficiente,deficiente,no,,"si, adecuada",educacion,no,no,no,no,no,si,no,no,no,escombros danos,no,no,si,no,no,no,no,"si, algunos",,gestion albergue,albergues,no,,,,2016-05-18T02:02:35,34
Ecuador,2016-05-17,,Masculino,2,Manabi,PEDERNALES,PEDERNALES,,MAN_057,AMOR DE DIOS,KM3 VIA AL CARMEN,Espontaneo,Edificio privado,abierto,2016-04-16,,,0.0765863,-80.0258134,56.59999847,8.5,urban,ninguno,si,,si,,,35,168,88,80,,1,5,10,1,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,si,si,ropa,"COCINAS, COLCHON, CAMAS, TOLDOS, TOALLAS, PANALES, TOALLAS HUMEDAS, TOALLAS SANITARIAS, BOTAS,",en el sitio menor 20 minutos,barril tanque 200L,si mas de 2L,agua embotellada,si mas de 15L,tanquero,0,0,no hay letrinas,no,no,no,no,no,dos veces por semana,no,no,IRA,Fiebres,0,no,fuera del sitio mayor 3 km,24 horas,gobierno,no,entre 2 km y 5 km,menor 25%,jornalero,ama de casa,menor 25%,no,no,no,si,no,,Policia en el dia y Comunidad en la noche,no,,ninguno,0,0,no,si,si,si,excelente,bueno,si,10,"si, pero no adecuada",vivienda temporal bienes no alimentarios agua saneamiento higiene comida medios de vida,si,si,si,no,si,no,si,no,no,diseno,no,si,no,no,no,no,no,ninguno,,radio noticias,Como se va a dar la ayuda para resolver el problema,no,,,,2016-05-18T13:17:42,57
Ecuador,2016-05-17,,Masculino,2,Manabi,SUCRE,BAHIA DE CARAQUEZ,,MAN_059,Estadio nana Marin,Estadio,Campamento,Centro deportivo,abierto,2016-04-17,,"Estadio intervenido por MIES MSP, m interior , Cruz Roja , junta de proteccion de la ninez y adolescencis",-0.6229911,-80.4288906,38.09999847,5,urban,mies,si,Estadio utilizado como campamento,si,,Hay carpas mixtas,63,286,133,153,,0,3,28,3,1,2,3,0,2,0,0,3,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,lugar de origen,,,,carpas,no,si,si,kits dignidad,kits dignidad,en el sitio menor 20 minutos,barril tanque 200L,si mas de 2L,agua embotellada,si mas de 15L,agua embotellada,14,14,20.42857143,si,si,si,si,si,todos los dias,no,no,IRA,ninguno,0,no,en el sitio menor 3 km,dia,gobierno,si,menor a 1 km,mayor 75%,comercio informal,ama de casa,no responde,no sabe,no,no,si,no,,combinado policia militares,no,,busqueda familias,1,1,si,si,si,si,bueno,bueno,si,150,"si, adecuada",ninguno,no,no,no,no,no,no,no,si,no,otro,no,no,no,no,no,no,no hay cosas mayores,"si, todos","Ha mejorado el nivel de vida de muchos desplazados.
",autoridades,accesso asistencia,si,en exterior,Al exterior,presencialmente,2016-05-17T23:20:37,9
Ecuador,2016-05-19,,Femenino,2,Manabi,JAMA,JAMA,Jama,MAN_060,El matal,Gualberto Cevallos #2,Albergue planificado,Lote abierto,abierto,2016-05-19,,,-0.1914545,-80.288904,22.70000076,5,rural,ninguno,si,,si,,,135,675,317,358,,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,no,,kits cocina,en el sitio menor 20 minutos,barril tanque 200L,si menos de 2L,agua embotellada,si menos de 15L,tanquero,0,0,no hay letrinas,no,no,no,no,si,una vez por semana,no,no,IRA,diarrea,0,no,fuera del sitio mayor 3 km,dia,Organizacion Internacional,si,menor a 1 km,menor 50%,pesca,ama de casa,menor 50%,si,no,no,no,si,Dos noches que se querian meter en pleitos,ninguno,si,letrinas banos,ninguno,1,0,no,no,no,no,bueno,bueno,si,10,"si, adecuada",vivienda temporal agua saneamiento higiene salud,si,no,si,si,no,no,no,no,no,distancia,si,no,no,no,no,no,no,ninguno,,familias amigos,distribuciones,si,dentro ecuador,"En cuenca, ambato y riobamba",boca boca,2016-05-21T15:29:37,155
Ecuador,2016-05-18,,Femenino,2,Manabi,JAMA,JAMA,Jama,MAN_061,Miguelillo,Los Almendros,Espontaneo,Lote abierto,abierto,2016-04-17,,,-0.1842861,-80.2892293,29.89999962,5,rural,mies,no,,si,,,20,70,39,31,,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,si,ropa,kits herramientas,fuera del sitio mayor 20 minutos,barril tanque 200L,no,agua embotellada,no,tanquero,0,0,no hay letrinas,no,no,no,no,no,irregular,no,si,ninguno,ninguno,0,no,ninguno,dia,gobierno,no,entre 1 km y 2 km,menor 25%,pesca,ama de casa,menor 25%,si,no,no,si,no,,militares,no,,ninguno,0,0,no,no,si,no,bueno,bueno,si,20,"si, pero no adecuada",ninguno,no,no,no,no,no,no,no,si,no,distancia,si,no,no,no,no,no,no,ninguno,,lider local,como obtener informacion,no,,,,2016-05-19T02:08:06,108
Ecuador,2016-05-19,,Masculino,2,Manabi,JAMA,JAMA,Jama,MAN_062,El Matal,Albergue Laboratorio,Familias de acogida,Lote abierto,abierto,2016-05-19,,,-0.1848001,-80.2912557,25.70000076,5,rural,ninguno,si,,si,,,15,75,35,40,,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,si,mosquiteros,kits cocina,en el sitio mayor 20 minutos,barril tanque 200L,si mas de 2L,agua embotellada,si menos de 15L,tanquero,0,0,no hay letrinas,no,no,no,no,si,una vez por semana,no,no,diarrea,IRA,0,no,fuera del sitio mayor 3 km,dia,ninguno,si,menor a 1 km,menor 50%,pesca,ama de casa,menor 50%,si,no,no,no,no,,ninguno,no,,ninguno,0,0,no,si,si,si,bueno,bueno,si,3,"si, pero no adecuada",vivienda temporal agua saneamiento higiene salud comida,si,no,si,si,si,no,no,no,no,distancia,si,no,no,no,no,no,no,ninguno,,familias amigos,seguridad,no,,,,2016-05-21T15:29:36,154
Ecuador,2016-05-19,,Femenino,2,Manabi,JAMA,JAMA,Jama,MAN_063,El matal,Miguelillo 2,Espontaneo,Lote abierto,abierto,2016-05-19,,,-0.1837578,-80.2883144,32,5,rural,ninguno,no,,no,Porque no saben como ejercer el cargo,,25,125,59,66,,1,0,5,1,0,0,0,3,2,0,0,5,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,si,lugar de origen,,,,techo improvisado,si,no,no,,kits cocina,en el sitio menor 20 minutos,barril tanque 200L,si menos de 2L,agua embotellada,si menos de 15L,tanquero,0,0,no hay letrinas,no,no,no,no,no,una vez por semana,no,no,diarrea,IRA,0,si,fuera del sitio mayor 3 km,dia,ninguno,si,menor a 1 km,menor 50%,pesca,ama de casa,menor 50%,si,no,no,no,no,,ninguno,no,,ninguno,0,0,no,no,no,no,bueno,bueno,si,3,"si, pero no adecuada",vivienda temporal agua saneamiento higiene salud comida educacion,si,no,si,si,si,si,no,no,no,distancia,si,no,no,no,no,no,no,ninguno,,familias amigos,accesso asistencia,no,,,,2016-05-21T15:29:34,152
Ecuador,2016-05-19,,Masculino,2,Manabi,SAN VICENTE,CANOA,,MAN_066,Paso lateral via rio canoa,,Espontaneo,Lote abierto,abierto,2016-04-17,,,-0.4615356,-80.447908,26.89999962,5,urban,ninguno,si,,si,,,36,140,75,65,,0,0,2,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,si,lugar de origen,,,,techo improvisado,si,no,no,,kits cocina,en el sitio menor 20 minutos,barril tanque 200L,si menos de 2L,agua embotellada,si menos de 15L,tanquero,4,4,35,no,no,no,no,no,una vez por semana,no,no,IRA,diarrea,0,si,en el sitio menor 3 km,dia,gobierno,no,entre 1 km y 2 km,menor 25%,pesca,,menor 25%,si,no,no,no,no,,ninguno,no,,ninguno,0,0,no,no,no,no,bueno,bueno,si,10,"si, adecuada",vivienda temporal salud comida,si,no,no,si,si,no,no,no,no,distancia,si,no,no,no,no,no,no,ninguno,,familias amigos,seguridad,no,,,,2016-05-21T15:37:34,171
Ecuador,2016-05-19,,Femenino,2,Manabi,MANTA,MANTA,,MAN_067,Barrio Santa Fe,La taguera del Santa Fe,Espontaneo,Edificio sin uso,abierto,2016-04-16,,,-0.9552146,-80.7307565,20.79999924,5,urban,msp,si,,no,Porque no ningun represante,,66,245,115,130,,0,1,20,4,4,0,0,12,25,0,0,5,20,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,3,si,lugar de origen,,,,carpas,si,no,no,,kits cocina,en el sitio menor 20 minutos,barril tanque 200L,si menos de 2L,agua embotellada,si menos de 15L,agua embotellada,4,4,61.25,no,no,si,si,no,irregular,no,no,IRA,IRA,0,si,en el sitio menor 3 km,24 horas,gobierno,si,menor a 1 km,menor 25%,Construccion,ama de casa,menor 25%,no,no,no,si,si,Discordia entre albergados pero leve,policia,si,duchas,ninguno,0,0,no,no,no,no,bueno,bueno,no,,no hay,vivienda temporal bienes no alimentarios comida,si,si,no,no,si,no,no,no,no,distancia,si,no,no,no,no,no,no,ninguno,,lider local,accesso asistencia,no,,,,2016-05-19T18:51:41,136
Ecuador,2016-05-18,,Masculino,2,Manabi,BOLIVAR,CALCETA,Calceta,MAN_069,Escuela heroes del alto cenepa,La juanita,Albergue planificado,Escuela,abierto,2016-05-18,,Visita,-0.854347,-80.1545339,59.79999924,5,rural,mies,si,Albergues,si,,Si estan aqui,4,15,11,4,,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,lugar de origen,,,,infraestructura preexistente,si,no,no,,Colchones y mosquiteros,en el sitio mayor 20 minutos,poma,no,pozo,si menos de 15L,pozo,4,4,3.75,si,si,si,no,no,cada dos semanas,no,no,IRA,diarrea,0,no,fuera del sitio menor 3 km,24 horas,gobierno,si,menor a 1 km,mayor 75%,agricultura,ama de casa,menor 25%,no,no,no,no,no,,policia,si,sitios oscuros,ninguno,1,1,no,si,si,si,excelente,bueno,no,,no hay,vivienda temporal bienes no alimentarios agua saneamiento higiene salud comida educacion medios de vida,si,si,si,si,si,si,si,no,no,distancia diseno escombros danos falta iluminacion falta accesso segregado seguridad otro,si,si,si,si,si,si,si,"si, todos",Sc,no sabe,accesso asistencia,no,,,,2016-05-19T04:36:36,120
Ecuador,2016-05-18,,Femenino,2,Manabi,BOLIVAR,CALCETA,,MAN_070,Albergue vencedores,Albergue vencedores,Albergue planificado,Centro deportivo,abierto,2016-05-18,,,-0.8498881,-80.1592658,30,5,urban,mies,no,Sc,si,,Sc,74,233,110,123,,0,2,1,7,2,0,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,si,lugar de origen,,,,carpas,si,no,no,,kits cocina,en el sitio menor 20 minutos,barril tanque 200L,si mas de 2L,agua embotellada,si mas de 15L,agua embotellada,6,6,38.83333333,si,si,si,si,no,todos los dias,no,no,diarrea,IRA,0,si,en el sitio menor 3 km,24 horas,gobierno,si,menor a 1 km,menor 25%,comercio informal,ama de casa,menor 25%,no,no,no,si,no,,militares,no,,reunificacion,3,2,no,si,si,si,excelente,excelente,no,,"si, adecuada",vivienda temporal agua saneamiento higiene educacion,si,no,si,no,no,si,no,no,no,distancia,si,no,no,no,no,no,no,"si, todos",,autoridades,accesso asistencia,no,,,,2016-05-19T03:53:24,116
Ecuador,2016-05-18,,Femenino,2,Manabi,BOLIVAR,CALCETA,Avenida estudiantil,MAN_071,Escuela Julio Cobos Hernandez,Ciuadela Ines moreno,Albergue planificado,Escuela,abierto,2016-04-16,,,-0.845197,-80.1686508,72.80000305,5,rural,ninguno,si,,si,,,29,136,66,70,,0,1,5,0,0,0,0,2,7,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,si,lugar de origen,,,,infraestructura preexistente,si,no,no,,Colchones cocinas kit de higiene femenina ...etc,en el sitio menor 20 minutos,poma,no,agua embotellada,no,tanquero,4,4,34,si,no,si,no,no,cada dos semanas,no,no,IRA,IRA,0,no,en el sitio menor 3 km,dia,gobierno,no,entre 1 km y 2 km,menor 50%,Construccion,ama de casa,menor 25%,no,no,no,si,no,,comunidad auto organizada,no,,identificacion de MNA,0,0,no,si,si,si,bueno,bueno,no,,"si, adecuada",vivienda temporal bienes no alimentarios agua saneamiento higiene salud comida educacion medios de vida,si,si,si,si,si,si,si,no,no,distancia diseno escombros danos falta iluminacion falta accesso segregado seguridad,si,si,si,si,si,si,no,"si, todos",,otro,accesso asistencia,no,,,,2016-05-19T03:53:26,117
Ecuador,2016-05-17,,Masculino,2,Manabi,PEDERNALES,ATAHUALPA,PEDERNALES,MAN_072,SEDE VERA ROBLES,,Familias de acogida,Edificio privado,abierto,2016-04-16,,,0.0128763,-79.9084599,203.1000061,5,rural,ninguno,si,,si,,,20,70,40,30,,0,1,0,0,0,0,0,2,3,0,0,2,1,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,si,lugar de origen,,,,infraestructura preexistente,si,no,no,,Kits de limpieza,fuera del sitio menor 20 minutos,Cisterna,si menos de 2L,tanquero,si menos de 15L,tanquero,10,10,7,no,no,no,no,no,una vez por semana,no,no,ninguno,ninguno,0,no,fuera del sitio mayor 3 km,24 horas,gobierno,no,mayor a 10 km,menor 25%,pesca,,menor 50%,no,no,no,no,no,,ninguno,si,NINGUNA,ninguno,2,0,si,si,si,si,excelente,excelente,no,,"si, adecuada",agua saneamiento higiene educacion,no,no,si,no,no,si,no,no,no,distancia seguridad,si,no,no,no,no,si,no,"si, todos",,radio noticias,accesso asistencia,no,,,,2016-05-18T13:17:40,56
